country,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
1978-03,,,,,,,,,,,,-18.79,,17.05,-34.5,-18.49286,-4.69,-6.48,21.62,,,,,,,,2.0,,
1978-04,,,,,,,,,,,,-18.12,,17.91,-34.5,-10.54199,-2.06,-7.43,15.93,,,,,,,,2.0,,
1978-05,,,,,,,,,,,,-16.79,,16.12,-34.5,-14.09978,0.56,5.85,17.14,,,,,,,,3.0,,
1978-06,,,,,,,,,,,,-13.79,,14.37,-31.5,2.285748,5.03,-2.14,20.49,,,,,,,,4.0,,
1978-07,,,,,,,,,,,,-14.12,,12.75,-32.5,-6.657927,2.87,7.55,19.47,,,,,,,,5.0,,
1978-08,,,,,,,,,,,,-10.79,,7.73,-32.5,3.20166,7.74,4.99,22.04,,,,,,,,6.0,,
1978-09,,,,,,,,,,,,-12.12,,10.7,-30.5,2.607757,5.49,3.6,20.75,,,,,,,,8.0,,
1978-10,,,,,,,,,,,,-8.12,,7.11,-27.5,-0.8983088,10.33,3.83,20.02,,,,,,,,9.0,,
1978-11,,,,,,,,,,,,-7.45,,6.6,-28.5,-0.3968265,12.76,4.13,20.47,,,,,,,,10.0,,
1978-12,,,,,,,,,,,,-8.78,,8.68,-23.5,-5.67774,5.75,2.04,22.44,,,,,,,,10.0,,
1979-01,,,,,,,,,,,,-5.45,,6.5,-16.5,-2.392572,7.37,-1.91,31.31,,,,,,,,11.0,,
1979-02,,,,,,,,,,,,-4.12,,3.51,-13.5,-3.327365,5.23,10.19,30.54,,,,,,,,10.0,,
1979-03,,,,,,,,,,,,-2.79,,2.25,-11.5,11.34835,5.22,7.83,31.05,,,,,,,,10.0,,
1979-04,,,,,,,,,,,,0.54,,-0.85,-5.5,1.754133,5.98,9.42,34.51,,,,,,,,10.0,,
1979-05,,,,,,,,,,,,3.21,,-2.17,-1.5,7.08972,9.06,8.65,41.83,,,,,,,,9.0,,
1979-06,,,,,,,,,,,,1.21,,-1.74,-4.5,6.306949,6.02,9.26,35.09,,,,,,,,7.0,,
1979-07,,,,,,,,,,,,1.21,,-0.54,-5.5,3.055564,9.27,6.75,34.9,,,,,,,,6.0,,
1979-08,,,,,,,,,,,,-3.79,,0.43,-10.5,0.2014341,0.26,4.14,29.24,,,,,,,,5.0,,
1979-09,,,,,,,,,,,,-2.12,,1.33,-8.5,-5.477376,4.39,8.03,28.09,,,,,,,,4.0,,
1979-10,,,,,,,,,,,,-4.45,,2.33,-10.5,7.542344,0.66,1.73,34.02,,,,,,,,2.0,,
1979-11,,,,,,,,,,,,-5.78,,5.95,-9.5,-8.950544,-2.28,3.68,35.85,,,,,,,,0.0,,
1979-12,,,,,,,,,,,,-4.78,,4.49,-7.5,-9.456216,-1.95,4.09,33.49,,,,,,,,-1.0,,
1980-01,,,,,,,,,,,,-4.78,,4.62,-5.5,0.4299421,-3.8,-0.13,32.31,,,,,,,,-6.0,,
1980-02,,,,,,,,,,,,-5.11,,3.77,-8.5,-10.35312,-2.43,-3.74,29.86,,,,,,,,-5.0,,
1980-03,,,,,,,,,,,,-7.11,,7.37,-7.5,-12.40715,-5.34,-2.48,25.53,,,,,,,,-6.0,,
1980-04,,,,,,,,,,,,-10.44,,9.36,-13.5,-7.932377,-8.13,-10.58,24.03,,,,,,,,-7.0,,
1980-05,,,,,,,,,,,,-17.77,,13.7,-22.5,-21.23975,-17.29,-12.16,16.95,,,,,,,,-6.0,,
1980-06,,,,,,,,,,,,-18.1,,15.1,-25.5,-22.22983,-13.61,-12.47,16.61,,,,,,,,-8.0,,
1980-07,,,,,,,,,,,,-22.77,,20.18,-33.5,-21.16468,-14.49,-12.4,12.33,,,,,,,,-9.0,,
1980-08,,,,,,,,,,,,-20.77,,18.3,-35.5,-25.91456,-7.83,-12.82,15.32,,,,,,,,-8.0,,
1980-09,,,,,,,,,,,,-23.44,,17.95,-36.5,-20.2005,-15.65,-14.16,25.15,,,,,,,,-8.0,,
1980-10,,,,,,,,,,,,-27.44,,20.44,-44.5,-25.65314,-16.63,-18.78,27.18,,,,,,,,-10.0,,
1980-11,,,,,,,,,,,,-26.11,,21.18,-42.5,-23.32764,-15.29,-14.73,28.26,,,,,,,,-16.0,,
1980-12,,,,,,,,,,,,-30.11,,24.2,-42.5,-16.36457,-24.0,-14.2,33.07,,,,,,,,-16.0,,
1981-01,,,,,,,,,,,,-27.44,,23.4,-40.5,-26.3,-18.1,-13.7,33.15,,,,,,,,-17.0,,
1981-02,,,,,,,,,,,,-26.77,,24.1,-38.5,-16.7,-17.8,-11.6,30.41,,,,,,,,-19.0,,
1981-03,,,,,,,,,,,,-26.1,,24.6,-39.5,-20.8,-14.1,-14.9,33.79,,,,,,,,-23.0,,
1981-04,,,,,,,,,,,,-27.43,,24.0,-42.5,-19.8,-15.3,-9.4,30.73,,,,,,,,-25.0,,
1981-05,,,,,,,,,,,,-27.43,,25.4,-41.5,-18.4,-14.9,-13.4,34.18,,,,,,,,-23.0,,
1981-06,,,,,,,,,,,,-27.1,,26.4,-41.5,-19.6,-13.1,-11.2,33.19,,,,,,,,-26.0,,
1981-07,,,,,,,,,,,,-25.43,,24.7,-40.5,-12.1,-10.8,-14.2,34.07,,,,,,,,-26.0,,
1981-08,,,,,,,,,,,,-25.76,,25.7,-40.5,-17.3,-11.0,-6.6,33.75,,,,,,,,-32.0,,
1981-09,,,,,,,,,,,,-24.76,,23.9,-43.5,-9.6,-6.8,-9.0,30.49,,,,,,,,-30.0,,
1981-10,,,,,,,,,,,,-27.43,,24.5,-45.5,-13.8,-11.8,-9.8,28.85,,,,,,,,-27.0,,
1981-11,,,,,,,,,,,,-26.76,,22.3,-44.5,-15.3,-12.7,-11.6,28.98,,,,,,,,-29.0,,
1981-12,,,,,,,,,,,,-28.43,,24.3,-45.5,-11.2,-15.0,-18.3,23.28,,,,,,,,-28.0,,
1982-01,,,,,,,,,,,,-26.76,,21.9,-43.5,-27.4,-15.2,-10.7,21.21,,,,,,,,-27.0,,
1982-02,,,,,,,,,,,,-25.76,,23.1,-42.5,-9.8,-11.5,-2.7,18.16,,,,,,,,-29.0,,
1982-03,,,,,,,,,,,,-27.76,,23.6,-44.5,-9.1,-14.4,-13.7,17.69,,,,,,,,-25.0,,
1982-04,,,,,,,,,,,,-30.09,,24.6,-47.5,-24.6,-18.1,-17.9,17.22,,,,,,,,-24.0,,
1982-05,,,,,,,,,,,,-31.42,,26.6,-50.5,-23.4,-17.1,-16.4,18.12,,,,,,,,-23.0,,
1982-06,,,,,,,,,,,,-33.42,,26.4,-51.5,-23.8,-21.3,-23.6,14.07,,,,,,,,-21.0,,
1982-07,,,,,,,,,,,,-38.09,,29.3,-56.5,-33.1,-28.0,-21.6,12.46,,,,,,,,-26.0,,
1982-08,,,,,,,,,,,,-39.09,,29.5,-57.5,-24.1,-29.8,-25.8,13.08,,,,,,,,-27.0,,
1982-09,,,,,,,,,,,,-39.09,,31.3,-59.5,-33.3,-25.3,-30.4,8.87,,,,,,,,-31.0,,
1982-10,,,,,,,,,,,,-36.42,,28.1,-57.5,-29.7,-23.3,-15.7,10.36,,,,,,,,-28.0,,
1982-11,,,,,,,,,,,,-33.42,,25.8,-57.5,-12.8,-16.8,-12.6,4.55,,,,,,,,-27.0,,
1982-12,,,,,,,,,,,,-25.75,,22.0,-47.5,-1.4,-7.3,-10.7,7.46,,,,,,,,-28.0,,
1983-01,,,,,,,,,,,,-23.08,,23.3,-45.5,-1.2,0.7,-6.6,10.51,,,,,,,,-22.0,,
1983-02,,,,,,,,,,,,-18.08,,20.4,-38.5,1.3,5.3,7.0,16.94,,,,,,,,-18.0,,
1983-03,,,,,,,,,,,,-15.41,,13.6,-35.5,14.1,2.9,-4.9,18.23,,,,,,,,-10.0,,
1983-04,,,,,,,,,,,,-16.41,,16.2,-35.5,-4.8,2.6,4.0,18.23,,,,,,,,-8.0,,
1983-05,,,,,,,,,,,,-15.74,,13.6,-34.5,4.2,0.9,1.6,20.92,,,,,,,,-10.0,,
1983-06,,,,,,,,,,,,-16.41,,13.4,-36.5,3.2,1.4,-8.5,23.8,,,,,,,,-9.0,,
1983-07,,,,,,,,,,,,-14.41,,11.3,-34.5,-9.4,3.0,0.4,23.95,,,,,,,,-10.0,,
1983-08,,,,,,,,,,,,-12.41,,8.5,-32.5,5.9,4.2,1.2,22.83,,,,,,,,-8.0,,
1983-09,,,,,,,,,,,,-11.74,,10.3,-30.5,6.7,6.1,-6.6,23.0,,,,,,,,-10.0,,
1983-10,,,,,,,,,,,,-10.74,,9.9,-28.5,-0.4,6.5,4.7,21.11,,,,,,,,-11.0,,
1983-11,,,,,,,,,,,,-9.07,,10.2,-27.5,12.3,9.9,8.0,27.45,,,,,,,,-8.0,,
1983-12,,,,,,,,,,,,-8.74,,8.7,-22.5,12.3,5.1,7.8,27.43,,,,,,,,-7.0,,
1984-01,,,,,,,,,,,,-7.07,,8.3,-18.5,10.7,6.6,13.3,24.63,,,,,,,,-4.0,,
1984-02,,,,,,,,,,,,-7.4,,9.3,-16.5,17.1,4.3,1.1,24.59,,,,,,,,-7.0,,
1984-03,,,,,,,,,,,,-8.73,,9.6,-18.5,4.1,2.6,-1.3,21.23,,,,,,,,-9.0,,
1984-04,,,,,,,,,,,,-8.4,,7.9,-19.5,-0.4,1.8,-3.6,24.38,,,,,,,,-10.0,,
1984-05,,,,,,,,,,,,-7.4,,6.5,-21.5,1.1,6.5,-10.9,19.77,,,,,,,,-10.0,,
1984-06,,,,,,,,,,,,-6.07,,5.3,-18.5,-16.1,6.6,12.9,21.72,,,,,,,,-15.0,,
1984-07,,,,,,,,,,,,-6.4,,8.3,-19.5,3.6,9.0,9.4,27.29,,,,,,,,-11.0,,
1984-08,,,,,,,,,,,,-7.73,,8.4,-17.5,5.9,3.1,3.0,19.97,,,,,,,,-10.0,,
1984-09,,,,,,,,,,,,-7.06,,7.3,-17.5,-3.6,3.9,15.7,19.08,,,,,,,,-7.0,,
1984-10,,,,,,,,,,,,-7.06,,7.1,-18.5,9.2,3.7,3.4,15.43,,,,,,,,-9.0,,
1984-11,,,,,,,,,,,,-8.06,,8.9,-17.5,-2.8,2.1,-1.5,14.82,,,,,,,,-6.0,,
1984-12,,,,,,,,,,,,-4.73,,5.2,-14.5,-7.2,4.8,5.8,15.9,,,,,,,,-6.0,,
1985-01,-19.8,-64.4,-53.3,-75.6,-20.1,-16.4,-29.1,-23.7,,,25.6,-4.9,-10.3,5.2,-14.4,4.2,4.7,5.9,15.9,-11.6,,,,,,,-8.4,-15.2,36.9
1985-02,-31.9,-70.6,-62.0,-79.1,-20.9,-15.2,-17.7,-18.5,,-19.2,22.7,-6.4,-9.9,6.5,-15.5,-4.6,2.9,-6.3,17.4,-7.7,,,,,,,-8.3,-17.5,36.2
1985-03,-39.7,-67.7,-58.6,-76.7,-29.4,-16.6,-29.0,-23.6,,-15.9,25.3,-6.9,-7.9,7.3,-15.3,0.3,1.9,-4.3,19.4,-8.7,,,,,,,-8.7,-17.9,39.8
1985-04,-44.8,-63.1,-51.5,-74.7,-34.1,-8.6,-20.6,-17.3,-4.7,-16.3,22.7,-6.2,-7.5,8.1,-15.3,-1.3,4.7,0.8,16.9,-12.8,,,,,,,-8.5,-18.2,40.9
1985-05,-33.5,-63.0,-50.3,-75.6,-30.3,-3.2,-21.0,-15.4,-4.1,-16.0,21.9,-4.0,-7.1,6.6,-12.9,3.0,7.4,3.4,17.3,-7.0,,,,,,,-7.9,-16.8,39.2
1985-06,-23.1,-57.2,-40.5,-73.9,-22.3,-4.3,-11.2,-12.8,-3.9,-7.5,22.9,-5.3,-6.2,8.4,-11.4,3.6,4.0,2.7,15.1,-9.0,,,,,,,-8.9,-20.3,38.6
1985-07,-24.9,-53.3,-33.1,-73.5,-13.7,-8.6,-27.0,-19.4,-5.0,-18.0,22.7,-5.7,-5.9,8.2,-10.6,10.3,1.7,9.5,12.1,-5.4,,,,,,,-7.5,-16.8,34.4
1985-08,-11.6,-49.5,-30.7,-68.2,-6.4,-8.7,-16.3,-16.4,-4.8,-18.1,24.0,-3.1,-5.5,4.8,-9.4,1.5,4.7,-1.1,12.4,-7.1,,,,,,,-7.2,-17.4,35.2
1985-09,-16.4,-44.3,-23.8,-64.8,1.3,-5.5,-13.9,-14.4,-4.6,-12.7,23.7,-2.8,-2.0,4.4,-9.8,6.4,5.7,3.9,12.2,-5.7,,,,,,,-7.4,-16.7,33.5
1985-10,-11.9,-38.2,-16.1,-60.3,1.2,-13.0,-24.7,-19.6,-4.1,-21.7,21.1,-1.4,-1.3,4.2,-7.4,12.6,7.5,11.0,16.6,-5.8,,,,,,,-6.5,-16.0,36.4
1985-11,-14.0,-38.2,-19.6,-56.9,7.1,1.9,-12.6,-9.4,-3.9,-19.3,17.5,-1.5,-0.6,4.7,-6.3,-1.9,6.6,-1.1,14.7,-6.6,,,,,,,-5.9,-12.1,34.9
1985-12,-36.9,-40.8,-18.6,-63.1,5.3,4.4,-1.8,-6.0,-3.8,-9.6,20.6,-2.3,-1.7,6.1,-9.1,0.5,8.3,4.1,12.9,-7.2,,,,,,,-5.6,-12.3,32.1
1986-01,-19.7,-41.7,-19.1,-64.3,4.1,-1.4,-13.0,-11.3,0.4,-9.8,19.6,-3.0,-1.3,6.5,-8.9,2.3,6.4,1.4,8.9,-13.9,,,,,,,-4.3,-12.5,32.8
1986-02,-17.5,-38.8,-14.7,-62.9,6.3,-1.2,-4.7,-10.2,0.5,-10.2,24.7,-4.6,-0.8,5.4,-10.2,-6.6,1.7,-1.4,4.9,-16.1,,,,,,,-2.3,-9.5,29.0
1986-03,-35.3,-41.2,-21.5,-60.8,0.3,-1.7,-13.2,-13.7,0.6,-14.9,26.4,-6.3,-2.8,6.6,-14.2,-10.6,1.7,-8.6,0.8,-14.5,,,,,,,-2.2,-8.6,26.1
1986-04,-28.4,-38.9,-17.7,-60.1,0.1,-3.4,-8.6,-12.2,-0.7,-11.3,24.5,-5.8,-2.4,5.7,-13.2,10.8,1.5,12.4,4.1,-18.2,,,,,,,-1.5,-8.0,21.2
1986-05,-17.9,-34.7,-14.0,-55.5,8.7,-1.3,-6.1,-10.8,-0.1,-11.0,25.0,-6.5,-2.0,8.9,-14.0,-5.4,3.4,-3.2,3.0,-19.0,,,,,,,-1.6,-8.1,17.4
1986-06,-11.1,-31.3,-11.7,-50.9,7.7,2.7,1.5,-6.2,0.2,-9.5,22.9,-5.2,-4.8,5.4,-12.3,0.0,2.1,9.4,4.4,-16.9,,,,,,,-0.1,-7.0,14.2
1986-07,-8.9,-28.0,-8.9,-47.1,8.8,4.4,7.2,-3.7,-1.0,-6.0,22.7,-4.5,-4.5,5.8,-11.6,0.9,4.0,2.6,7.4,-19.6,,,,,,,0.2,-6.0,12.9
1986-08,-8.7,-25.5,-6.7,-44.4,9.0,2.2,-4.4,-6.8,-0.8,-9.0,18.0,-5.5,-4.2,8.5,-12.6,-6.3,4.5,-3.3,4.6,-22.1,,,,,,,1.5,-5.2,11.7
1986-09,-13.9,-25.7,-6.1,-45.3,10.7,2.5,-1.8,-6.7,-0.6,-5.6,20.7,-6.4,-8.7,10.2,-14.6,1.7,5.4,6.3,7.1,-25.5,,,,,,,-0.3,-8.9,13.3
1986-10,-10.1,-23.4,-3.4,-43.3,10.8,10.0,7.3,-2.7,0.0,-3.0,25.4,-8.6,-8.3,10.1,-17.3,-5.0,1.5,-0.3,4.7,-26.8,,,,,,,-0.3,-8.6,11.4
1986-11,-11.1,-28.2,-8.7,-47.8,7.3,-1.1,-2.5,-10.1,0.1,-4.2,26.6,-7.9,-7.9,8.9,-17.0,-13.6,2.1,-5.8,2.7,-25.6,,,,,,,0.5,-8.2,11.1
1986-12,-3.5,-27.4,-6.1,-48.8,4.6,-2.4,-7.4,-13.1,-0.3,-12.6,29.4,-8.6,-13.8,8.1,-18.5,-3.2,1.0,-1.6,3.2,-25.1,,,,,,,0.8,-8.1,10.7
1987-01,-10.4,-29.3,-7.1,-51.4,0.7,4.7,5.0,-5.3,0.5,-7.8,25.6,-12.2,-13.7,12.0,-21.2,-14.4,-3.2,-1.3,6.4,-28.8,,,,,,,-0.3,-10.5,13.7
1987-02,-26.3,-30.2,-8.5,-52.0,2.1,-1.2,-6.8,-10.6,0.7,-7.3,23.7,-13.5,-13.7,11.3,-24.2,-5.3,-4.9,-0.5,8.8,-34.8,,,,,,,-2.2,-13.1,17.9
1987-03,-27.2,-32.7,-8.8,-56.6,1.6,2.6,5.2,-4.7,0.9,-1.9,21.9,-12.1,-17.3,10.7,-22.5,-3.3,-3.1,-3.3,7.6,-33.4,,,,,,,-1.8,-14.1,14.5
1987-04,-46.6,-29.5,-9.4,-49.6,2.8,7.3,3.6,-3.1,-2.6,-5.3,20.4,-11.6,-17.4,10.1,-22.7,-6.1,-2.1,-2.5,10.9,-30.8,,,,,,,-2.3,-14.6,17.2
1987-05,-9.3,-26.0,-5.1,-46.8,-2.3,0.5,6.3,-5.4,-2.2,-4.0,23.1,-11.7,-17.4,10.1,-22.7,-5.7,-2.4,-3.5,12.6,-34.4,,,,,,,-1.8,-15.6,20.6
1987-06,-7.0,-29.3,-12.2,-46.5,0.6,3.1,-11.6,-12.6,-2.0,-11.5,29.5,-11.5,-17.5,10.6,-23.0,9.3,-0.8,0.7,14.6,-28.5,,,,,,,-2.5,-14.8,23.8
1987-07,-14.1,-29.7,-12.5,-46.9,-1.4,0.2,-1.8,-9.2,3.1,-6.0,25.8,-10.5,-17.5,10.5,-22.2,-0.3,1.1,3.2,15.5,-28.3,,,,,,,-3.2,-18.7,27.6
1987-08,-11.8,-30.5,-14.0,-47.1,-6.5,5.8,7.6,-4.5,3.3,2.0,27.0,-8.5,-17.4,8.4,-19.7,1.2,2.7,-1.9,15.9,-27.0,,,,,,,-4.9,-20.3,28.8
1987-09,-17.6,-30.9,-11.9,-49.8,-0.9,3.1,2.8,-6.0,3.5,-5.7,24.0,-7.9,-14.7,8.6,-20.3,6.2,5.1,0.6,20.1,-27.0,,,,,,,-2.5,-17.2,30.6
1987-10,-17.5,-29.7,-12.2,-47.1,-6.6,5.5,-3.4,-9.0,-1.1,-5.7,28.9,-7.2,-14.4,7.7,-19.0,3.1,5.2,0.3,18.4,-26.9,,,,,,,-3.9,-19.8,29.6
1987-11,-17.1,-32.6,-13.5,-51.7,-10.8,7.4,4.8,-3.8,-0.9,-0.3,23.7,-8.0,-14.1,7.5,-20.1,-4.3,3.5,4.4,16.9,-25.5,,,,,,,-5.6,-25.4,31.6
1987-12,-13.0,-32.8,-15.7,-49.9,-14.0,1.0,12.0,-2.3,-0.8,-2.6,20.0,-9.7,-15.3,7.2,-18.3,-2.2,-3.5,3.7,8.2,-24.4,,,,,,,-6.7,-28.0,35.3
1988-01,-15.6,-32.1,-12.5,-51.7,-12.6,-0.7,7.7,-5.2,-1.6,-5.8,22.5,-8.9,-15.1,7.6,-19.1,-0.3,-0.1,1.0,11.9,-23.0,,,,,,,-8.1,-31.4,36.6
1988-02,-10.4,-33.2,-12.1,-54.3,-9.1,-0.1,-3.2,-9.0,-1.5,-5.2,23.7,-6.5,-14.8,7.0,-16.8,5.2,4.2,2.3,15.2,-22.3,,,,,,,-7.5,-27.5,33.6
1988-03,-8.4,-30.4,-8.5,-52.3,-9.1,7.3,7.8,-2.8,-1.3,-5.7,23.5,-4.5,-10.6,3.6,-14.1,6.4,4.2,9.3,16.7,-21.6,,,,,,,-6.5,-26.5,34.0
1988-04,-35.8,-30.8,-11.1,-50.6,-7.0,4.0,17.9,0.9,1.3,-6.2,19.2,-3.9,-10.2,4.5,-13.7,7.1,6.6,-1.0,16.4,-18.5,,,,,,,-5.8,-25.0,32.0
1988-05,-30.5,-29.8,-10.9,-48.6,-3.5,2.5,-3.2,-9.3,1.6,-6.9,27.1,-3.0,-9.8,4.3,-11.7,11.3,7.0,11.4,18.3,-18.9,,,,,,,-6.2,-24.9,35.4
1988-06,-21.0,-31.5,-12.9,-50.1,-2.9,4.3,4.3,-4.2,1.8,-7.5,21.2,0.2,-11.7,-0.4,-8.5,13.2,8.8,9.2,21.3,-16.5,,,,,,,-5.8,-23.5,38.5
1988-07,-18.9,-29.3,-13.0,-45.6,-3.7,8.4,3.6,-3.2,-0.9,-4.6,21.7,-0.3,-11.5,0.8,-7.4,2.6,7.1,-1.1,20.4,-14.5,,,,,,,-6.7,-25.0,41.2
1988-08,-21.4,-27.2,-7.6,-46.7,-1.6,-2.0,1.2,-8.2,-0.7,-8.1,23.7,1.0,-11.4,-0.1,-4.3,11.9,7.3,14.7,20.9,-12.2,,,,,,,-5.0,-21.6,39.5
1988-09,-16.1,-25.0,-8.3,-41.7,1.1,8.4,0.5,-4.6,-0.3,-7.1,22.8,2.0,-4.2,0.6,-2.4,15.4,8.9,12.0,19.5,-11.1,,,,,,,-5.2,-22.1,35.6
1988-10,-20.7,-24.7,-7.5,-42.0,0.9,8.9,12.0,-0.7,5.1,2.1,23.0,2.5,-3.7,0.7,-1.8,-0.5,10.0,5.0,22.9,-10.7,,,,,,,-3.5,-17.7,35.2
1988-11,-15.2,-24.0,-5.7,-42.3,1.8,6.3,1.2,-6.5,5.4,-5.3,26.9,2.7,-3.3,-0.2,-2.5,14.7,10.4,13.6,24.4,-9.7,,,,,,,-3.0,-15.5,35.8
1988-12,-16.1,-20.4,-2.4,-38.4,6.5,1.3,5.3,-5.1,5.7,-2.8,22.1,3.1,-1.1,-0.5,0.2,14.1,8.5,11.0,25.5,-5.0,,,,,,,-2.4,-14.6,37.9
1989-01,-12.5,-20.2,-1.8,-38.5,11.4,9.1,0.1,-6.0,0.9,-2.0,27.1,3.9,-0.7,-1.4,0.1,6.0,10.2,6.8,22.0,-2.8,,,,,,,-4.2,-15.0,41.2
1989-02,0.7,-15.6,4.8,-36.0,13.6,6.0,3.2,-3.7,1.0,-0.6,20.3,4.7,-0.4,-0.1,4.1,8.2,9.8,3.5,24.7,-0.5,,,,,,,-3.8,-17.1,41.0
1989-03,14.9,-18.7,0.9,-38.2,14.3,9.7,5.3,-0.6,1.2,-5.3,16.7,5.4,-0.8,-0.2,5.8,4.7,10.3,9.3,24.1,-0.8,,,,,,,-3.5,-15.0,44.3
1989-04,2.5,-18.9,-0.7,-37.0,15.8,2.3,8.6,-3.6,3.5,2.1,21.7,4.7,-0.6,0.7,5.3,5.2,9.5,7.3,18.6,1.6,,,,,,,-3.2,-15.5,47.9
1989-05,-25.6,-19.6,-3.4,-35.8,13.5,9.8,-0.6,-2.5,3.7,1.9,16.6,7.0,-0.4,-1.3,6.1,6.6,13.6,4.0,13.2,2.7,,,,,,,-3.0,-14.3,44.3
1989-06,-25.1,-17.2,-1.7,-32.6,16.5,6.7,1.7,-2.7,3.9,0.6,16.5,7.1,1.5,-1.3,6.8,9.0,13.3,14.3,15.7,2.4,,,,,,,-0.9,-10.4,37.3
1989-07,-15.3,-17.3,-2.5,-32.1,18.8,12.4,4.6,-0.3,0.8,2.4,17.8,6.3,1.7,-1.1,5.8,5.6,11.9,-2.4,14.5,-0.9,,,,,,,0.1,-7.3,34.8
1989-08,-9.8,-14.6,-0.7,-28.5,18.8,10.4,-1.1,-2.0,0.9,-1.5,15.3,5.9,1.7,-1.0,5.6,12.9,11.2,11.3,17.3,0.0,,,,,,,-1.4,-9.3,35.3
1989-09,-8.2,-13.4,1.3,-28.1,18.3,11.9,6.8,0.6,0.9,-2.6,17.0,5.7,3.2,1.2,7.0,6.7,11.3,7.2,15.7,0.0,,,,,,,-1.1,-8.5,38.3
1989-10,-11.6,-12.0,6.2,-30.1,21.1,9.1,4.4,-1.0,6.5,2.4,16.3,6.7,3.4,-0.1,7.5,10.5,12.4,8.5,15.1,-0.4,,,,,,,-1.7,-12.5,41.1
1989-11,-6.4,-6.6,12.0,-25.2,22.8,12.9,10.6,1.9,6.8,2.3,17.7,7.7,3.6,-0.7,7.9,6.5,14.6,10.0,15.6,1.0,,,,,,,-0.9,-12.3,41.6
1989-12,-3.9,-3.2,13.0,-19.5,31.1,15.9,13.3,6.2,7.1,5.3,10.7,7.9,7.5,-0.8,9.1,4.9,13.8,8.7,17.7,1.0,,,,,,,0.6,-5.9,38.5
1990-01,-7.2,-2.2,14.5,-18.9,36.3,18.4,16.8,6.5,6.0,3.6,15.7,8.2,7.8,-1.8,10.2,5.7,12.5,7.7,17.9,0.0,,,,,,,1.3,-5.3,44.0
1990-02,4.3,2.2,18.9,-14.5,44.7,15.5,16.3,6.3,6.2,4.7,13.0,7.7,8.1,-0.8,10.9,5.8,11.2,7.6,14.6,1.1,,,,,,,0.6,-7.9,46.2
1990-03,18.8,0.3,13.0,-12.3,42.5,11.1,20.6,5.2,6.3,6.0,16.0,9.4,4.5,-4.7,12.0,5.7,11.5,7.9,12.3,-0.9,,,,,,,-1.5,-14.7,53.6
1990-04,16.0,-0.9,9.5,-11.3,43.0,17.7,20.7,9.0,7.5,9.5,11.5,9.7,4.6,-3.5,12.5,9.8,13.2,3.7,16.0,-0.6,,,,,,,-0.2,-10.2,53.9
1990-05,-10.2,-3.5,5.4,-12.5,37.7,20.0,19.9,10.3,7.8,9.5,9.0,8.8,4.7,-4.3,12.2,14.6,9.8,13.8,14.5,-1.3,,,,,,,0.1,-9.5,55.5
1990-06,-16.2,-2.4,8.9,-13.7,28.5,25.1,38.5,18.9,8.1,16.1,6.9,8.1,6.4,-2.5,10.8,4.2,10.9,1.2,13.6,-3.2,,,,,,,-0.4,-11.0,55.1
1990-07,-13.3,-4.6,3.5,-12.7,24.4,20.8,29.2,14.1,8.1,14.9,7.8,10.6,6.6,-4.4,14.4,14.9,13.1,9.3,12.0,-4.1,,,,,,,0.8,-5.6,53.6
1990-08,-8.0,-2.4,7.5,-12.2,27.2,21.5,40.1,18.1,8.2,13.7,7.2,10.0,6.7,-7.6,12.4,14.9,10.1,13.1,13.4,-6.4,,,,,,,0.4,-8.1,55.5
1990-09,-8.9,-0.8,9.5,-11.1,23.2,22.3,39.3,19.4,8.2,20.3,3.5,12.2,4.0,-9.0,12.8,4.4,14.8,8.2,17.0,-10.5,,,,,,,-3.7,-17.1,62.9
1990-10,-8.1,-1.4,11.3,-14.1,21.0,21.0,47.4,21.6,8.1,16.6,3.7,11.0,4.1,-7.9,13.4,8.5,11.6,14.1,18.4,-12.7,,,,,,,-4.7,-17.5,64.3
1990-11,-7.5,1.4,16.2,-13.3,17.9,19.8,52.6,21.5,8.5,15.4,7.9,10.9,4.3,-7.8,12.5,8.5,12.5,11.8,14.9,-16.4,,,,,,,-3.1,-17.0,62.2
1990-12,-4.5,0.1,14.6,-14.4,19.8,27.0,48.9,22.3,9.1,20.3,9.0,10.0,0.2,-7.2,8.3,7.5,14.3,22.9,15.5,-23.0,,,,,,,-3.1,-14.5,56.3
1991-01,-20.7,-3.0,13.8,-19.9,28.7,16.7,30.0,14.2,10.2,19.3,4.0,2.4,0.2,-4.0,-3.8,-2.73868,6.9,8.6,17.3,-32.8,,,,,,,-5.3,-21.4,65.4
1991-02,-17.9,-6.5,1.7,-14.7,25.9,18.5,33.0,12.1,10.3,16.2,15.2,0.7,0.2,-0.7,-6.0,-7.71524,7.4,-3.1,17.3,-33.3,,,,,,,-6.4,-26.1,68.2
1991-03,37.1,-12.6,-7.6,-17.6,26.9,12.4,38.3,12.6,10.4,13.7,13.1,-3.9,-1.2,2.7,-13.8,-15.74491,4.7,-8.0,15.2,-42.1,,,,,,,-9.4,-26.4,70.6
