country,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
1980-05,,,,,-41.2,77.4906,-31.10759,,-51.99368,-37.80079,,55.62629,-18.0,9.5
1980-06,,,,,-39.4,76.0941,-32.1848,,-52.3233,-37.88193,,63.15789,-6.0,9.0
1980-07,,,,,-30.0,75.135,-29.39452,,-26.5965,-26.73704,,67.0313,3.0,10.0
1980-08,,,,,-9.0,75.4838,-27.80931,,5.864031,-9.766382,,72.41101,5.0,8.8
1980-09,,,,,0.2,76.568,-6.117581,,11.35406,10.45885,,79.29705,15.0,9.3
1980-10,,,,,11.0,77.7136,-0.1805542,,29.67522,25.97426,,80.69578,15.0,10.0
1980-11,,,,,16.4,78.8528,8.499822,,29.08327,33.56573,,82.52488,26.0,9.8
1980-12,,,,,6.0,78.9765,2.735696,,4.749465,14.94567,,69.39837,9.0,10.9
1981-01,,,,,-1.6,78.4224,-2.874568,,-1.264378,4.706065,,76.82238,23.0,8.6
1981-02,,,,,-2.4,77.7824,-10.83083,,3.77017,-5.99883,,71.98064,18.0,9.1
1981-03,,,,,-0.8,77.7973,-0.8221975,,2.39306,4.13377,,71.55025,17.0,7.9
1981-04,,,,,3.2,77.9851,2.139009,,1.797658,9.345816,,77.89832,15.0,9.3
1981-05,,,,,7.0,78.1459,-3.793824,,8.753033,22.50263,,82.09451,17.0,8.6
1981-06,,,,,1.4,77.5704,0.527348,,0.9084494,7.952017,,78.65148,17.0,7.8
1981-07,,,,,-6.6,77.512,-7.130605,,-5.378969,-2.837134,,79.72742,14.0,7.7
1981-08,,,,,-3.4,77.2998,-8.440047,,-7.276958,-3.220151,,83.06285,21.0,7.7
1981-09,,,,,-15.0,76.8173,-21.39211,,-14.70969,-12.54728,,78.65148,12.0,8.7
1981-10,,,,,-20.0,75.8904,-23.52842,,-17.32968,-18.18374,,75.63884,6.0,8.3
1981-11,,,,,-27.8,74.757,-27.45117,,-32.66309,-24.71984,,67.24648,1.0,8.8
1981-12,,,,,-24.4,73.3678,-32.78667,,-17.32027,-20.20738,,69.18318,2.0,6.5
1982-01,,,,,-23.6,71.413,-31.23566,,-19.82178,-21.23186,,76.39201,14.0,6.4
1982-02,,,,,-23.4,73.2792,-30.97131,,-24.7321,-26.40944,,71.55025,6.0,6.4
1982-03,,,,,-26.4,72.5891,-32.43283,,-18.51264,-26.74638,,66.70851,2.0,5.8
1982-04,,,,,-24.4,71.8847,-36.01588,,-23.08575,-19.99555,,70.47431,4.0,5.1
1982-05,,,,,-29.0,71.5995,-46.17655,,-25.28356,-23.85428,,72.6262,19.0,4.8
1982-06,,,,,-23.4,71.4111,-37.44814,,-16.50071,-20.77471,,70.6895,11.0,5.8
1982-07,,,,,-23.2,71.2073,-40.0655,,-18.82467,-16.1945,,70.36671,8.0,5.9
1982-08,,,,,-23.4,70.4797,-39.17641,,-20.04074,-20.90783,,70.36671,8.0,6.3
1982-09,,,,,-22.4,70.2386,-38.32456,,-19.23512,-17.54414,,74.5629,17.0,5.3
1982-10,,,,,-21.2,69.3128,-38.02583,,-14.67235,-15.32275,,78.97427,20.0,5.9
1982-11,,,,,-21.6,68.8787,-38.35091,,-14.82747,-12.37669,,77.57554,19.0,5.2
1982-12,,,,,-14.4,68.5876,-27.64426,,-5.768534,-9.539138,,77.36035,19.0,4.8
1983-01,,,,,-8.0,70.14,-25.52675,,0.6158132,2.368607,,75.74644,21.0,4.7
1983-02,,,,,8.8,70.0691,-5.967421,,22.14539,20.25534,,80.2654,31.0,4.5
1983-03,,,,,7.8,70.6735,-5.704614,,27.26626,18.99773,,86.93625,42.0,3.1
1983-04,,,,,8.4,71.4938,-4.427303,,17.61593,16.82882,,95.86658,46.0,4.5
1983-05,,,,,12.2,72.3145,-2.85329,,22.07116,24.88048,,100.3855,49.0,4.5
1983-06,,,,,15.0,72.8361,0.6412268,,24.24244,27.08864,,99.20201,42.0,4.6
1983-07,,,,,27.2,73.8327,7.287747,,35.56476,37.77039,,99.84757,40.0,4.5
1983-08,,,,,26.2,74.4532,11.56629,,35.3608,39.83662,,97.80328,37.0,5.0
1983-09,,,,,25.0,75.7844,14.56668,,35.84998,35.86654,,96.72734,36.0,5.0
1983-10,,,,,28.8,76.5092,12.54173,,37.20115,37.37347,,96.08177,35.0,5.2
1983-11,,,,,32.0,76.8239,18.51145,,37.72543,39.3686,,98.01847,37.0,5.1
1983-12,,,,,39.8,76.9253,17.33853,,45.21828,52.94658,,101.3539,36.0,4.9
1984-01,,,,,21.0,78.2269,12.24849,,27.24014,22.28164,,107.702,37.0,4.6
1984-02,,,,,22.6,78.9765,10.75403,,32.70283,27.26308,,104.7969,27.0,5.1
1984-03,,,,,17.8,79.2115,6.548598,,25.96744,25.44272,,108.6703,27.0,5.0
1984-04,,,,,22.0,79.467,17.53156,,28.06586,26.49243,,103.3982,19.0,5.8
1984-05,,,,,17.2,79.5409,11.62029,,17.64436,20.67524,,105.5501,17.0,5.3
1984-06,,,,,16.2,79.7376,4.107728,,20.30881,24.54861,,102.7526,15.0,4.8
1984-07,,,,,12.2,79.8631,7.771246,,6.177103,14.51833,,103.9362,20.0,4.5
1984-08,,,,,6.0,79.8365,1.150767,,7.919611,8.971255,,106.626,19.0,4.5
1984-09,,,,,0.0,79.3583,0.8201673,,-8.320668,1.089882,,108.5627,18.0,4.2
1984-10,,,,,1.6,79.5626,-4.558926,,6.353564,7.234154,,103.6134,16.0,5.3
1984-11,,,,,0.6,79.5402,-5.875238,,5.195043,8.007003,,102.9678,20.0,5.1
1984-12,,,,,1.2,79.5165,-10.76247,,5.371282,7.623787,,99.95517,17.0,4.7
1985-01,,,,,0.6,79.0896,-11.87512,,4.392945,13.71426,,103.2906,14.0,4.0
1985-02,,,,,-0.2,78.5661,-8.96874,,3.898271,9.003103,,100.8159,18.0,4.8
1985-03,,,,,-4.4,78.9421,-9.209638,,-1.197987,1.950714,,100.8159,14.0,4.3
1985-04,,,,,-3.6,78.4614,-11.04736,,2.831686,3.641137,,101.7843,14.0,5.0
1985-05,,,,,-5.8,78.3666,-11.29728,,0.0848626,5.178801,,98.77163,10.0,4.6
1985-06,,,,,-4.4,78.1835,-10.361,,-0.008226862,-1.023221,,103.8286,17.0,4.9
1985-07,,,,,-4.2,77.668,-9.890094,,4.387642,-2.536681,,101.1387,12.0,4.2
1985-08,,,,,-4.6,77.8769,-17.6559,,3.033377,0.6458458,,99.4172,13.0,3.6
1985-09,,,,,-0.2,77.78,-16.90253,,7.816916,3.897646,,99.09441,6.0,4.4
1985-10,,,,,1.8,77.4505,-10.64043,,7.30622,9.245976,,95.11343,3.0,4.8
1985-11,,,,,4.0,77.8557,-13.85864,,13.95501,11.62357,,97.80328,3.0,4.4
1985-12,,,,,1.4,78.0239,-15.90625,,9.349899,9.321532,,101.0311,13.0,5.0
1986-01,,,,,2.4,78.8498,-9.868283,,14.00742,9.766704,,102.8602,8.0,4.2
1986-02,,,,,2.0,78.331,-13.22008,,16.11239,8.5976,,103.183,15.0,3.7
1986-03,,,,,2.0,77.9801,-11.5213,,10.71302,13.64794,,102.3222,13.0,3.0
1986-04,,,,,-0.6,78.2846,-13.1202,,9.799864,5.249697,,103.5058,14.0,3.4
1986-05,,,,,6.8,78.3261,-8.599356,,21.37337,10.62832,,101.9995,12.0,3.3
1986-06,,,,,1.0,77.9265,-12.73762,,9.481347,5.226644,,106.8412,11.0,3.7
1986-07,,,,,-4.0,78.2546,-16.42078,,1.641989,-0.9077132,,105.1197,10.0,3.6
1986-08,,,,,5.2,78.3752,-10.81552,,14.96309,9.674878,,102.1071,9.0,4.2
1986-09,,,,,4.8,78.5019,-12.24167,,14.4032,12.32413,,98.87923,5.0,3.4
1986-10,,,,,2.4,78.6551,-13.89712,,8.616344,7.290474,,102.8602,3.0,3.7
1986-11,,,,,2.4,78.7777,-20.04213,,13.04294,6.778991,,98.34126,1.0,3.6
1986-12,,,,,1.0,79.401,-12.56412,,11.18856,5.842325,,95.86658,-2.0,4.0
1987-01,,,,,9.8,78.9375,-5.06743,,21.86403,23.29592,,97.26531,7.0,3.9
1987-02,,,,,5.2,79.9213,-5.827532,,11.75751,16.08232,,97.05012,-1.0,4.1
1987-03,,,,,10.0,79.764,-2.162649,,25.51665,16.69255,,97.69569,8.0,3.6
1987-04,,,,,11.0,80.0213,5.064914,,19.48186,18.71058,,99.84757,3.0,3.7
1987-05,,,,,14.4,80.3661,1.511388,,23.05267,19.02236,,98.01847,2.0,4.7
1987-06,,,,,14.8,80.4849,3.887886,,21.78573,19.56478,,98.44884,4.0,4.4
1987-07,,,,,15.0,80.9127,-5.569479,,29.43018,24.62763,,100.8159,12.0,4.2
1987-08,,,,,18.6,81.1531,4.554651,,24.40457,26.50461,,101.5691,11.0,4.4
1987-09,,,,,20.2,81.5198,7.993234,,25.56146,31.75188,,100.7083,4.0,4.2
1987-10,,,,,21.4,82.5757,7.903697,,26.69738,25.52358,,96.08177,3.0,4.3
1987-11,,,,,17.6,82.8829,4.59032,,18.43475,22.91895,,89.41092,0.0,3.8
1987-12,,,,,22.0,83.3249,13.47031,,22.09785,28.70778,,93.39191,-1.0,3.9
1988-01,,,,,15.0,83.0578,2.748067,,22.83025,19.2012,,97.69569,2.0,4.3
1988-02,,,,,12.4,83.2491,3.079811,,14.77268,17.45756,,98.55644,6.0,4.4
1988-03,,,,,9.2,83.3961,1.597216,,19.3367,15.74771,,101.7843,4.0,4.0
1988-04,,,,,11.6,84.0972,0.2766093,,13.57584,17.97955,,98.12607,3.0,4.5
1988-05,,,,,11.0,83.8695,0.07285994,,12.96801,13.75405,,101.9995,10.0,4.8
1988-06,,,,,18.6,83.99,1.302865,,23.2712,24.25649,,101.8919,5.0,5.6
1988-07,,,,,16.4,83.9057,4.262318,,20.36953,17.80537,,100.4931,5.0,5.6
1988-08,,,,,12.0,84.0101,1.972347,,18.27325,15.21256,,104.7969,8.0,5.3
1988-09,,,,,9.2,84.2405,-0.05180461,,18.09538,11.38807,,104.6893,13.0,5.5
1988-10,,,,,11.0,84.5317,3.669169,,12.21734,16.06614,,101.2463,9.0,5.1
1988-11,,,,,11.2,84.7627,7.154888,,18.33903,16.30453,,100.0628,1.0,5.4
1988-12,,,,,12.0,85.0483,7.805192,,17.96172,17.77569,,98.87923,0.0,5.0
1989-01,,,,,9.4,85.6167,2.883726,,14.65152,16.09097,,105.3349,6.0,5.1
1989-02,,,,,8.2,84.6582,0.6149107,,15.0629,11.7854,,102.645,9.0,4.8
1989-03,,,,,3.0,84.4402,1.483094,,5.42248,6.10634,,101.4615,4.0,5.6
1989-04,,,,,4.4,84.3978,0.739152,,6.144124,8.285066,,98.44884,-1.0,5.0
1989-05,,,,,-1.4,83.5745,-4.526341,,1.923609,0.8859926,,97.5881,-3.0,5.8
1989-06,,,,,-5.4,83.4819,-5.019125,,-8.011026,0.3051896,,97.4805,7.0,5.0
1989-07,,,,,-8.2,82.2801,-10.79168,,-9.320942,-7.044683,,98.98682,6.0,5.1
1989-08,,,,,-9.8,82.8376,-10.87739,,-9.61919,-6.205581,,96.40456,-1.0,4.7
1989-09,,,,,-8.0,82.4414,-9.391223,,-8.775105,-3.073159,,103.0754,5.0,4.4
1989-10,,,,,-6.4,82.0136,-10.27191,,-1.970906,-3.303684,,101.0311,7.0,4.6
1989-11,,,,,-6.4,81.9703,-9.694486,,-0.8038276,-1.674321,,97.80328,0.0,4.7
1989-12,,,,,-5.2,81.7949,-11.75286,,-0.6669325,-1.009489,,97.3729,6.0,4.4
1990-01,,,,,-5.6,81.5095,-8.855168,,-2.047727,-4.911352,11.0,100.0628,5.0,5.3
1990-02,,,,,-1.8,82.4029,-6.471962,,4.855076,6.310328,6.0,96.29696,-4.0,5.1
1990-03,,,,,-0.2,82.616,-8.178563,,4.621893,8.870318,19.0,98.23366,4.0,4.9
1990-04,,,,,0.0,82.1268,-6.94475,,7.690241,6.198268,21.0,101.0311,7.0,4.4
1990-05,,,,,-1.0,82.1518,-7.469076,,5.187625,8.605239,8.0,97.4805,-2.0,4.6
1990-06,,,,,-1.6,82.2298,-9.647849,,3.978108,2.766212,13.0,95.00583,0.0,4.9
1990-07,,,,,-6.8,81.8691,-6.825382,,-6.083441,-0.04030072,14.0,94.89823,-4.0,4.6
1990-08,,,,,-7.8,82.0134,-13.35404,,-8.435375,-3.205419,6.0,82.2021,-20.0,6.1
1990-09,,,,,-11.0,81.7499,-17.86034,,-11.17637,-9.703751,8.0,78.3287,-27.0,5.8
1990-10,,,,,-13.6,81.0682,-19.36045,,-13.26733,-11.54673,2.0,68.7528,-30.0,6.0
1990-11,,,,,-17.4,79.9897,-27.22455,,-17.64241,-15.08162,10.0,71.01228,-27.0,5.5
1990-12,,,,,-18.4,79.2669,-22.43827,,-21.73952,-16.31369,10.0,70.47431,-18.0,5.3
1991-01,,,,,-21.6,78.6333,-24.15753,,-23.37516,-21.38916,13.0,71.87304,-6.0,4.8
1991-02,,,,,-21.2,77.9935,-27.97226,,-21.74806,-20.50382,4.0,75.74644,-2.0,4.6
1991-03,,,,,-18.6,77.3269,-33.69761,,-16.47838,-19.82297,17.0,94.36026,31.0,4.4
1991-04,,,,,-14.4,77.5951,-28.65543,,-8.13713,-11.5541,13.0,88.01219,20.0,4.1
1991-05,,,,,-11.0,78.0206,-25.0505,,-1.655576,-5.840466,6.0,84.24639,19.0,4.4
1991-06,,,,,0.6,78.6553,-15.13113,,16.18152,6.239636,10.0,88.33498,16.0,4.7
1991-07,,,,,1.2,78.9684,-16.9298,,12.27167,15.55972,5.0,89.19573,18.0,3.7
1991-08,,,,,5.8,78.9767,-11.97272,,20.1987,19.21967,10.0,88.22739,19.0,4.2
1991-09,,,,,9.8,79.7017,-5.649357,,22.16618,23.22602,7.0,89.30333,16.0,3.6
1991-10,,,,,6.2,79.4871,-10.2046,,15.9622,22.118,11.0,84.24639,8.0,4.6
1991-11,,,,,-1.0,79.2118,-13.93696,,5.750471,2.658606,10.0,74.34771,-2.0,4.5
1991-12,,,,,-6.4,78.8932,-20.53034,,-1.038295,0.4461997,4.0,73.37936,-6.0,3.6
1992-01,,,,,-5.4,78.2847,-16.9535,,0.01672343,2.114345,5.0,72.6262,3.0,3.1
1992-02,,,,,5.4,78.8083,-14.41331,,15.9922,16.65805,8.0,74.02493,5.0,3.3
1992-03,,,,,9.2,79.4206,-12.7318,,26.90231,18.86647,13.0,81.77172,15.0,3.0
1992-04,,,,,5.2,79.6663,-9.85121,,19.7727,17.25342,11.0,83.06285,15.0,3.5
1992-05,,,,,11.4,79.9329,-1.532744,,21.71269,21.50393,12.0,85.21474,22.0,3.2
1992-06,,,,,7.2,79.9867,-7.356548,,19.90075,16.22536,6.0,86.50587,12.0,4.0
1992-07,,,,,7.8,80.5113,-8.340208,,19.27598,15.38414,10.0,82.41729,13.0,3.8
1992-08,,,,,6.8,79.9164,-5.986349,,16.04348,11.65859,4.0,81.87932,14.0,3.9
1992-09,,,,,-0.6,79.818,-9.688721,,2.875962,8.355034,11.0,81.34135,7.0,4.0
1992-10,,,,,0.6,80.1177,-10.55958,,7.196084,9.165873,8.0,78.86668,14.0,3.5
1992-11,,,,,7.2,80.2354,-5.936779,,16.50819,14.74672,6.0,91.778,16.0,4.4
1992-12,,,,,8.4,80.0163,-7.608032,,21.80808,17.02543,3.0,97.91087,36.0,3.2
1993-01,,,,,11.6,80.6189,-5.548511,13.0,24.71481,21.232,8.0,96.08177,27.0,3.4
1993-02,,,,,10.4,80.6883,-5.327484,12.0,19.52464,26.94469,6.0,93.17673,26.0,4.5
1993-03,,,,,7.0,80.4064,-5.726872,9.0,17.10247,13.26363,6.0,92.42356,15.0,4.9
1993-04,,,,,0.4,80.6665,-10.44491,2.0,6.414794,4.386116,10.0,92.10078,14.0,4.0
1993-05,,,,,2.4,80.4342,-13.60261,3.0,9.475154,8.584484,9.0,86.39828,4.0,4.3
1993-06,,,,,-0.8,80.2099,-14.5782,4.0,3.222534,7.002635,5.0,87.68941,3.0,4.8
1993-07,,,,,0.4,80.2571,-13.02954,-10.0,7.124338,5.590352,-1.0,82.84766,2.0,4.4
1993-08,,,,,1.4,79.9467,-16.08242,2.0,10.20311,7.74841,3.0,83.17045,-6.0,4.7
1993-09,,,,,1.6,80.3429,-10.82493,-2.0,6.212581,10.57316,4.0,83.81602,-2.0,4.7
1993-10,,,,,6.8,80.8785,-8.271574,11.0,17.35453,11.08167,9.0,88.98055,-1.0,3.9
1993-11,,,,,7.6,81.1104,-8.631422,13.0,20.78677,14.94881,9.0,87.36663,-1.0,3.5
1993-12,,,,,11.2,81.3922,-4.999778,9.0,24.90878,24.95333,4.0,94.89823,11.0,3.7
1994-01,,,,,12.0,81.2906,-4.705516,16.0,25.44171,15.09781,12.0,101.4615,21.0,3.4
1994-02,,,,,13.0,81.2203,-1.713301,13.0,24.16479,20.54026,15.0,100.278,18.0,3.7
1994-03,,,,,13.8,82.0544,-3.534361,13.0,26.35803,25.95155,10.0,98.44884,11.0,4.4
1994-04,,,,,14.8,82.5441,0.08837813,23.0,26.08355,23.98548,16.0,99.63239,12.0,4.5
1994-05,,,,,16.4,82.7793,2.617671,23.0,23.82298,25.75804,10.0,99.84757,10.0,3.9
1994-06,,,,,17.6,82.7479,-1.832104,20.0,29.70352,25.07112,16.0,98.12607,6.0,4.0
1994-07,,,,,17.0,82.7742,4.650309,19.0,26.46263,24.13762,14.0,95.75899,6.0,4.2
1994-08,,,,,16.0,83.2093,3.088969,21.0,26.38483,21.15936,14.0,98.66404,5.0,4.6
1994-09,,,,,18.0,83.2659,5.115907,21.0,26.28622,24.15937,21.0,98.44884,9.0,4.7
1994-10,,,,,18.8,83.7331,2.077755,21.0,26.25225,25.59426,18.0,99.73998,12.0,3.8
1994-11,,,,,18.4,84.0956,3.344033,16.0,23.53367,28.44394,14.0,98.55644,9.0,4.5
1994-12,,,,,12.2,84.6805,-6.434177,7.0,17.92974,19.97762,13.0,102.3222,15.0,4.0
1995-01,,,,,14.8,84.5039,3.71386,8.0,19.28722,22.257,18.0,105.0121,17.0,3.7
1995-02,,,,,10.2,83.9532,1.130133,10.0,13.02438,15.15843,15.0,102.3222,15.0,4.0
1995-03,,,,,4.2,83.8571,-3.456468,2.0,4.262351,7.361777,12.0,97.15771,4.0,4.6
1995-04,,,,,3.0,83.281,-5.701435,-5.0,2.62168,7.220564,13.0,99.52479,6.0,4.3
1995-05,,,,,-6.6,83.225,-12.68192,-16.0,-11.97255,0.5461734,12.0,96.61974,5.0,3.9
1995-06,,,,,-8.2,83.2567,-8.227268,-28.0,-12.70035,-7.957194,13.0,99.73998,-1.0,3.9
1995-07,,,,,1.4,82.3128,-3.907468,-17.0,4.294679,2.817862,14.0,101.5691,6.0,3.8
1995-08,,,,,-5.8,82.8894,-9.591845,-19.0,-6.309525,0.2326299,7.0,103.5058,10.0,3.9
1995-09,,,,,-3.8,83.2762,-9.154131,-13.0,-2.019209,-1.425067,7.0,95.6514,9.0,4.0
1995-10,,,,,-6.6,82.7691,-8.021304,-19.0,-4.327754,-5.082687,5.0,97.05012,5.0,3.5
1995-11,,,,,-8.2,82.4149,-10.68908,-17.0,-1.56805,-8.520295,12.0,94.89823,0.0,3.7
1995-12,,,,,-7.6,82.2908,-7.503391,-16.0,-7.04265,-5.487852,10.0,97.91087,8.0,3.2
1996-01,,,,,-9.0,81.315,-8.703708,-17.0,-10.42721,-7.285076,0.0,96.08177,-4.0,4.0
1996-02,,,,,-8.2,82.0618,-12.04134,-13.0,-7.457583,-8.955606,0.0,95.22102,4.0,3.6
1996-03,,,,,-6.2,81.4431,-11.50817,-20.0,-3.159111,-10.20361,0.0,100.8159,10.0,4.1
1996-04,,,,,-1.4,82.0272,-10.44659,-12.0,4.879151,4.116929,5.0,99.73998,3.0,4.5
1996-05,,,,,-1.8,82.1962,-10.70809,-3.0,4.854276,7.268603,14.0,96.18937,6.0,4.8
1996-06,,,,,7.2,82.5193,-5.299706,2.0,17.57629,9.279434,8.0,99.4172,2.0,4.1
1996-07,,,,,-0.6,82.4308,-6.412605,-5.0,4.774023,6.337889,8.0,101.8919,8.0,4.2
1996-08,,,,,3.2,82.3489,-5.145208,-6.0,9.063108,10.55811,11.0,102.5374,9.0,4.1
1996-09,,,,,2.2,82.5763,-5.829049,-1.0,8.954124,-15.34245,13.0,101.8919,7.0,4.3
1996-10,,,,,1.0,82.0291,-7.539826,-11.0,6.331561,12.20127,13.0,103.8286,12.0,4.1
1996-11,,,,,6.0,82.3045,-4.941138,-2.0,13.39506,16.21762,12.0,106.7336,13.0,3.9
1996-12,,,,,10.4,82.5531,-2.862502,2.0,20.79668,19.0834,9.0,104.2589,12.0,3.9
1997-01,,,,,7.6,82.208,-0.0337549,-9.0,14.45148,20.19418,11.0,104.7969,11.0,4.1
1997-02,,,,,6.2,82.8889,-7.113069,-3.0,15.23787,18.33113,5.0,107.2716,18.0,3.8
1997-03,,,,,7.6,83.1919,1.201321,3.0,16.62724,8.09211,12.0,107.5944,7.0,3.5
1997-04,,,,,7.4,82.6376,3.951833,8.0,14.65969,14.45077,13.0,109.1007,4.0,3.7
1997-05,,,,,12.2,82.716,1.532157,16.0,25.54634,13.67292,9.0,111.0374,10.0,3.7
1997-06,,,,,9.8,82.7247,2.703426,7.0,19.30153,13.69273,10.0,112.4361,14.0,3.5
1997-07,16.59832,9.65149,16.82141,2.985975,15.4,82.7981,4.320463,13.0,23.84812,29.40324,13.0,115.2336,13.0,3.4
1997-08,27.22546,8.058556,20.45129,-0.5568957,12.6,83.2737,2.076416,20.0,19.41553,21.40901,11.0,112.3285,19.0,3.3
1997-09,20.0631,6.328437,18.29067,4.150531,7.8,83.4942,2.771372,0.0,11.04025,12.16009,3.0,114.05,22.0,3.5
1997-10,26.91363,4.295198,20.02277,-2.869466,12.8,83.6385,5.865298,13.0,21.68674,19.65626,4.0,113.6197,15.0,3.2
1997-11,21.14351,12.66221,22.05157,-0.1450594,11.4,83.8297,6.776527,0.0,12.54846,18.09534,8.0,115.3412,18.0,3.4
1997-12,11.15384,9.102814,17.31567,-1.667011,9.0,83.6787,3.104802,4.0,13.70174,14.98043,-2.0,109.8539,10.0,3.4
1998-01,23.71218,10.58599,15.45424,0.7802554,7.6,83.6916,2.059174,-6.0,14.09303,10.37036,-9.0,114.6956,13.0,2.8
1998-02,18.59982,8.033594,18.4952,1.811377,5.8,83.2048,4.588987,-4.0,9.423425,9.835755,-7.0,118.7842,17.0,2.6
1998-03,12.96608,8.056043,9.578592,3.956398,5.8,82.4518,2.928829,3.0,9.946135,8.446407,-6.0,114.588,20.0,2.9
1998-04,17.1446,3.125076,14.79092,2.321986,4.4,82.2608,-1.711293,5.0,11.99154,7.119574,0.0,116.9551,21.0,2.7
1998-05,22.52851,4.33777,21.86863,-1.233209,1.8,82.0994,-2.075929,-3.0,1.922769,4.983762,-6.0,114.588,14.0,3.1
1998-06,15.93433,3.733184,9.787105,-2.772716,-2.2,80.9349,-5.932957,-3.0,1.04107,2.888606,-5.0,113.6197,7.0,3.2
1998-07,16.5537,5.682489,15.70447,-3.032036,-1.6,80.0857,-9.283522,-11.0,4.444602,3.275091,-8.0,113.1893,13.0,3.1
1998-08,6.271933,5.039004,10.76764,-1.392476,-1.4,81.5458,-7.090706,-3.0,1.010389,0.5728984,-11.0,112.3285,11.0,2.7
1998-09,17.07435,7.28339,11.20303,-2.293066,-2.6,80.9624,-8.046023,-8.0,-1.318015,1.206142,-8.0,108.5627,5.0,2.7
1998-10,9.982203,8.209568,8.25798,0.6941467,-2.6,81.2606,-9.207148,-9.0,-4.227229,4.404268,-16.0,104.7969,0.0,2.6
1998-11,8.141823,4.803139,8.027702,-1.967612,-3.6,80.9233,-9.512762,-19.0,-4.37614,0.4540751,-12.0,110.4994,7.0,2.7
1998-12,7.03389,1.118817,7.85265,1.451397,-6.4,80.9767,-16.39334,-26.0,0.6105761,-2.131428,-12.0,108.1323,3.0,2.8
1999-01,17.78155,3.679049,15.90692,-2.102726,1.2,80.7858,-9.027056,-24.0,4.276452,9.022985,-2.0,111.7906,7.0,3.0
1999-02,15.60416,3.052339,13.15856,-0.4679639,3.4,81.0867,-6.958968,-3.0,10.14407,11.99315,3.0,116.3095,15.0,2.8
1999-03,18.92167,2.06944,15.58202,-6.2155,4.8,80.6837,-4.387793,4.0,12.87444,12.50014,1.0,113.7272,1.0,3.1
1999-04,19.15644,4.015686,17.06789,-6.099625,4.6,80.589,-2.144298,6.0,9.156029,15.71576,5.0,112.5437,9.0,3.0
1999-05,14.59266,4.268814,13.71736,1.738602,8.6,80.8829,1.7632,11.0,15.33878,16.11797,4.0,114.9108,9.0,3.2
1999-06,14.92747,9.705472,18.42338,-2.833143,11.6,80.335,3.016156,9.0,19.9403,25.28833,8.0,115.4488,12.0,3.1
1999-07,20.51433,8.754361,15.26781,-0.02395399,7.2,80.3382,0.7447391,1.0,9.321317,16.05709,3.0,114.05,7.0,3.0
1999-08,21.28349,5.013381,19.69032,6.625279,9.6,80.4948,6.338742,5.0,15.99812,16.59969,10.0,112.4361,5.0,3.2
1999-09,21.10487,3.25754,19.18625,1.831247,14.0,79.8077,2.968133,9.0,27.66941,19.88172,16.0,115.3412,12.0,3.2
1999-10,23.05,5.164752,22.96191,-1.925186,14.4,80.6648,5.902996,8.0,20.80595,17.71501,4.0,111.0374,8.0,3.5
1999-11,13.06718,0.9520453,13.73,3.643653,16.2,80.8823,6.511542,17.0,23.44561,20.48785,12.0,115.3412,10.0,3.3
1999-12,18.82201,5.068208,21.91842,0.5597841,15.6,81.0962,9.79057,0.0,18.33739,21.506,5.0,113.4045,12.0,3.6
2000-01,14.88087,5.77439,21.98263,2.832266,13.4,80.7915,4.572815,4.0,20.54608,13.69236,5.0,120.5057,18.0,3.5
2000-02,17.61561,4.020807,17.90448,-0.8894547,11.6,80.6848,6.020776,8.0,17.4586,19.3836,6.0,119.7525,17.0,3.5
2000-03,21.90473,10.07657,22.8067,1.656242,9.8,80.8565,3.070832,2.0,12.45688,19.99142,10.0,115.2336,16.0,3.8
2000-04,21.20732,8.888686,22.98866,3.384889,9.4,81.0452,6.04391,2.0,10.62357,14.39874,5.0,117.493,13.0,3.5
2000-05,17.66328,5.176147,21.62702,-2.609562,6.4,80.735,5.846527,-2.0,3.301587,13.14467,13.0,119.107,15.0,3.5
2000-06,20.91697,7.787594,17.92032,6.223783,2.8,80.5358,1.6791,-3.0,0.08042878,6.606369,9.0,114.4804,12.0,3.4
2000-07,12.48798,2.885333,18.24861,2.741373,5.0,80.2639,4.505799,-10.0,1.913239,4.958243,4.0,116.5247,12.0,3.7
2000-08,22.31315,9.012583,20.64815,4.630145,-0.2,79.4299,-2.193876,-2.0,3.32167,1.095781,3.0,115.4488,14.0,3.5
2000-09,23.19551,7.212077,19.71449,6.483897,-0.6,79.5078,1.003067,-6.0,-1.951016,0.629104,5.0,114.9108,12.0,3.7
2000-10,19.14831,10.16781,17.50821,12.68399,-2.6,78.8856,-3.169573,-18.0,-2.511504,-0.8747548,-7.0,113.8348,12.0,4.1
2000-11,18.93763,9.026726,15.39642,-1.886876,-3.0,78.354,-5.531803,-16.0,-2.268526,2.981426,-2.0,115.7715,14.0,3.8
2000-12,13.57698,3.951451,10.83726,-2.336044,-12.2,77.6118,-14.38303,-28.0,-15.01909,-12.96319,-5.0,105.8729,0.0,3.4
2001-01,4.929708,4.866109,3.641987,-5.467037,-17.2,76.9454,-14.44711,-35.0,-20.15698,-19.07682,-9.0,101.8919,-5.0,3.8
2001-02,4.596567,-0.08510597,2.813947,-6.010839,-17.8,76.1412,-23.51161,-26.0,-21.22289,-21.30909,-8.0,97.4805,7.0,3.2
