country,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA
1983-08,,,,,,,,,,,,-25.46,,21.3,-40.9,-14.1,-6.8,39.3,-26.6,,,,,,,,,
1983-09,,,,,,,,,,,,-18.13,,19.3,-30.9,-4.1,-1.8,36.3,-18.6,,,,,,,-19.0,,
1983-10,,,,,,,,,,,,-20.46,,17.3,-34.9,-9.1,-0.8,41.3,-13.6,,,,,,,-19.0,,
1983-11,,,,,,,,,,,,-19.46,,15.3,-31.9,-11.1,4.2,41.3,-15.6,,,,,,,-19.0,,
1983-12,,,,,,,,,,,,-19.13,,16.3,-29.9,-11.1,-0.8,38.3,-14.6,,,,,,,-20.0,,
1984-01,,,,,,,,,,,,-20.13,,17.3,-30.9,-12.1,1.2,42.3,-16.6,,,,,,,-21.0,,
1984-02,,,,,,,,,,,,-18.8,,18.3,-27.9,-10.1,6.2,37.3,-13.6,,,,,,,-21.0,,
1984-03,,,,,,,,,,,,-18.13,,18.3,-30.9,-5.1,0.2,34.3,-10.6,,,,,,,-21.0,,
1984-04,,,,,,,,,,,,-16.13,,14.3,-28.9,-5.1,-0.8,36.3,-11.6,,,,,,,-22.0,,
1984-05,,,,,,,,,,,,-16.8,,16.3,-30.9,-3.1,1.2,38.3,-16.6,,,,,,,-23.0,,
1984-06,,,,,,,,,,,,-16.13,,15.3,-29.9,-3.1,3.2,39.3,-12.6,,,,,,,-23.0,,
1984-07,,,,,,,,,,,,-14.8,,16.3,-27.9,-0.1,2.2,34.3,-13.6,,,,,,,-24.0,,
1984-08,,,,,,,,,,,,-14.47,,17.3,-26.9,0.9,1.2,27.3,-13.6,,,,,,,,,
1984-09,,,,,,,,,,,,-15.8,,19.3,-27.9,-0.1,1.2,31.3,-12.6,,,,,,,-25.0,,
1984-10,,,,,,,,,,,,-17.47,,19.3,-29.9,-3.1,3.2,32.3,-16.6,,,,,,,-26.0,,
1984-11,,,,,,,,,,,,-18.47,,20.3,-31.9,-3.1,-1.8,31.3,-16.6,,,,,,,-27.0,,
1984-12,,,,,,,,,,,,-20.5,,19.9,-36.8,-4.6,-0.5,41.8,-24.1,,,,,,,-27.0,,
1985-01,-32.3,-52.0,-40.5,-63.6,-11.2,-28.9,-20.0,-17.7,-8.6,-32.5,4.4,-22.7,-40.0,22.6,-38.9,-6.6,-3.1,43.8,-23.5,,,,,,,-16.2,-35.0,27.4
1985-02,-29.9,-48.2,-36.1,-60.2,-7.8,-22.9,-22.9,-20.1,-4.0,-27.1,14.5,-18.7,-40.4,16.2,-33.7,-6.2,-5.9,39.4,-10.0,,,,,,,-16.2,-35.0,30.2
1985-03,-27.3,-43.9,-31.4,-56.5,-4.2,-19.4,-23.7,-21.1,0.2,-22.0,20.3,-19.3,-40.7,20.7,-31.6,-5.6,-6.6,43.4,-22.8,,,,,,,-16.9,-36.3,32.1
1985-04,-24.9,-39.4,-26.9,-52.0,-0.8,-19.8,-23.4,-21.5,-1.7,-22.4,21.2,-17.9,-37.9,18.9,-30.6,-4.3,-3.2,38.3,-19.6,,,,,,,-14.8,-33.2,30.0
1985-05,-19.0,-38.0,-25.0,-51.1,-1.7,-21.3,-19.6,-21.1,-3.5,-24.1,22.5,-19.2,-38.3,21.6,-30.5,-5.4,-1.1,34.1,-10.6,,,,,,,-15.8,-36.0,29.5
1985-06,-13.7,-37.0,-23.1,-51.0,-2.6,-19.0,-21.5,-19.9,-1.8,-21.7,19.2,-16.5,-38.7,19.7,-28.5,-1.3,1.6,35.7,-13.8,,,,,,,-15.7,-36.3,28.2
1985-07,-8.7,-35.8,-21.2,-50.4,-2.2,-15.9,-21.8,-17.9,0.1,-19.3,16.1,-16.8,-40.6,18.6,-27.4,-4.2,-0.9,25.9,-18.5,,,,,,,-20.4,-37.6,25.9
1985-08,-5.8,-34.6,-21.0,-48.1,-1.7,-14.1,-13.1,-13.3,-4.6,-17.1,12.8,-16.7,,16.7,-29.4,-4.0,-0.4,24.4,-18.3,,,,,,,-20.0,-36.2,24.8
1985-09,-2.8,-33.2,-20.8,-45.7,-1.2,-12.7,-7.1,-9.7,-9.4,-15.6,9.2,-16.1,-41.6,14.0,-30.4,-3.8,-0.3,25.0,-18.8,,,,,,,-19.6,-35.4,26.6
1985-10,0.3,-31.2,-20.1,-42.3,-1.0,-12.2,-8.3,-10.4,-8.7,-15.0,10.7,-13.8,-43.0,16.7,-23.2,-1.6,1.3,29.6,-13.6,,,,,,,-9.6,-22.3,17.9
1985-11,2.4,-30.1,-18.0,-42.2,-2.8,-13.4,-14.3,-13.0,-7.9,-15.1,11.4,-12.4,-43.5,12.2,-25.2,0.4,-10.6,21.4,-26.1,,,,,,,-9.2,-21.7,17.5
1985-12,3.9,-28.8,-15.9,-41.7,-3.7,-10.6,-1.9,-7.1,-10.0,-13.1,8.8,-11.8,-43.9,15.9,-21.2,1.7,0.2,20.4,-22.9,,,,,,,-9.2,-21.7,18.5
1986-01,6.1,-28.3,-14.6,-41.9,-2.3,-7.8,18.4,-0.1,-11.5,-11.4,10.8,-17.4,-37.2,18.6,-31.3,-2.4,-2.7,17.6,-26.4,,,,,,,-5.8,-11.6,9.9
1986-02,5.0,-27.1,-13.8,-40.4,-0.9,-7.4,8.2,-2.9,-10.8,-11.6,9.4,-12.8,-37.4,16.7,-26.1,4.4,-5.9,19.8,-24.4,,,,,,,-5.9,-11.7,12.7
1986-03,4.0,-25.9,-12.9,-38.9,0.7,-9.0,-2.1,-5.3,-10.2,-11.6,4.8,-9.9,-37.7,15.7,-17.0,2.8,1.6,21.4,-14.0,,,,,,,-6.5,-13.0,14.6
1986-04,2.5,-24.4,-12.3,-36.5,2.2,-9.6,0.4,-6.3,-7.6,-12.2,9.7,-10.4,-40.7,11.2,-19.0,-1.0,-0.1,13.5,-25.0,,,,,,,-8.2,-15.1,33.7
1986-05,4.7,-22.8,-12.5,-33.1,1.4,-11.3,-5.0,-10.4,-5.1,-14.1,14.9,-11.4,-41.0,14.1,-19.1,-1.1,-0.8,15.2,-24.1,,,,,,,-8.4,-18.4,33.6
1986-06,6.4,-21.3,-12.6,-29.9,0.2,-11.0,-5.2,-9.6,-1.2,-13.7,12.6,-14.6,-41.4,17.7,-22.1,-3.9,3.6,19.0,-26.3,,,,,,,-10.9,-23.2,25.5
1986-07,7.3,-19.9,-12.8,-26.9,-1.5,-9.8,2.7,-5.9,2.8,-13.1,10.6,-12.4,-44.6,18.5,-23.1,4.3,2.3,9.6,-30.9,,,,,,,-8.9,-18.8,18.4
1986-08,7.1,-20.0,-12.5,-27.5,-2.9,-8.8,-0.3,-6.7,-0.2,-11.8,11.0,-10.1,,14.7,-21.1,5.4,4.0,12.0,-28.7,,,,,,,-8.5,-17.4,17.3
1986-09,7.0,-19.6,-12.2,-27.0,-4.3,-8.2,-3.9,-7.7,-3.1,-11.1,11.1,-7.9,-46.0,11.0,-19.1,6.4,7.8,12.2,-25.0,,,,,,,-8.0,-15.7,9.2
1986-10,7.3,-18.9,-11.4,-26.4,-5.6,4.3,-6.7,-4.3,-1.2,1.5,10.5,-11.5,-45.1,11.9,-23.1,0.5,6.6,12.1,-31.0,,,,,,,-7.5,-14.8,5.5
1986-11,6.4,-20.4,-12.5,-28.3,-6.8,15.4,-12.3,-2.0,0.9,13.7,9.0,-12.2,-45.6,11.9,-25.1,0.4,4.7,11.2,-30.2,,,,,,,-8.2,-16.1,11.5
1986-12,5.3,-21.4,-13.7,-29.0,-8.0,5.0,-1.3,-2.1,-2.0,2.5,10.1,-12.1,-46.4,12.0,-23.0,-1.2,3.1,6.9,-24.9,,,,,,,-8.4,-16.8,16.6
1987-01,4.6,-23.7,-15.9,-31.4,-7.6,-5.8,8.3,-4.5,-4.6,-9.5,16.0,-11.1,-47.2,12.9,-24.0,3.6,1.5,13.7,-28.4,,,,,,,-10.1,-23.8,21.1
1987-02,3.7,-21.6,-14.7,-28.6,-7.3,-6.7,2.1,-6.5,-3.3,-10.8,15.0,-13.0,-47.6,14.6,-23.9,-0.4,2.1,14.8,-30.4,,,,,,,-10.6,-24.0,28.0
1987-03,2.7,-19.4,-13.4,-25.5,-7.0,-9.4,-5.6,-8.6,-2.2,-12.0,10.8,-10.7,-48.0,13.5,-22.7,4.2,1.4,15.7,-29.0,,,,,,,-11.1,-25.1,19.1
1987-04,1.1,-17.2,-12.3,-22.1,-6.1,-7.5,-4.8,-8.2,0.0,-10.0,12.3,-5.8,-44.4,7.1,-17.6,7.3,6.2,15.3,-19.5,,,,,,,-10.0,-22.9,10.5
1987-05,6.9,-15.8,-10.0,-21.7,-6.6,-6.7,-6.8,-9.3,2.1,-9.4,14.2,-8.4,-44.5,10.7,-16.5,2.0,7.7,20.8,-21.5,,,,,,,-12.0,-27.8,12.4
1987-06,11.9,-14.1,-7.6,-20.6,-7.4,-6.5,-19.4,-15.3,-0.2,-9.2,20.0,-9.5,-44.6,12.4,-17.4,1.2,3.7,20.8,-20.5,,,,,,,-12.6,-28.7,11.2
1987-07,16.7,-12.9,-5.3,-20.5,-6.3,-5.5,-28.1,-19.8,-2.1,-8.9,25.8,-7.2,-43.4,5.8,-16.3,0.4,10.6,20.2,-17.0,,,,,,,-11.2,-24.9,8.3
1987-08,17.6,-12.1,-5.3,-18.8,-7.0,-6.7,-21.3,-17.7,-5.0,-9.7,25.2,-5.4,,4.9,-14.2,2.8,8.3,19.9,-15.7,,,,,,,-10.8,-23.5,7.3
1987-09,19.1,-10.7,-5.2,-16.2,-7.5,-8.3,-6.8,-13.0,-7.9,-11.2,24.0,-3.6,-44.0,3.9,-12.0,5.1,9.2,18.7,-12.9,,,,,,,-8.4,-17.4,3.6
1987-10,20.6,-9.0,-4.5,-13.6,-6.3,-10.4,-6.3,-12.4,-7.6,-13.1,20.5,0.4,-39.2,3.0,-7.9,12.2,8.1,14.1,-10.7,,,,,,,-7.5,-15.7,2.5
1987-11,22.9,-7.9,-2.7,-13.1,-6.7,-14.4,-6.3,-12.3,-7.4,-16.2,16.1,-1.3,-39.2,1.3,-10.8,8.1,13.6,15.0,-5.8,,,,,,,-7.7,-17.2,8.0
1987-12,24.6,-6.6,-1.0,-12.1,-6.8,-10.7,2.0,-7.2,-2.8,-13.2,13.1,0.6,-39.1,5.1,-4.6,11.4,16.6,14.7,-6.5,,,,,,,-6.8,-15.0,4.6
1988-01,26.9,-6.8,-0.5,-13.0,-5.8,-7.0,4.6,-5.7,2.4,-10.6,14.7,-0.5,-35.9,4.2,-5.5,8.1,24.3,13.5,-3.9,-11.1,13.9,29.0,23.8,15.2,2.2,-6.4,-14.4,-0.4
1988-02,26.7,-6.7,-0.1,-13.2,-4.4,-6.7,-4.1,-10.0,-2.8,-10.9,19.2,-0.3,-35.5,9.7,-0.3,9.1,23.7,13.6,1.2,-1.8,15.6,23.5,25.2,14.7,7.1,-6.1,-12.7,-0.6
1988-03,26.7,-6.8,0.1,-13.8,-3.1,-8.4,-6.3,-11.5,-7.3,-10.9,19.9,-0.1,-35.3,6.0,-2.2,7.8,19.7,16.4,4.6,8.0,17.4,17.3,26.9,14.0,12.3,-6.3,-12.3,1.8
1988-04,26.5,-7.3,0.1,-14.6,-2.2,-8.0,-4.3,-10.2,-7.5,-10.6,18.1,2.7,-34.2,7.0,6.0,9.0,20.8,14.1,4.9,16.9,18.9,11.4,28.4,13.4,16.7,-6.0,-12.6,7.0
1988-05,28.4,-3.3,3.0,-9.7,-2.0,-8.8,-6.7,-10.8,-7.7,-11.5,16.9,1.6,-34.1,8.8,4.1,9.6,23.0,18.6,8.1,16.4,17.0,11.5,23.2,12.5,14.5,-4.6,-9.0,0.9
1988-06,30.1,0.5,6.0,-5.0,-1.8,-10.0,-6.3,-10.6,-4.9,-12.7,15.5,1.8,-33.9,8.6,6.2,7.8,20.3,17.5,6.0,16.3,15.4,11.8,18.1,11.9,12.0,-5.2,-10.9,10.4
1988-07,30.6,3.6,8.8,-1.6,3.2,-10.3,-8.9,-11.2,-1.9,-13.6,14.4,7.6,-33.9,4.9,14.4,13.4,16.3,24.8,14.5,15.8,13.6,12.2,12.8,11.6,10.2,-4.8,-10.3,10.0
1988-08,30.7,2.2,6.3,-1.8,3.3,-9.1,-7.9,-12.0,-0.7,-12.0,19.1,7.7,,4.9,13.4,14.8,17.2,25.4,14.8,15.6,13.6,9.7,15.5,13.4,11.2,-4.4,-8.9,8.9
1988-09,30.8,0.7,4.0,-2.5,3.4,-8.3,-9.6,-13.7,0.6,-11.2,23.3,7.6,-33.6,4.9,12.4,15.2,16.5,25.4,14.4,15.1,13.5,7.1,18.1,14.9,12.8,-4.1,-10.1,7.5
1988-10,31.3,-0.4,2.2,-3.0,0.0,-7.4,-10.5,-14.3,-1.2,-10.2,25.1,13.9,-26.2,3.1,16.4,28.4,21.7,27.6,19.6,14.9,13.5,4.7,20.9,16.5,15.6,-3.9,-9.1,9.5
1988-11,29.7,-0.6,2.5,-3.6,0.0,-8.3,-5.8,-13.4,-3.1,-10.2,26.2,10.2,-25.7,5.8,15.4,20.9,21.3,28.4,21.3,14.7,14.3,8.8,19.5,15.9,17.1,-2.5,-5.8,7.7
1988-12,27.7,-1.2,2.5,-4.8,-0.1,-7.8,-2.7,-9.1,-1.9,-10.4,16.9,11.2,-25.3,3.9,16.4,21.2,20.9,32.0,22.5,13.8,14.8,12.8,17.9,15.3,17.9,-4.4,-10.5,13.1
1989-01,25.7,-2.9,1.1,-6.9,5.1,-7.5,0.9,-6.3,-0.3,-11.1,12.2,9.4,-20.6,3.8,13.3,18.6,23.1,24.6,23.9,12.5,15.2,16.9,16.1,14.6,17.4,-3.3,-7.6,9.1
1989-02,26.0,-2.5,3.1,-8.2,5.7,-4.8,-4.6,-8.7,-1.7,-9.1,16.5,11.2,-20.1,0.2,16.3,17.6,23.4,25.4,19.7,14.5,16.5,16.6,18.4,15.0,18.4,-4.0,-10.7,12.1
1989-03,25.9,-2.1,5.4,-9.6,6.3,-4.5,-10.7,-10.8,-3.0,-7.1,17.1,8.9,-19.5,4.8,15.2,16.2,24.7,24.8,17.7,17.0,18.1,16.2,21.1,15.5,19.5,-5.2,-14.0,17.9
1989-04,26.4,-2.1,7.2,-11.3,4.5,-5.6,-8.9,-10.3,-5.4,-8.1,16.4,8.1,-19.3,1.1,13.2,12.3,21.0,20.3,16.0,18.4,19.2,15.8,23.5,16.0,19.9,-4.8,-13.3,20.3
1989-05,22.2,-2.5,5.3,-10.4,4.6,-7.7,-5.7,-9.9,-7.8,-10.3,16.2,8.0,-18.8,5.6,18.1,11.5,19.8,25.0,15.0,18.2,18.3,15.0,21.7,15.5,17.3,-5.8,-16.5,19.9
1989-06,19.0,-3.3,3.7,-10.2,4.7,-6.5,-2.0,-7.0,-6.5,-9.2,12.4,11.7,-18.4,-0.8,15.9,18.5,25.5,23.7,11.7,17.6,17.3,14.6,19.8,14.8,14.5,-6.3,-18.0,18.6
1989-07,13.9,-4.7,1.8,-11.2,2.0,-4.5,3.0,-3.4,-4.9,-7.8,8.9,11.2,-18.0,1.2,16.7,18.0,17.1,22.0,17.0,16.8,16.4,14.2,18.0,14.3,12.4,-5.4,-14.4,16.4
1989-08,11.9,-4.9,2.0,-11.8,2.1,-2.9,2.5,-3.6,-2.4,-5.7,10.3,9.1,,2.2,14.4,15.2,21.0,17.8,11.1,15.7,16.4,15.9,17.6,13.2,12.8,-5.0,-13.0,15.3
1989-09,9.8,-5.3,2.3,-13.0,2.2,-1.5,-1.1,-4.7,0.2,-4.4,11.5,7.4,-17.3,2.3,12.1,12.3,21.5,15.0,5.5,14.1,16.3,17.5,17.3,12.2,13.8,-4.4,-11.9,15.3
1989-10,7.6,-4.9,3.5,-13.2,1.0,-3.8,-7.1,-7.2,-0.1,-6.5,10.5,5.8,-17.6,4.3,6.7,14.9,22.2,8.9,3.6,13.5,16.6,19.3,17.0,11.0,16.0,-4.4,-10.9,18.4
1989-11,8.6,-3.8,6.0,-13.6,0.9,-8.0,-6.2,-7.6,-0.3,-10.0,8.6,8.5,-17.2,3.7,6.3,22.9,18.3,21.8,4.1,13.6,16.4,18.0,17.6,11.3,13.8,-3.4,-9.4,18.5
1989-12,8.6,-3.2,8.2,-14.5,0.9,-3.2,3.3,-2.4,-0.4,-5.6,7.3,2.8,-16.2,6.0,4.8,9.4,19.2,22.9,2.3,12.9,15.7,16.4,17.9,11.5,10.6,-3.5,-9.0,16.6
1990-01,9.7,-3.5,8.7,-15.7,1.4,1.8,13.7,1.6,0.0,-1.8,10.8,1.4,-5.1,12.9,3.1,14.0,20.8,20.9,6.7,12.8,15.3,15.0,18.1,12.1,6.1,-3.0,-8.9,14.9
1990-02,8.7,-3.6,8.9,-16.1,1.5,2.4,6.3,-2.3,0.4,-2.0,15.5,1.5,-4.0,13.4,4.0,13.9,17.4,19.9,2.8,11.5,14.6,14.2,18.1,12.2,6.8,-4.0,-10.1,18.0
1990-03,8.0,-3.8,9.0,-16.6,1.6,0.8,0.8,-4.8,0.9,-1.9,16.1,0.4,-2.9,10.1,-2.4,13.7,15.7,23.4,0.3,10.3,14.0,13.3,18.2,12.8,7.7,-3.3,-10.7,19.5
1990-04,7.2,-4.0,8.7,-16.7,-4.4,-0.1,0.7,-5.8,3.4,-2.6,18.1,-3.4,-6.6,13.8,-4.7,8.2,9.8,20.1,-1.7,9.1,13.3,12.5,18.2,13.0,7.8,-3.9,-11.3,18.1
1990-05,8.1,-3.8,7.2,-14.8,-4.7,-2.1,8.9,-4.6,5.8,-4.6,20.6,-2.6,-5.9,12.3,-3.3,7.7,9.6,16.2,-5.0,8.9,12.4,10.8,17.4,14.4,12.1,-5.7,-16.9,20.1
1990-06,8.9,-3.9,6.0,-13.8,-4.9,-3.7,7.2,-4.9,1.2,-6.3,18.0,-2.1,-5.2,10.9,-5.2,9.9,6.2,20.2,-8.2,8.3,11.4,9.5,16.5,15.0,16.0,-5.3,-15.6,18.7
1990-07,8.3,-4.4,4.4,-13.1,-5.2,-4.4,1.2,-6.3,-2.7,-7.7,15.8,-1.3,-5.5,11.4,-4.7,12.3,9.6,19.5,-9.8,8.4,10.8,8.3,15.7,16.0,20.8,-5.2,-15.4,16.0
1990-08,7.0,-5.4,2.4,-13.3,-5.2,-3.0,-2.1,-6.7,3.2,-6.0,15.2,-6.0,,14.4,-10.2,6.7,7.8,21.3,-14.2,1.6,6.8,6.8,12.0,11.6,17.0,-4.8,-14.0,14.9
1990-09,5.8,-6.7,0.7,-14.1,-5.2,-2.0,-9.3,-8.5,9.1,-4.9,14.2,-10.7,-4.4,17.5,-15.7,1.1,3.7,24.9,-18.3,-5.5,2.7,5.3,8.4,7.6,14.0,-10.1,-28.4,47.5
1990-10,5.1,-6.6,-0.1,-13.1,-5.0,-0.5,-2.2,-5.8,3.1,-3.4,14.8,-14.0,-12.6,18.6,-16.9,-6.6,3.1,20.5,-18.6,-10.8,-0.7,4.0,4.7,3.0,12.1,-9.1,-26.1,46.5
1990-11,3.1,-6.1,1.6,-13.8,-5.1,-1.1,2.1,-4.5,-3.1,-3.1,14.4,-15.9,-12.4,22.1,-21.4,-4.1,6.1,24.3,-25.7,-16.2,-3.6,1.0,4.3,3.4,7.7,-8.8,-24.0,32.8
1990-12,0.3,-5.9,2.9,-14.8,-5.2,-1.7,3.3,-3.4,-3.5,-4.3,11.8,-16.5,-12.1,25.1,-27.2,2.8,-6.6,21.3,-30.5,-22.4,-7.0,-2.2,3.6,3.4,2.3,-8.9,-23.0,29.8
1991-01,-1.8,-7.0,2.1,-16.1,-5.3,-6.1,13.0,-0.2,-3.1,-9.7,7.4,-13.8,-16.1,17.8,-27.4,3.9,-4.0,19.1,-28.0,-28.1,-10.2,-5.4,2.8,4.1,-4.4,-12.1,-36.6,54.2
1991-02,-4.1,-9.7,0.1,-19.6,-5.2,-22.1,9.0,-12.8,-1.4,-26.4,25.4,-20.5,-17.8,20.2,-26.9,-14.4,-9.9,17.1,-36.7,-25.4,-10.2,-3.7,-1.6,0.9,-3.9,-10.9,-32.9,45.5
1991-03,-6.7,-12.8,-2.1,-23.6,-5.0,-20.2,-22.6,-21.4,0.3,-22.7,21.4,-20.4,-19.6,25.1,-28.5,-7.8,-10.9,10.9,-32.6,-22.4,-10.2,-1.9,-6.3,-2.2,-3.3,-5.7,-15.4,22.0
1991-04,-9.1,-15.6,-4.8,-26.4,-5.9,-12.8,-23.9,-16.1,-2.3,-15.3,11.8,-18.0,-21.4,22.0,-26.9,-5.0,-12.5,16.8,-29.2,-18.8,-10.0,-0.2,-11.1,-5.7,-3.4,-8.4,-23.0,17.3
1991-05,-11.0,-16.6,-6.9,-26.3,-5.8,-7.9,-14.9,-10.9,-4.8,-10.6,10.0,-18.0,-22.3,21.8,-30.6,-1.8,-10.1,10.6,-35.8,-23.2,-10.5,0.0,-8.2,-6.7,-5.7,-8.7,-23.5,18.8
1991-06,-12.7,-17.9,-8.7,-27.0,-5.6,-8.9,-17.2,-12.7,-5.5,-11.4,11.9,-14.8,-23.2,19.2,-27.9,2.6,-11.2,6.1,-30.6,-27.9,-10.9,0.5,-5.4,-7.4,-8.4,-11.5,-31.5,21.4
1991-07,-16.2,-19.2,-10.9,-27.6,-10.2,-13.6,-24.3,-16.3,-5.9,-16.8,11.0,-16.1,-24.1,18.9,-31.3,1.8,-7.5,10.7,-33.0,-31.1,-10.8,1.1,-2.4,-7.3,-10.3,-11.6,-32.5,19.4
1991-08,-19.2,-22.1,-12.8,-31.4,-10.4,-11.8,-13.8,-12.1,-5.8,-14.8,10.9,-15.9,-25.9,18.9,-30.6,1.7,-7.3,9.3,-30.9,-20.2,-6.7,2.8,-2.7,-3.7,-9.2,-11.1,-31.1,18.2
1991-09,-21.9,-24.6,-14.4,-34.8,-10.6,-10.4,-6.0,-8.9,-5.9,-13.4,10.3,-15.7,-27.6,18.8,-30.0,1.6,-6.1,10.1,-28.4,-9.2,-2.6,4.3,-3.0,-0.6,-7.6,-9.6,-26.9,17.2
1991-10,-24.5,-26.1,-14.9,-37.2,-22.7,-17.8,-19.2,-15.9,-3.3,-20.8,10.7,-17.9,-29.3,21.1,-31.2,-1.3,-8.0,11.2,-30.2,3.5,2.2,6.2,-3.2,2.6,-4.7,-10.4,-28.6,19.3
1991-11,-25.5,-27.3,-16.6,-38.0,-23.5,-15.9,-19.9,-14.8,-0.9,-18.0,8.6,-16.7,-29.3,18.4,-32.8,1.2,-6.6,8.2,-31.0,0.7,0.6,5.6,-4.4,0.1,-1.0,-9.7,-26.0,16.5
1991-12,-27.6,-28.5,-18.9,-38.2,-24.3,-14.6,-8.3,-12.4,-3.6,-17.3,14.3,-17.8,-29.3,20.2,-35.2,2.1,-3.1,12.5,-36.7,-1.8,-1.0,4.7,-5.9,-2.3,1.9,-10.9,-30.9,20.0
1992-01,-28.8,-31.7,-23.7,-39.7,-32.9,-16.0,-17.6,-16.1,-5.7,-19.7,14.8,-17.6,-29.2,16.4,-36.1,-0.2,-8.2,9.6,-36.1,-4.6,-2.7,4.0,-7.6,-5.1,3.5,-11.0,-29.8,14.0
1992-02,-30.1,-35.0,-26.6,-43.3,-33.9,-12.6,-5.4,-7.4,-8.0,-17.0,4.4,-13.9,-27.7,16.3,-29.0,3.7,0.7,12.8,-23.5,-7.6,-3.7,2.8,-6.3,-4.1,1.2,-9.1,-26.4,12.6
1992-03,-31.6,-38.3,-29.8,-46.8,-34.9,-11.7,6.2,-3.7,-9.9,-14.0,5.5,-15.5,-26.1,15.5,-32.4,1.3,2.3,9.5,-27.7,-10.1,-4.5,1.3,-4.6,-3.2,-1.3,-8.0,-22.2,13.1
1992-04,-32.3,-41.7,-33.7,-49.7,-35.9,-14.5,-9.8,-11.2,-10.0,-16.9,9.1,-18.6,-24.6,19.9,-34.8,-1.0,-0.7,12.3,-35.8,-12.6,-5.3,-0.2,-3.2,-2.1,-4.5,-7.3,-19.0,10.5
1992-05,-36.7,-43.8,-35.7,-52.0,-36.8,-11.6,-18.3,-10.5,-10.3,-14.0,1.6,-15.0,-25.3,15.4,-30.0,0.3,-3.5,9.0,-28.1,-17.1,-8.5,-3.0,-5.2,-3.9,-5.8,-7.8,-20.7,9.1
1992-06,-40.2,-45.5,-37.3,-53.6,-37.7,-11.2,-3.2,-6.7,-9.0,-13.7,5.8,-16.6,-25.9,17.4,-33.1,0.7,-2.5,15.3,-28.0,-20.2,-10.9,-5.3,-7.2,-5.7,-7.5,-10.0,-28.3,12.8
1992-07,-46.2,-48.0,-39.3,-56.6,-42.3,-15.6,-26.4,-16.0,-7.1,-18.9,6.0,-18.4,-26.6,19.8,-34.0,-1.3,-6.4,5.4,-26.4,-23.5,-13.4,-7.6,-9.2,-7.3,-8.4,-11.1,-32.1,19.4
1992-08,-50.3,-51.7,-43.2,-60.2,-43.2,-15.7,-30.7,-17.1,-5.3,-18.6,4.8,-19.6,-28.5,18.5,-34.8,-5.6,-10.8,4.5,-29.7,-24.1,-14.2,-9.6,-8.8,-7.8,-12.1,-10.7,-30.7,18.2
1992-09,-54.0,-54.7,-46.8,-62.6,-44.0,-16.1,-27.3,-15.5,-3.5,-19.0,3.1,-20.8,-30.2,17.1,-35.5,-9.9,-11.8,2.9,-32.6,-23.2,-14.4,-11.7,-8.3,-8.4,-15.1,-9.0,-25.7,14.0
1992-10,-57.4,-56.9,-48.9,-64.8,-52.0,-19.4,-18.6,-14.3,-7.6,-22.3,4.9,-25.7,-32.0,18.1,-45.0,-14.1,-18.8,6.2,-37.7,-22.2,-14.5,-13.6,-7.8,-9.1,-16.7,-8.1,-23.4,13.6
1992-11,-59.1,-57.3,-49.0,-65.6,-53.4,-16.5,-6.5,-8.7,-11.9,-18.6,3.1,-28.5,-34.0,21.1,-50.1,-14.4,-20.8,-0.1,-43.1,-16.2,-13.9,-15.3,-10.1,-10.1,-15.5,-9.7,-26.0,16.5
1992-12,-61.7,-57.9,-49.8,-65.9,-54.7,-27.0,-29.5,-21.0,-11.3,-29.6,6.4,-30.9,-36.0,25.5,-51.4,-15.7,-21.7,-2.3,-49.0,-9.7,-13.3,-17.4,-13.0,-11.5,-15.3,-10.4,-30.7,11.0
1993-01,-63.0,-61.2,-53.8,-68.5,-61.6,-27.4,-34.4,-23.9,-9.8,-31.1,9.9,-32.8,-37.9,26.3,-50.2,-21.8,-24.8,-0.8,-53.4,-4.5,-13.2,-19.3,-15.9,-12.7,-16.5,-11.8,-32.5,9.3
1993-02,-62.4,-59.8,-51.7,-68.0,-63.2,-25.9,-11.7,-11.0,-6.9,-30.3,-4.6,-33.4,-40.0,23.2,-55.2,-21.9,-24.9,-4.4,-55.2,-14.0,-16.2,-16.4,-18.3,-16.1,-19.9,-10.6,-29.7,7.2
1993-03,-61.7,-58.5,-49.4,-67.7,-64.8,-4.9,-39.4,-15.0,-4.2,-7.4,0.8,-34.8,-42.3,23.0,-56.4,-25.0,-29.7,-9.0,-53.5,-24.5,-19.5,-13.3,-20.7,-19.1,-23.6,-8.2,-23.9,7.7
1993-04,-60.2,-57.6,-48.0,-67.2,-59.8,-15.5,-20.8,-12.3,-4.8,-18.0,0.5,-35.7,-44.4,27.1,-56.9,-23.0,-32.1,-2.5,-55.8,-35.1,-22.9,-10.2,-23.3,-22.1,-28.0,-4.9,-10.3,12.8
1993-05,-59.8,-57.8,-47.7,-68.0,-60.7,-13.8,-10.8,-8.1,-5.2,-16.3,-0.3,-33.8,-43.8,28.3,-57.0,-16.0,-34.6,-7.4,-58.8,-27.6,-19.4,-11.3,-19.3,-18.9,-22.1,-12.2,-29.9,31.8
