country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
2002-02,,,,,,,-2.4,35.0,1.9,80.0,13.1,-10.1,-4.7,38.5,-16.7,,,,,74.2488
2002-03,,,,,,,-2.2,39.4,-0.5,79.6,7.9,-11.1,-8.0,30.6,-16.2,,,,,74.54762
2002-04,,,,,,,-2.0,43.9,0.1,78.7,5.0,-10.6,-8.6,33.7,-16.5,,,,,76.75207
2002-05,,,,,,,-6.4,36.1,-3.1,78.2,5.8,-14.3,-9.4,29.1,-11.8,,,,,76.82221
2002-06,,,,,,,-10.9,28.2,-5.9,78.2,5.8,-16.6,-13.1,27.5,-7.9,,,,,71.31219
2002-07,,,,,,,-15.3,20.4,-9.8,78.0,2.9,-20.1,-16.4,23.5,-3.6,,,,,75.72532
2002-08,,,,,,,-12.2,21.0,-9.2,77.9,-1.5,-15.4,-15.7,16.7,-3.3,,,,,73.84349
2002-09,,,,,,,-9.4,21.8,-7.8,77.7,-4.2,-12.0,-16.8,17.4,-2.5,,,,,78.26419
2002-10,,,,,,,-6.4,22.4,-5.2,77.6,-4.9,-8.4,-12.9,21.7,-1.1,,,,,76.24186
2002-11,,,,,,,-2.5,26.9,0.5,77.8,5.3,-6.8,-7.0,35.6,-2.2,,,,,78.01123
2002-12,,,,,,,1.6,31.4,5.3,79.4,14.7,-4.9,-3.2,44.8,-2.6,,,,,79.9976
2003-01,,,,,,,3.6,38.3,3.0,81.2,12.1,-2.2,0.1,17.2,-3.7,,,,,80.02139
2003-02,,,,,,,0.5,34.8,2.1,80.8,11.5,-6.3,-5.0,30.4,-2.0,,,,,80.28533
2003-03,,,,,,,-4.3,33.7,-2.5,80.6,4.0,-9.5,-10.1,23.6,-0.9,,,,,79.51567
2003-04,,,,,,,-9.3,32.7,-4.8,79.6,-1.7,-12.3,-12.8,27.4,0.8,,,,,82.22333
2003-05,,,,,,,-18.6,24.0,-9.1,78.7,-0.9,-15.0,-17.7,19.6,1.0,,,,,84.27775
2003-06,,,,,,,-28.0,15.3,-13.3,78.3,-0.4,-17.5,-25.3,14.8,1.9,,,,,86.516
2003-07,,,,,,,-37.5,6.6,-18.2,77.7,-2.7,-20.5,-32.7,9.9,2.7,,,,,84.01072
2003-08,,,,,,,-25.2,19.3,-13.3,78.4,-0.9,-17.5,-24.4,10.1,3.9,,,,,83.0276
2003-09,,,,,,,-13.2,32.1,-7.5,78.8,3.0,-15.2,-17.9,18.4,4.9,,,,,81.63867
2003-10,,,,,,,-1.0,44.8,-0.5,79.5,8.6,-13.2,-6.4,29.9,6.3,,,,,80.84548
2003-11,,,,,,,1.9,46.0,4.3,79.3,16.0,-11.3,-0.5,43.1,3.7,,,,,82.70358
2003-12,,,,,,,5.1,47.3,8.1,80.5,22.5,-9.9,3.2,53.0,1.4,,,,,85.82009
2004-01,,,,,,,6.1,51.0,6.6,81.8,18.1,-6.5,6.4,32.2,-4.8,,,,,89.96294
2004-02,,,,,,,7.8,50.0,7.5,81.6,22.3,-6.7,4.3,36.2,3.5,,,,,89.60865
2004-03,,,,,,,7.5,51.4,6.0,81.4,19.4,-4.8,2.1,24.6,8.0,,,,,84.8663
2004-04,,,,,,,7.1,52.8,6.2,80.5,18.8,-2.8,2.4,20.9,14.2,,,,,82.38993
2004-05,,,,,,,11.1,53.6,7.6,80.6,20.2,-3.6,7.2,23.8,12.1,,,,,89.9988
2004-06,,,,,,,15.2,54.6,9.0,81.1,22.2,-4.1,9.0,27.4,11.9,,,,,86.64014
2004-07,,,,,,,19.0,55.4,10.3,81.4,21.5,-5.1,11.2,34.9,14.4,,,,,87.31139
2004-08,,,,,,,26.2,55.0,9.6,81.7,18.9,-3.9,10.3,25.6,7.9,,,,,88.35004
2004-09,,,,,,,33.1,54.4,10.3,81.8,18.7,-3.1,7.6,26.6,4.2,,,,,91.96835
2004-10,,,,,,,40.6,54.0,12.3,82.1,20.0,-2.4,9.9,29.6,-1.5,,,,,98.29742
2004-11,,,,,,,33.1,54.6,12.7,81.8,22.9,-3.5,11.3,36.3,1.1,,,,,99.72194
2004-12,,,,,,,26.1,55.3,12.5,83.0,24.6,-4.7,10.5,41.0,1.7,,,,,97.58943
2005-01,,,,,,,16.9,58.4,7.2,84.2,16.6,-5.2,9.2,20.4,-0.8,,,,,99.75099
2005-02,,,,,,,13.9,49.9,6.6,83.8,20.9,-7.2,4.0,28.9,1.8,,,,,100.4371
2005-03,,,,,,,8.5,43.9,3.6,83.4,18.0,-8.4,-1.1,25.5,1.3,,,,,99.71877
2005-04,,,,,,,3.1,37.9,2.3,82.3,17.8,-9.3,-4.0,28.8,4.3,,,,,98.21796
2005-05,,,,,,,-0.7,33.9,-0.3,81.5,13.0,-9.9,-5.1,23.4,-4.9,,,,,94.40422
2005-06,,,,,,,-4.6,30.1,-2.8,81.1,9.8,-10.2,-8.9,18.9,-10.8,,,,,93.98833
2005-07,,,,,,,-8.5,26.1,-5.1,80.4,3.8,-10.9,-12.5,19.2,-20.8,,,,,94.20915
2005-08,,,,,,,-4.7,26.8,-6.1,80.5,0.3,-10.0,-12.2,9.8,-14.3,,,,,90.30969
2005-09,,,,,,,-1.1,27.5,-5.8,80.3,-0.2,-9.6,-13.5,9.7,-12.1,,,,,87.4
2005-10,,,,,,,1.7,28.2,-5.0,80.4,-0.4,-9.9,-10.9,12.1,-9.6,,,,,89.7
2005-11,,,,,,,-10.5,24.1,-3.9,79.7,6.4,-3.8,-10.4,6.6,-9.4,,,,,87.5
2005-12,,,,,,,-0.6,34.6,-1.4,80.6,6.0,-8.5,-4.1,18.0,-7.1,,,,,88.8
2006-01,,,,,,,-0.1,40.7,-0.2,82.3,-0.9,-5.6,-3.6,20.9,-14.5,,,,,93.7
2006-02,,,,,,,8.7,34.3,1.3,81.0,5.4,-6.4,-0.9,22.8,-1.3,,,,,92.9
2006-03,,,,,,,9.1,38.0,1.6,82.2,3.3,-6.6,0.1,24.5,-6.3,,,,,93.6
2006-04,,,,,,,5.2,42.8,3.7,80.5,8.1,-2.5,-3.5,25.5,-7.8,,,,,91.9
2006-05,,,,,,,-6.8,36.7,-0.3,81.3,2.7,-4.6,-12.8,28.2,-12.1,,,,,90.8
2006-06,,,,,,,-0.7,38.4,-0.4,80.8,6.2,-7.0,-10.1,23.6,-9.7,,,,,90.7
2006-07,,,,,,,-4.0,41.4,1.0,81.8,8.2,-5.2,-7.6,24.5,-0.8,,,,,91.0
2006-08,,,,,,,3.5,38.4,-1.1,81.5,5.5,-7.8,-10.2,18.4,-11.9,,,,,91.4
2006-09,,,,,,,7.9,38.3,1.0,81.9,9.1,-6.3,-5.5,18.7,-6.6,,,,,90.9
2006-10,,,,,,,3.2,36.8,0.2,81.4,6.3,-6.6,-2.8,18.9,0.6,,,,,94.4
2006-11,,,,,,,11.9,35.8,3.6,81.4,6.8,-4.8,5.5,24.5,0.9,,,,,96.1
2006-12,,,,,,,11.9,45.5,5.7,81.9,7.2,-2.9,3.8,28.8,-6.7,,,,,98.1
2007-01,,,,,,,7.9,51.8,4.1,82.5,7.2,-5.7,3.3,25.0,-6.1,,,,,97.8
2007-02,,,,,,,17.2,46.3,8.4,83.5,11.7,-1.5,9.1,30.2,4.0,,,,,98.7
2007-03,,,,,,,23.0,51.9,9.8,82.6,16.3,-2.7,11.8,29.2,4.9,,,,,96.0
2007-04,,,,,,,20.5,54.6,11.2,82.8,15.9,-0.8,14.3,32.9,5.1,,,,,96.7
2007-05,,,,,,,22.7,49.0,11.1,82.9,17.2,-0.9,17.7,30.1,5.5,,,,,99.3
2007-06,,,,,,,23.9,53.7,10.7,83.5,18.8,-2.6,15.1,28.3,-2.5,,,,,100.4
2007-07,,,,,,,23.4,56.3,12.4,83.6,18.2,-0.1,16.3,31.4,5.8,,,,,98.8
2007-08,,,,,,,25.8,55.0,12.1,83.3,19.0,-0.5,14.4,30.5,4.6,,,,,99.2
2007-09,,,,,,,25.7,51.3,12.7,83.8,21.0,0.7,16.1,30.5,5.8,,,,,99.0
2007-10,,,,,,,36.1,52.3,14.8,84.6,20.6,3.6,18.8,27.6,11.0,,,,,101.5
2007-11,,,,,,,32.1,48.4,14.6,84.5,22.7,1.7,20.6,33.0,1.3,,,,,102.5
2007-12,,,,,,,31.8,52.9,15.3,84.8,22.0,3.6,23.3,27.7,0.0,,,,,108.3
2008-01,,,,,,,23.7,53.7,13.2,85.9,18.6,2.7,17.9,29.4,-1.6,,,,,103.0
2008-02,,,,,,,22.9,53.0,13.3,85.1,19.9,1.9,16.7,32.5,3.6,,,,,104.3
2008-03,,,,,,,26.3,54.2,12.9,85.6,22.3,-0.2,17.6,29.4,6.2,,,,,108.5
2008-04,,,,,,,25.5,51.4,11.8,85.1,17.6,-0.3,18.7,27.6,7.1,,,,,103.1
2008-05,,,,,,,22.9,48.2,12.4,84.5,21.9,1.1,15.4,30.2,0.7,,,,,105.0
2008-06,,,,,,,27.0,53.4,14.6,84.7,27.3,0.0,21.7,32.3,6.1,35.9,14.5,41.8,20.2,98.4
2008-07,,,,,,,27.3,48.7,13.5,85.3,23.5,1.4,19.3,29.2,5.0,29.9,9.0,32.8,13.3,94.3
2008-08,,,,,,,25.1,54.5,14.0,85.0,25.5,-0.3,19.1,33.4,5.4,35.9,11.6,39.8,12.0,97.3
2008-09,,,,,,,25.7,49.5,11.1,84.5,20.9,-1.0,11.5,29.3,1.2,29.0,10.8,45.6,10.4,99.9
2008-10,,,,,,,17.0,21.0,2.0,84.1,10.2,-3.1,1.6,14.1,-10.6,10.1,2.9,31.0,12.5,90.0
2008-11,,,,,,,-16.1,-10.3,-16.3,82.7,-3.7,-13.1,-28.8,-3.3,-39.4,3.4,-6.1,20.7,1.3,84.9
2008-12,,,,,,,-32.7,-16.1,-25.6,79.2,-17.7,-20.8,-39.3,-9.0,-42.5,3.3,-7.8,14.9,-0.5,84.8
2009-01,,,,,,,-36.0,-18.0,-24.8,77.5,-15.7,-20.2,-38.9,-4.3,-50.7,-11.4,-10.1,16.6,-0.5,86.3
2009-02,,,,,,,-33.8,-17.0,-23.2,77.6,-17.2,-19.1,-37.6,1.9,-47.4,-11.6,-10.5,20.1,-10.7,84.7
2009-03,,,,,,,-31.1,-15.6,-20.9,77.3,-17.4,-17.4,-34.8,7.8,-45.7,-11.8,-10.8,16.6,-6.4,87.6
2009-04,,,,,,,-27.8,-5.6,-15.6,77.4,-7.4,-15.2,-29.1,15.4,-39.8,-14.3,-11.9,19.9,5.1,88.3
2009-05,,,,,,,-21.9,-2.1,-11.6,77.8,-7.0,-11.7,-21.2,20.6,-35.2,-14.8,-9.6,24.5,7.4,90.1
2009-06,,,,,,,-14.3,8.4,-7.0,78.4,-2.2,-8.3,-17.3,23.4,-36.5,-3.6,-8.2,26.0,0.5,94.2
2009-07,,,,,,,-12.0,12.4,-3.0,77.9,6.0,-7.0,-11.1,30.4,-35.0,-8.4,-7.8,26.4,5.6,96.6
2009-08,,,,,,,-3.0,24.3,0.9,79.1,7.7,-4.4,-4.6,29.2,-25.9,-10.3,-8.4,28.7,7.1,96.0
2009-09,,,,,,,4.5,36.9,5.4,80.3,12.1,-2.3,0.7,33.1,-15.1,-13.3,-5.7,22.0,14.9,97.3
2009-10,,,,,,,8.5,45.6,9.5,80.9,15.8,0.2,4.5,39.2,-16.5,10.4,4.5,35.2,-6.6,97.8
2009-11,,,,,,,17.6,53.0,11.9,81.8,16.9,0.1,8.0,41.7,-16.1,19.9,7.9,37.7,15.6,99.5
2009-12,,,,,,,21.3,61.9,13.4,82.8,22.1,-0.4,10.1,38.4,-23.1,20.7,8.1,36.0,11.0,97.5
2010-01,,,,,,,17.3,64.5,13.4,82.4,21.6,-0.1,11.4,38.1,-15.2,18.5,9.3,42.6,21.7,99.3
2010-02,,,,,,,24.9,67.3,15.8,82.9,26.6,1.0,12.2,38.8,-17.4,16.9,9.5,43.3,23.5,96.6
2010-03,,,63.0,30.8,14.3,24.8,30.4,66.1,15.9,83.2,23.5,0.6,14.9,38.9,-10.2,22.9,11.2,42.5,21.7,98.9
2010-04,,,66.1,39.4,12.8,24.5,33.3,62.4,15.9,84.0,24.2,2.1,16.9,32.6,-6.7,23.9,11.9,44.8,22.0,101.5
2010-05,,,62.5,39.2,13.5,23.7,27.4,58.5,16.0,83.8,26.0,3.8,16.9,33.2,-8.8,24.5,11.6,44.4,22.7,103.5
2010-06,,,59.9,39.9,10.9,26.9,27.6,55.6,14.2,84.2,25.8,-0.2,14.7,36.0,-10.8,24.5,11.8,41.9,20.0,105.1
2010-07,33.7,16.0,68.1,27.1,11.6,25.7,23.1,53.2,12.4,84.2,21.9,-0.1,11.6,33.4,-3.7,25.3,10.7,39.9,19.3,104.1
2010-08,35.4,15.0,66.6,33.0,10.3,24.8,25.3,54.4,12.5,84.0,22.4,0.3,13.0,29.4,-3.4,29.0,12.3,40.9,20.6,105.8
2010-09,29.4,12.8,59.0,30.1,9.9,17.8,26.5,55.3,13.6,83.3,21.7,0.9,11.2,36.0,-6.3,29.5,11.3,40.4,20.7,106.5
2010-10,30.5,12.2,61.9,26.8,13.5,23.0,26.4,53.9,13.6,84.0,22.7,1.6,13.0,32.9,2.0,29.9,13.7,43.6,18.8,106.0
2010-11,26.5,11.5,57.4,28.1,12.4,24.3,28.3,44.4,12.4,83.9,21.4,-0.2,14.5,33.8,4.2,28.1,14.1,48.7,20.1,109.3
2010-12,26.7,12.0,48.1,32.7,9.3,22.1,24.4,44.9,12.7,84.5,27.0,0.2,16.3,30.4,-0.7,28.2,12.4,43.1,18.9,107.0
2011-01,22.2,11.7,57.4,32.1,4.0,21.3,15.6,51.1,11.0,83.9,24.2,-1.5,12.2,31.8,-6.3,25.7,10.6,38.8,16.3,108.3
2011-02,21.4,11.6,62.6,27.1,8.1,19.3,22.3,53.3,12.2,83.2,25.3,-0.5,13.0,29.5,1.3,27.6,11.4,40.1,20.5,108.3
2011-03,13.0,9.8,58.2,25.7,3.8,17.7,23.4,53.1,12.7,83.1,23.4,0.3,12.0,32.9,1.8,19.8,10.5,46.7,19.5,106.2
2011-04,21.6,10.7,57.6,19.5,7.6,22.4,22.8,53.2,11.9,83.4,22.8,0.3,9.0,30.3,-5.4,24.8,9.0,38.0,15.3,103.3
2011-05,21.5,11.2,58.1,24.3,5.3,20.1,18.7,49.5,9.7,83.6,19.6,-1.8,8.0,30.3,-5.1,21.0,7.3,34.7,12.5,102.5
2011-06,23.1,9.5,55.3,25.1,7.2,23.5,12.2,47.1,7.5,83.3,19.4,-3.1,6.6,26.6,-0.3,11.2,6.1,37.5,13.8,104.8
2011-07,23.5,9.2,54.0,33.0,5.8,22.2,9.4,42.3,4.0,82.8,13.8,-5.6,5.0,20.8,-2.4,14.6,7.0,39.3,10.3,108.8
2011-08,18.5,7.6,56.9,26.2,6.3,23.6,8.5,40.8,1.9,82.2,11.0,-8.4,-0.6,22.4,-16.6,15.7,5.6,35.2,16.1,104.1
2011-09,12.9,4.5,53.3,25.8,6.4,27.2,9.2,36.6,0.2,82.0,9.4,-8.9,-2.4,17.5,-8.2,16.2,4.8,32.0,13.0,100.2
2011-10,11.0,4.4,45.4,21.4,2.6,22.7,8.7,35.5,1.9,82.3,9.6,-6.1,-3.7,22.8,-16.9,12.1,4.5,32.6,8.3,103.5
2011-11,13.5,4.7,52.5,23.9,4.1,16.8,3.3,31.9,1.0,82.0,12.7,-7.6,-2.7,23.3,-16.0,9.0,1.4,28.7,8.8,105.8
2011-12,13.1,4.6,51.7,20.4,4.6,21.2,6.0,31.5,1.5,82.1,10.4,-7.9,-1.9,28.0,-16.0,7.1,3.4,32.3,9.6,106.9
2012-01,7.4,5.3,55.1,21.9,2.5,19.9,2.3,34.8,3.6,82.4,13.5,-3.2,-2.0,26.7,-11.2,3.3,1.9,34.4,-0.6,103.6
2012-02,10.7,6.8,53.5,25.6,5.0,19.3,3.1,33.3,1.5,82.7,10.2,-4.1,-3.0,19.7,-9.7,6.3,3.6,35.5,8.7,106.6
2012-03,5.7,5.3,57.0,22.1,7.6,23.2,6.6,35.7,1.9,82.2,10.5,-5.8,-0.8,20.1,-6.7,9.5,2.3,31.3,10.2,109.7
2012-04,8.1,3.9,52.8,25.5,4.8,23.0,2.3,42.2,1.3,82.0,10.0,-6.9,-4.5,22.5,-5.6,10.5,4.4,36.1,10.5,113.2
2012-05,11.0,4.2,50.9,22.3,3.8,23.7,0.1,39.9,1.1,82.4,13.3,-7.8,-3.3,22.2,-7.9,13.9,3.1,32.6,5.4,112.4
2012-06,8.9,3.6,54.2,21.2,5.6,15.6,-2.5,31.4,0.2,82.0,11.2,-6.0,-6.0,21.9,-13.6,13.4,3.0,34.9,10.4,109.5
2012-07,9.6,3.1,51.3,30.0,5.4,18.1,-4.2,34.6,-0.8,82.1,11.2,-9.1,-7.2,23.4,-12.4,7.1,3.5,37.7,10.7,108.0
2012-08,9.4,2.5,46.5,21.6,3.9,20.4,5.6,38.1,2.6,82.6,10.0,-5.2,0.1,22.9,-13.2,7.1,3.5,36.6,6.8,106.7
2012-09,8.6,3.8,54.8,29.3,6.9,20.5,6.4,39.1,4.5,81.8,12.8,-2.7,-0.6,26.3,-13.8,10.3,5.6,41.3,9.6,107.2
2012-10,14.9,2.4,50.4,26.1,4.9,20.7,8.6,38.3,6.3,82.1,13.3,0.4,0.2,27.8,-10.2,9.2,3.5,32.4,15.0,108.1
2012-11,10.5,2.2,47.6,29.2,4.8,14.6,9.9,37.8,4.8,81.9,10.1,-1.9,-1.3,27.9,-14.7,13.7,7.2,40.3,16.3,106.7
2012-12,14.7,1.5,49.4,17.3,4.0,13.7,11.7,46.6,6.4,83.1,11.9,-2.1,-1.1,30.3,-15.7,11.8,3.9,35.1,7.7,105.5
2013-01,4.4,1.3,44.8,15.7,1.6,16.1,6.4,48.7,7.1,82.3,11.8,1.4,1.8,25.8,-11.7,11.5,5.1,37.2,10.5,106.2
2013-02,-2.3,0.7,48.5,21.6,1.3,20.8,8.9,50.2,6.5,82.6,12.4,-0.7,0.9,24.6,-6.8,7.5,6.0,39.3,5.2,105.0
2013-03,1.7,1.4,46.8,21.7,2.1,20.3,6.1,50.2,5.6,82.4,11.3,-1.6,-2.1,26.5,-11.3,9.4,3.5,34.4,12.3,102.3
2013-04,1.1,1.1,50.9,26.3,5.3,16.1,7.6,44.8,5.4,82.3,12.9,-2.7,-1.7,28.5,-10.2,4.5,1.8,29.5,3.6,103.2
2013-05,1.8,0.4,50.1,34.8,4.9,13.6,3.6,40.2,5.3,82.4,13.1,-1.0,-1.3,28.0,-14.7,11.2,5.1,34.1,6.4,102.6
2013-06,1.1,0.2,50.0,28.8,4.4,19.4,7.7,41.3,4.2,82.7,10.3,-2.9,-1.6,25.4,-17.3,6.1,3.3,30.2,6.8,102.3
2013-07,1.5,-0.8,47.3,15.8,1.9,13.3,0.3,34.0,0.0,82.7,5.0,-4.8,-5.1,19.1,-15.3,3.0,-0.9,29.2,0.3,99.3
2013-08,-5.7,-2.7,44.3,22.0,2.0,12.2,-0.4,36.5,0.9,82.6,3.9,-2.8,-4.5,19.8,-15.8,2.5,-2.2,28.7,6.2,101.6
2013-09,5.9,-1.1,48.6,23.0,1.7,14.8,6.3,35.1,1.3,81.9,6.5,-4.3,-3.2,19.7,-13.4,6.5,-0.6,31.9,-0.6,102.1
2013-10,1.7,-0.1,51.8,27.1,3.4,14.9,6.4,33.0,0.2,82.3,5.3,-5.6,-3.7,17.9,-9.0,8.7,-0.9,30.4,2.6,101.2
2013-11,5.7,-1.1,53.0,25.9,1.9,16.0,4.1,28.0,0.2,83.0,6.7,-5.0,-4.3,19.9,-14.4,7.4,-2.6,23.6,6.7,102.3
2013-12,3.7,-1.8,48.5,28.0,1.2,10.8,1.9,30.2,0.5,83.0,9.2,-5.4,-4.9,21.5,-13.6,8.5,-0.3,32.4,3.3,100.5
2014-01,-2.9,-1.6,43.7,17.4,-1.5,10.6,0.1,28.2,0.2,82.8,5.4,-3.5,-7.4,22.5,-6.9,4.6,-2.2,26.3,-0.5,98.8
2014-02,-2.4,-3.0,45.6,22.4,-2.5,12.3,2.6,28.4,-0.9,82.8,1.6,-4.5,-8.6,20.5,-9.9,3.5,-2.6,29.7,3.8,96.7
2014-03,-0.9,-3.6,48.1,18.3,0.4,13.2,0.6,28.9,-2.3,82.7,2.6,-6.8,-11.1,19.6,-19.3,1.9,-3.1,29.8,-1.4,97.5
2014-04,-7.5,-7.0,41.7,8.8,-2.4,12.9,-0.8,31.0,-2.8,82.0,3.0,-6.6,-10.4,14.4,-15.0,-1.9,-2.7,34.0,0.3,96.3
2014-05,-3.2,-5.7,34.7,10.4,-7.1,5.8,-13.4,19.0,-8.6,81.8,-1.7,-8.6,-17.7,6.8,-27.6,-7.0,-6.7,20.9,-3.4,92.5
2014-06,-2.9,-7.5,31.1,9.8,-7.4,4.6,-14.3,15.1,-11.9,81.5,-6.1,-11.1,-21.9,1.2,-32.2,-2.7,-6.4,20.7,-4.8,93.3
2014-07,-8.5,-8.6,44.5,4.0,-3.9,10.7,-21.1,9.1,-12.7,80.5,-8.5,-10.7,-23.2,6.2,-23.1,-8.3,-5.5,31.2,0.8,94.3
2014-08,-4.3,-8.4,38.0,7.5,-6.8,3.1,-25.9,3.7,-15.1,80.3,-9.4,-13.3,-26.0,6.7,-20.8,-10.6,-7.4,22.1,-1.3,91.5
2014-09,-10.4,-10.1,31.4,4.8,-10.7,7.4,-25.5,-2.5,-14.2,80.3,-9.6,-10.5,-26.9,9.8,-24.1,-14.1,-9.8,18.9,-6.7,92.2
2014-10,-11.4,-12.4,30.8,6.5,-10.8,5.6,-24.4,5.3,-12.6,79.6,-5.1,-10.4,-28.5,11.6,-18.0,-12.8,-10.5,18.6,-6.1,91.5
2014-11,-15.5,-12.7,23.8,-1.1,-14.0,10.1,-15.5,1.0,-11.4,80.5,-7.5,-9.5,-23.3,12.3,-23.9,-19.3,-10.7,23.3,-4.4,86.1
2014-12,-14.3,-12.2,22.5,5.1,-12.6,4.6,-17.2,13.3,-12.2,79.5,-9.1,-10.7,-24.6,6.6,-20.8,-16.6,-12.8,17.4,-5.1,86.5
2015-01,-26.9,-15.4,22.0,-1.9,-15.8,-1.0,-24.7,3.4,-12.3,79.4,-8.7,-7.2,-25.2,8.1,-16.0,-26.4,-16.1,12.6,-7.0,80.3
2015-02,-34.5,-19.4,11.6,-4.2,-23.3,-1.3,-22.2,-1.3,-13.0,79.4,-5.5,-9.5,-25.0,6.7,-13.0,-24.3,-19.8,2.2,-6.9,76.4
2015-03,-42.7,-22.7,8.6,-11.7,-27.1,-8.2,-35.3,-13.1,-19.5,78.6,-15.2,-10.9,-35.1,0.4,-13.3,-31.7,-23.9,3.1,-15.2,74.3
2015-04,-41.9,-22.6,12.4,-18.9,-26.8,-10.1,-32.9,-13.2,-21.8,77.6,-16.4,-12.3,-38.3,-9.2,-18.1,-28.9,-24.9,0.7,-13.3,75.6
2015-05,-38.4,-24.9,19.2,-26.6,-23.9,-6.1,-36.8,-15.8,-24.2,76.5,-19.1,-14.2,-38.0,-14.6,-18.1,-37.4,-25.9,3.5,-12.8,75.0
2015-06,-42.4,-23.7,17.8,-23.4,-27.3,-11.3,-37.7,-18.8,-28.1,75.7,-24.6,-18.2,-42.4,-18.5,-25.3,-40.6,-27.9,0.8,-21.4,73.8
2015-07,-40.8,-27.0,7.5,-19.5,-30.0,-14.6,-41.4,-18.9,-26.0,74.9,-22.9,-17.5,-40.4,-7.3,-16.4,-40.5,-28.4,-0.5,-17.8,70.6
2015-08,-40.9,-27.8,4.2,-29.3,-32.4,-15.9,-42.6,-20.6,-27.5,74.8,-23.2,-20.2,-42.5,-6.3,-12.7,-44.2,-32.7,-10.0,-18.9,69.2
2015-09,-49.8,-30.1,7.0,-33.0,-33.3,-15.8,-41.2,-27.2,-26.3,74.5,-26.3,-16.9,-38.3,-4.6,-13.7,-47.6,-33.7,-13.8,-26.8,64.5
2015-10,-51.3,-31.5,5.6,-38.5,-36.0,-19.9,-40.1,-26.7,-23.0,74.5,-14.0,-16.7,-39.9,5.9,-10.4,-57.6,-33.5,-5.1,-22.7,65.2
2015-11,-49.7,-30.0,6.1,-33.2,-32.1,-17.9,-39.2,-23.5,-23.6,74.7,-18.9,-16.4,-38.8,1.9,-10.2,-55.1,-36.6,-14.6,-27.8,66.2
2015-12,-51.0,-30.9,4.2,-34.0,-33.8,-16.2,-41.4,-21.3,-22.7,75.5,-13.9,-15.2,-39.9,1.5,-22.0,-57.4,-32.3,-0.4,-24.5,64.6
2016-01,-51.9,-32.7,11.1,-25.9,-31.8,-14.3,-41.8,-17.6,-21.8,74.1,-14.3,-12.8,-36.7,-2.5,-14.7,-43.8,-29.5,-2.9,-23.6,65.2
2016-02,-53.9,-32.1,11.3,-35.2,-31.2,-17.2,-45.7,-25.2,-24.7,74.3,-25.1,-12.1,-43.0,-1.5,-9.3,-41.5,-30.0,-5.7,-26.0,68.1
2016-03,-54.3,-32.4,9.5,-29.3,-32.2,-15.7,-41.1,-19.1,-23.5,73.9,-25.4,-10.8,-39.3,-6.3,-6.5,-40.3,-28.8,-0.8,-22.7,66.2
2016-04,-53.4,-33.1,15.2,-28.9,-30.6,-18.4,-38.5,-13.3,-22.2,74.4,-25.2,-9.7,-40.0,-4.9,-9.3,-45.0,-30.8,-5.8,-25.5,65.7
2016-05,-56.8,-31.3,22.0,-29.0,-27.5,-12.7,-40.4,-15.2,-22.0,73.6,-21.3,-10.0,-39.5,-4.9,-10.6,-45.9,-29.1,1.4,-22.6,70.4
2016-06,-49.9,-31.1,27.0,-22.0,-25.4,-10.7,-41.1,-9.2,-18.9,73.9,-13.2,-10.1,-37.3,4.0,-11.5,-47.9,-28.0,9.4,-18.0,73.0
2016-07,-45.8,-29.6,28.4,-19.3,-24.0,-10.8,-32.2,1.6,-14.7,73.8,-6.9,-9.8,-30.0,6.8,-12.0,-41.8,-28.4,4.1,-24.0,76.5
2016-08,-39.4,-27.7,36.0,-11.8,-19.5,-5.0,-32.2,-1.3,-14.7,73.5,-8.5,-8.8,-32.4,9.4,-10.7,-44.9,-27.9,4.8,-24.4,78.5
2016-09,-36.1,-26.6,36.6,-15.0,-20.4,-7.9,-29.2,9.3,-11.9,74.2,-8.9,-5.7,-34.0,13.3,-19.8,-42.4,-23.8,9.0,-17.1,79.3
2016-10,-38.1,-26.2,35.4,-17.0,-20.5,-7.4,-30.8,8.3,-12.9,73.2,-8.2,-7.9,-30.8,11.1,-14.4,-42.2,-24.1,8.9,-15.1,80.6
2016-11,-37.2,-27.6,34.4,-16.9,-21.5,-6.6,-29.4,9.6,-12.5,74.1,-10.0,-8.8,-26.2,12.2,-15.0,-51.1,-26.8,9.8,-16.9,78.4
2016-12,-44.8,-28.5,30.8,-13.7,-21.2,-11.0,-34.9,7.6,-14.3,73.1,-11.8,-9.1,-30.9,10.7,-13.7,-50.5,-28.2,1.5,-18.9,73.8
2017-01,-38.4,-25.8,29.6,-14.6,-20.5,-6.4,-30.4,18.7,-10.7,75.0,-3.6,-7.9,-27.2,11.0,-6.4,-38.7,-22.6,5.0,-18.5,78.3
2017-02,-37.3,-25.9,35.5,-12.9,-18.5,-4.4,-27.3,15.1,-11.2,74.5,-5.4,-7.1,-28.8,8.6,-7.8,-49.3,-25.3,7.6,-13.2,80.5
2017-03,-37.0,-25.1,38.2,-8.0,-15.9,-3.3,-24.0,19.1,-9.5,74.6,-3.8,-6.0,-29.3,12.2,-13.4,-49.8,-25.9,10.3,-10.8,83.8
2017-04,-30.8,-24.3,41.3,-2.7,-13.1,3.2,-22.2,28.8,-8.7,74.5,-2.4,-6.3,-29.9,10.3,-11.4,-37.7,-21.9,8.2,-14.9,82.3
