country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
2003-06,27.5,-4.2,5.3,-13.8,47.3,44.8,24.1,23.0,13.0,21.3,-0.2,9.7,-7.6,-1.8,-3.1,30.3,13.5,28.3,-1.3,52.3,49.1,47.5,47.6,-4.4,5.0,-19.3,-10.8,57.4
2003-07,30.1,-4.0,7.7,-15.7,35.3,39.4,22.5,20.0,8.0,23.0,1.9,8.6,-3.9,-0.1,-3.9,29.5,24.7,23.2,2.1,41.2,30.1,23.8,25.2,23.6,-10.0,-17.2,-6.4,54.6
2003-08,22.1,-5.1,4.5,-14.8,30.3,42.1,21.4,21.4,5.0,23.0,-0.5,10.0,-2.8,-1.2,-4.3,33.1,21.7,23.0,-1.4,44.0,35.0,29.8,31.3,8.6,13.0,-18.2,-12.0,52.1
2003-09,22.8,-2.0,9.8,-13.9,29.3,34.1,21.0,18.7,9.0,22.7,-0.9,8.6,-6.8,-0.8,-2.7,27.7,10.3,19.3,-1.9,28.9,24.9,19.8,26.0,-26.4,-20.0,-15.6,-9.6,54.0
2003-10,17.9,-0.3,10.7,-11.3,17.3,33.9,25.7,19.6,4.0,22.5,0.9,10.2,-8.9,-2.1,-0.8,29.2,12.6,17.9,-0.8,31.4,20.9,8.9,22.4,-12.4,-14.0,-13.1,-1.4,46.9
2003-11,17.5,0.0,12.0,-12.0,19.3,35.0,21.3,18.1,8.0,25.6,1.9,6.3,-7.1,-0.5,-1.2,19.5,14.4,19.0,2.6,23.9,14.2,2.2,16.4,-13.4,-11.0,-17.5,-7.0,52.0
2003-12,13.9,-0.9,8.2,-10.1,22.3,39.9,22.0,20.5,4.0,22.8,0.4,10.2,-4.7,-1.8,-3.5,32.2,19.3,17.4,-0.7,17.1,14.2,6.8,18.8,0.6,-28.0,-16.2,-4.2,52.4
2004-01,14.9,-13.4,0.6,-27.3,58.3,36.0,16.6,17.7,1.0,19.5,-0.6,-1.6,-9.6,2.7,-15.8,13.7,16.8,32.3,-6.0,28.8,25.0,29.1,17.0,3.6,0.0,-8.5,-1.1,49.2
2004-02,14.8,-10.8,4.7,-26.4,46.3,36.6,27.6,21.6,4.0,29.9,-0.7,5.5,-10.9,0.0,-14.7,31.3,3.5,27.8,-8.1,28.3,30.0,45.6,16.1,19.6,-9.0,-7.8,2.5,47.3
2004-03,11.5,-10.2,5.3,-25.7,51.3,42.0,20.5,21.6,5.0,29.1,-2.3,5.0,-10.3,0.2,-14.6,29.8,1.2,26.7,-7.6,27.9,33.2,44.1,27.7,3.6,0.0,-12.3,-1.8,46.2
2004-04,10.8,-10.6,4.9,-26.1,53.3,34.2,23.9,19.3,8.0,27.6,0.2,6.0,-9.5,3.5,-6.1,27.6,10.3,30.7,-7.7,32.8,33.8,35.8,32.9,3.6,3.0,-6.5,2.4,43.6
2004-05,14.3,-7.0,8.1,-22.1,51.3,35.3,20.0,18.6,9.0,26.6,-0.4,2.0,-9.3,1.3,-12.4,19.6,13.7,29.4,-8.1,27.1,23.4,43.5,-0.4,6.6,4.0,-8.4,3.7,46.8
2004-06,14.2,-9.0,5.5,-23.5,46.3,37.9,30.6,22.6,8.0,29.1,0.5,3.9,-8.6,-0.2,-10.7,22.2,12.7,25.8,-6.6,73.1,63.8,53.3,65.2,11.6,8.0,-7.4,6.9,46.0
2004-07,10.9,-9.7,2.3,-21.7,52.3,34.6,23.6,19.4,8.0,26.2,-0.1,6.1,-9.9,-1.8,-7.8,24.5,7.4,24.1,-5.7,55.8,45.0,43.8,35.5,13.6,20.0,-6.1,5.7,47.7
2004-08,10.6,-16.0,1.7,-33.7,40.3,41.7,26.5,22.2,14.0,30.2,1.4,4.0,-5.8,-1.2,-10.1,21.1,16.6,17.0,-4.7,42.2,34.9,35.0,27.5,-1.4,6.0,-5.9,3.0,49.0
2004-09,9.2,-14.2,-4.6,-23.9,45.3,37.6,29.4,22.8,8.0,28.5,-1.5,6.1,-6.8,-4.7,-7.6,21.4,13.7,19.0,-3.4,46.8,36.2,41.7,20.0,6.6,8.0,-6.7,3.9,52.1
2004-10,10.4,-11.4,1.6,-24.4,38.3,37.6,33.6,23.8,8.0,31.5,-0.1,3.6,-10.9,0.9,-10.9,22.6,21.7,23.6,-0.9,39.7,33.1,29.0,30.7,5.6,6.0,-5.9,7.7,48.2
2004-11,8.5,-11.7,-0.5,-23.0,35.3,36.4,25.9,21.3,8.0,32.3,-1.6,5.0,-10.1,-2.4,-8.9,21.4,17.0,18.8,-4.3,38.5,32.8,30.9,29.0,-0.3,11.0,-2.6,9.4,43.6
2004-12,6.1,-11.6,1.4,-24.5,30.3,36.2,29.3,21.8,7.0,30.8,0.0,5.5,-8.6,-2.7,-6.4,20.2,12.8,13.2,-2.2,31.9,30.2,31.8,27.0,-0.3,13.0,-4.0,10.4,38.8
2005-01,6.6,-11.2,3.4,-25.7,40.4,32.9,30.1,21.1,8.1,27.4,-0.4,3.0,-9.4,3.6,-10.1,22.8,13.8,17.8,1.9,37.1,33.8,42.1,22.1,3.9,2.7,0.6,17.2,40.9
2005-02,3.3,-13.9,-1.6,-26.1,40.3,32.9,20.2,17.0,8.0,26.2,2.0,0.8,-7.9,12.0,-10.6,25.1,8.9,19.6,-1.9,22.5,26.1,26.5,29.2,3.9,4.2,-5.2,9.0,46.3
2005-03,2.4,-13.1,0.5,-26.7,37.3,37.7,19.0,18.4,8.7,28.3,1.5,1.6,-10.4,5.7,-11.9,22.4,4.7,15.5,-1.6,25.9,27.2,28.7,27.1,3.1,0.1,-8.4,4.9,43.8
2005-04,7.5,-12.6,0.3,-25.5,52.7,33.6,19.5,17.9,5.6,29.3,-0.5,-2.5,-14.1,11.6,-12.6,16.7,3.8,25.6,-2.7,26.3,23.1,22.8,20.1,4.7,3.7,-11.0,-1.4,50.3
2005-05,4.3,-15.4,-3.0,-27.9,43.2,32.0,26.0,18.9,5.7,27.6,1.2,2.4,-12.6,2.4,-6.4,16.1,10.2,17.8,-5.8,27.8,25.1,24.8,22.6,1.9,-1.9,-10.0,-3.4,47.0
2005-06,3.0,-14.5,-1.6,-27.4,39.4,27.2,23.9,15.9,5.5,27.0,3.4,-1.5,-11.8,3.4,-14.2,12.9,6.0,7.0,-6.6,21.2,10.9,4.5,7.1,3.6,-1.2,-12.2,-3.6,45.9
2005-07,3.4,-13.4,0.2,-27.0,41.3,32.4,23.1,18.0,6.0,29.3,1.5,2.9,-15.8,1.8,-5.8,16.4,4.1,15.0,-0.8,22.1,22.8,34.7,11.6,1.6,-0.7,-14.7,-11.8,47.0
2005-08,8.0,-10.9,3.1,-24.8,47.8,30.3,28.6,19.5,10.4,27.9,0.5,0.7,-13.9,1.7,-11.5,15.2,-3.2,16.9,-5.2,27.4,22.7,26.0,14.6,4.7,5.9,-15.5,-7.9,52.0
2005-09,5.7,-9.8,7.5,-27.1,39.0,29.0,22.6,16.5,14.4,27.1,2.1,-1.0,-11.5,5.2,-14.6,16.9,1.1,16.1,-5.6,19.8,20.0,16.2,24.2,5.7,4.2,-14.4,-8.8,54.3
2005-10,7.2,-12.8,0.9,-26.5,25.3,33.7,24.7,18.4,13.6,28.8,3.1,0.7,-11.3,2.9,-11.3,16.4,8.6,14.7,-4.3,24.0,20.8,15.9,22.3,7.6,5.6,-12.1,-4.8,47.0
2005-11,7.6,-11.2,3.5,-25.9,24.2,34.3,24.2,19.2,6.7,24.6,1.0,2.3,-9.7,-1.8,-12.9,18.1,5.3,10.8,-8.3,21.1,20.3,19.9,20.0,3.7,6.4,-14.2,-2.1,47.7
2005-12,11.1,-10.5,4.3,-25.3,22.8,34.2,28.4,19.8,10.4,26.5,3.2,2.4,-8.9,-0.1,-11.3,18.5,4.8,15.7,-8.3,31.9,25.1,20.6,22.8,5.4,6.6,-12.5,-6.7,52.9
2006-01,7.1,-8.8,6.4,-24.0,33.1,34.7,30.7,21.1,9.0,33.0,2.1,1.9,-12.1,0.4,-7.2,13.3,2.4,6.1,-3.5,25.6,27.0,24.4,31.1,4.9,7.4,-14.1,-7.8,48.7
2006-02,8.5,-7.9,8.0,-23.7,46.3,26.1,25.6,17.2,8.1,22.1,0.2,0.6,-9.7,-1.2,-10.5,11.2,5.1,13.8,-7.6,27.9,25.4,22.6,25.6,9.1,5.4,-13.3,-7.2,50.8
2006-03,39.8,-9.5,6.1,-25.0,46.0,28.8,0.5,8.7,12.0,26.4,3.3,3.0,-8.9,0.7,-8.2,17.8,-5.5,11.7,-7.2,18.7,21.3,25.4,19.7,11.0,5.0,-14.3,-5.2,51.5
2006-04,8.3,-8.7,6.9,-24.4,45.1,32.5,6.3,12.5,4.6,27.2,1.4,0.4,-11.6,0.9,-13.0,15.0,4.3,13.3,-11.9,19.3,20.4,22.5,19.4,11.9,10.0,-12.1,-3.6,49.6
2006-05,9.8,-5.0,11.0,-21.0,34.6,29.9,21.6,16.3,6.4,24.7,2.8,1.5,-11.6,2.2,-5.9,12.6,-2.0,17.6,-5.0,28.4,24.9,24.0,22.4,18.4,12.7,-10.1,-4.2,55.1
2006-06,13.6,-4.7,10.2,-19.5,40.9,30.4,16.7,15.4,10.4,24.7,1.0,1.5,-4.8,3.0,-8.1,15.4,14.3,11.5,-1.4,26.3,24.9,27.8,20.5,14.2,14.7,-11.1,-8.1,53.5
2006-07,15.8,-6.3,9.8,-22.5,34.6,24.6,23.2,16.0,9.2,23.9,0.0,1.7,-7.2,2.0,-6.0,12.9,12.4,14.9,-0.8,31.2,26.0,25.2,21.5,13.0,15.2,-12.2,-4.0,49.4
2006-08,12.9,-5.3,8.4,-18.9,28.9,26.3,18.6,14.9,8.6,22.0,0.2,2.2,-7.9,3.1,-6.2,16.0,10.5,12.7,1.9,29.3,26.0,26.1,22.5,9.3,1.1,-10.8,-4.5,49.9
2006-09,15.5,-4.0,8.3,-16.4,28.4,27.1,17.9,15.0,8.9,24.9,0.2,2.8,-7.7,1.2,-5.5,15.1,16.5,18.3,1.1,30.6,27.2,25.5,25.4,7.2,3.9,-10.2,-3.5,49.9
2006-10,16.2,-3.7,8.2,-15.6,23.4,26.8,19.0,15.7,7.3,22.1,-1.2,3.6,-4.8,-0.4,-7.3,17.7,6.1,15.0,-2.9,30.6,27.0,27.9,22.4,6.9,10.5,-9.7,-2.1,48.9
2006-11,18.0,-4.2,7.1,-15.6,26.1,33.7,22.8,18.8,12.8,24.7,0.3,2.0,-8.4,1.5,-7.1,14.7,9.7,19.7,-0.2,32.6,30.6,33.2,26.0,6.4,11.7,-12.6,-3.8,52.0
2006-12,14.9,-4.7,6.5,-15.9,31.2,30.5,19.9,17.0,5.9,24.3,-0.7,2.6,-7.9,-0.6,-6.2,13.3,13.2,23.9,-1.7,26.7,27.7,32.1,24.4,6.7,10.0,-9.8,-3.6,53.7
2007-01,18.4,-4.1,6.7,-14.9,33.0,30.3,28.6,19.8,4.9,20.0,-0.6,2.3,-10.2,0.5,-6.7,14.1,10.9,6.1,-3.2,31.2,25.3,23.0,21.7,5.9,7.2,-7.8,3.2,25.2
2007-02,19.7,-2.4,7.7,-12.4,34.6,26.1,25.7,17.1,8.1,22.5,0.4,2.4,-9.0,0.7,-5.9,13.8,10.3,15.6,-4.9,33.2,28.7,26.9,25.9,10.7,3.5,-6.6,4.9,25.8
2007-03,19.9,-2.0,7.6,-11.6,34.2,33.8,16.7,17.7,11.8,24.8,-2.6,1.5,-7.3,0.5,-7.8,12.8,10.1,11.8,-7.5,28.7,26.0,21.5,27.7,15.2,6.5,-6.9,2.8,33.2
2007-04,18.2,-1.8,7.4,-11.1,39.5,26.2,19.8,15.4,9.9,23.4,-0.1,3.0,-3.2,-1.9,-3.5,10.7,12.6,14.0,-3.2,23.6,24.0,20.7,27.5,12.6,7.0,-4.1,3.3,32.1
2007-05,21.1,-2.2,7.6,-12.0,36.0,22.6,19.1,14.5,8.6,23.9,-1.7,3.9,-8.5,-2.8,-7.0,15.9,8.8,9.1,-2.9,28.2,26.0,24.2,25.4,13.3,10.8,-6.0,0.7,32.5
2007-06,20.0,-2.5,7.6,-12.6,27.5,27.0,27.5,18.5,8.3,24.7,-1.0,1.6,-6.6,-1.0,-8.4,12.3,7.1,8.0,-4.8,26.3,26.0,30.7,21.1,14.2,14.7,-6.8,-0.3,36.0
2007-07,18.8,0.3,10.5,-9.9,28.2,36.3,24.1,19.2,11.2,24.7,2.8,1.6,-4.6,-1.1,-8.3,11.9,8.8,4.7,-2.8,25.0,22.4,23.9,18.3,9.4,10.8,-3.8,5.6,39.2
2007-08,20.6,-2.4,9.4,-14.1,26.2,35.1,27.7,20.4,14.3,26.3,1.7,1.9,-7.2,-1.1,-9.4,13.9,4.4,10.8,-1.6,27.7,25.4,25.4,23.0,7.4,7.5,-6.0,2.5,55.4
2007-09,19.3,-1.9,9.1,-12.8,25.4,36.7,30.6,21.8,9.9,23.9,2.0,2.4,-7.4,-1.5,-8.7,14.3,7.0,18.1,-1.3,25.1,23.2,19.2,25.5,8.0,7.1,-5.3,0.2,48.9
2007-10,19.1,-1.2,10.1,-12.4,27.4,40.1,26.9,21.7,11.9,24.6,1.9,1.6,-9.0,-1.9,-9.1,11.9,2.5,19.5,-3.2,21.9,23.3,32.1,15.9,9.1,7.5,-5.6,2.0,55.3
2007-11,17.7,-0.1,12.6,-12.9,28.4,43.7,28.6,23.5,10.7,28.6,1.7,0.7,-12.0,0.3,-10.6,13.0,4.3,21.9,-4.7,23.3,25.9,34.4,20.0,9.4,7.1,-5.7,-1.4,54.2
2007-12,21.2,1.9,14.7,-10.9,31.4,36.9,33.9,23.1,9.0,25.8,1.6,1.1,-9.6,1.1,-11.7,16.1,9.8,21.8,-4.6,24.5,24.7,27.2,22.6,9.8,9.3,-2.9,0.8,54.8
2008-01,-7.6,-22.5,-15.4,-29.6,23.6,36.6,26.4,20.4,7.7,21.8,2.0,1.0,-7.8,-0.8,-10.5,12.8,7.8,27.7,-3.8,39.0,33.5,28.2,33.2,14.7,9.7,-9.7,-7.2,59.1
2008-02,3.5,1.8,14.5,-10.9,49.2,34.4,33.0,21.4,10.1,23.9,3.1,0.8,-7.4,-0.3,-10.7,12.8,14.3,28.0,-6.9,21.1,24.8,28.2,25.1,12.4,9.4,-10.2,-10.4,61.3
2008-03,9.5,1.6,13.7,-10.5,49.2,30.9,29.2,18.8,10.0,24.4,3.8,0.1,-4.9,2.3,-11.7,14.4,9.4,25.7,-6.8,21.2,23.5,21.1,28.2,8.1,7.2,-8.9,-5.5,53.9
2008-04,13.1,0.5,12.1,-11.1,48.6,32.9,34.6,21.7,9.5,24.7,2.6,0.4,-9.2,0.2,-9.5,10.9,6.8,20.7,-5.8,21.1,23.3,24.2,24.4,10.4,10.8,-5.7,1.4,54.2
2008-05,14.2,-1.2,9.5,-11.9,50.0,34.0,30.7,20.6,12.9,22.4,3.1,-0.6,-5.5,1.1,-11.7,11.1,9.6,25.2,-6.3,20.5,21.2,22.6,20.6,9.8,7.3,-6.4,-2.0,56.5
2008-06,14.4,-2.2,8.6,-13.0,46.7,35.2,29.5,20.5,9.1,20.7,3.2,0.8,-7.9,2.8,-7.8,13.1,5.3,25.1,-4.3,20.4,19.1,12.3,24.5,7.7,6.4,-6.5,-1.8,58.1
2008-07,13.0,-5.7,3.1,-14.5,46.3,33.0,30.0,20.6,10.6,20.2,1.3,0.3,-8.3,-1.4,-13.6,13.0,3.2,32.6,-6.3,20.0,16.9,14.0,16.8,8.3,5.9,-8.4,-3.0,55.2
2008-08,9.7,-6.1,2.2,-14.5,37.3,32.1,23.2,17.4,14.9,17.1,3.1,-0.8,-4.6,0.4,-9.9,7.9,5.2,24.8,-6.0,17.7,17.4,17.4,17.2,9.8,6.9,-3.3,0.7,49.8
2008-09,10.9,-9.5,-1.0,-18.0,38.2,36.9,17.1,16.9,10.9,16.8,3.3,-1.9,-6.0,1.9,-13.3,9.4,4.5,22.0,-6.5,19.1,21.0,25.6,18.1,11.7,6.9,-2.1,3.4,54.9
2008-10,5.8,-10.0,0.1,-20.2,48.4,25.4,16.0,12.3,5.6,16.0,4.5,-1.3,-9.3,-0.4,-11.4,7.3,2.8,24.2,-7.1,22.2,21.7,24.8,18.1,8.6,5.9,-6.4,-4.5,56.5
2008-11,2.3,-13.5,-5.3,-21.7,35.6,9.2,-1.2,-1.3,-4.5,2.4,12.0,-10.1,-19.2,0.7,-22.8,-6.9,-12.0,16.3,-17.0,15.8,11.7,10.7,8.7,-12.5,-5.9,-13.3,-13.0,53.4
2008-12,-1.3,-18.8,-11.4,-26.3,21.8,12.3,-1.8,1.6,4.0,2.5,5.6,-13.7,-24.9,1.4,-27.2,-12.5,-19.9,10.5,-20.3,12.5,7.8,10.0,1.0,-10.3,-5.8,-17.8,-24.9,43.6
2009-01,-9.2,-22.7,-15.1,-30.3,23.5,21.9,-1.9,4.6,2.4,9.7,6.2,-15.1,-24.9,2.4,-31.6,-11.3,-20.6,13.4,-24.1,10.6,9.4,17.9,-0.3,6.0,4.1,-25.1,-34.0,52.9
2009-02,-16.3,-28.4,-20.9,-35.8,14.0,-24.9,-22.2,-17.3,-17.5,-27.9,4.8,-20.6,-33.4,-2.6,-39.6,-24.9,-31.3,13.3,-28.0,-12.0,-13.6,-16.1,-12.8,-15.7,-14.7,-28.9,-34.1,51.1
2009-03,-20.5,-29.9,-21.8,-38.1,12.1,-20.7,-16.5,-14.3,-1.9,0.2,5.9,-21.4,-30.8,-1.1,-39.9,-25.3,-30.2,2.7,-26.7,-15.9,-19.0,-23.4,-17.6,-17.1,-19.8,-32.2,-33.9,44.6
2009-04,-22.7,-32.9,-23.0,-42.8,9.8,-19.2,-33.2,-25.0,-25.9,-7.2,22.4,-19.2,-31.7,-3.4,-42.9,-18.2,-32.6,0.6,-30.4,-19.2,-18.1,-14.9,-20.3,-13.0,-13.8,-31.1,-33.4,47.0
2009-05,-25.5,-35.4,-27.0,-43.9,-1.2,-13.3,-34.3,-18.9,-22.5,-5.3,9.1,-15.6,-26.6,-6.7,-41.4,-12.1,-31.0,-1.8,-29.2,-15.2,-15.5,-14.5,-16.8,-14.4,-14.8,-30.9,-34.3,38.8
2009-06,-27.8,-36.0,-26.5,-45.6,-1.7,-9.8,-36.1,-18.2,-24.2,-4.8,8.8,-16.0,-22.8,-4.8,-40.4,-12.6,-24.1,1.7,-22.9,-15.0,-16.7,-20.4,-14.7,-17.9,-20.7,-24.9,-30.0,33.3
2009-07,-30.3,-37.1,-26.2,-48.1,1.9,-11.1,-33.5,-18.7,-13.0,-8.0,11.5,-14.5,-21.6,-3.7,-37.7,-9.5,-23.1,0.6,-22.7,-13.4,-13.3,-10.0,-16.4,-15.2,-18.1,-30.0,-32.9,35.8
2009-08,-31.7,-39.0,-26.9,-51.1,1.5,-5.3,-36.8,-17.0,-13.7,-6.2,8.8,-14.1,-20.4,-4.9,-38.3,-8.8,-17.8,4.0,-23.2,-12.2,-12.5,-8.1,-17.2,-16.0,-19.3,-29.1,-32.2,29.3
2009-09,-34.5,-38.6,-25.9,-51.4,-3.0,-4.3,-7.6,-4.1,-4.9,-7.4,0.5,-13.3,-21.5,-7.5,-36.5,-10.9,-18.0,2.4,-22.7,-11.1,-10.7,-8.3,-12.7,-21.9,-17.4,-32.4,-33.8,33.6
2009-10,-34.0,-40.2,-27.0,-53.3,-2.7,-11.6,-26.1,-15.2,-15.3,-14.3,8.0,-14.1,-18.9,-6.1,-39.1,-9.3,-16.7,2.2,-26.1,-9.1,-11.3,-13.3,-11.6,-15.0,-15.9,-36.5,-35.3,41.5
2009-11,-34.6,-41.9,-28.1,-55.7,-6.3,-5.3,-21.5,-11.8,-13.6,-6.7,8.5,-13.6,-18.2,-5.9,-38.5,-8.2,-15.6,5.2,-25.1,-11.1,-11.0,-9.8,-12.1,-21.8,-16.2,-33.8,-37.4,43.3
2009-12,-36.1,-41.0,-26.5,-55.6,-6.0,-3.1,-22.6,-11.4,-10.8,-7.1,8.5,-10.5,-17.9,-6.4,-36.0,-2.1,-11.3,4.7,-22.8,-8.8,-7.8,-11.4,-3.1,-23.2,-19.3,-26.8,-22.6,40.2
2010-01,-31.7,-41.8,-27.8,-55.9,2.5,-7.1,-19.5,-11.0,-18.9,-18.0,6.3,-9.8,-16.4,-8.7,-34.2,-3.9,-20.7,2.9,-19.5,-6.0,-7.3,-13.4,-2.3,-22.3,-16.5,-35.2,-38.2,49.8
2010-02,-31.2,-41.6,-27.8,-55.5,-1.3,-7.8,-24.5,-12.9,-9.9,-13.6,6.3,-11.3,-16.4,-10.2,-36.6,-7.4,-17.2,2.3,-22.1,-13.2,-10.2,-11.1,-6.2,-13.3,-15.3,-34.2,-36.7,48.7
2010-03,-28.9,-41.6,-27.0,-56.2,-2.4,-6.6,-20.5,-10.5,-12.5,-14.4,4.4,-11.2,-16.2,-9.9,-33.9,-9.7,-9.7,4.1,-21.9,-9.9,-6.1,-1.7,-6.7,-7.7,-20.2,-33.5,-32.5,43.4
2010-04,-28.8,-40.3,-26.5,-54.1,8.7,-7.2,-9.4,-6.5,-11.9,-8.9,2.7,-10.1,-11.9,-7.8,-34.2,-4.0,-12.8,5.0,-22.0,-6.1,-2.4,1.5,-2.7,-6.6,-15.9,-34.7,-35.1,38.6
2010-05,-32.5,-40.1,-22.9,-57.2,2.7,-14.4,-20.1,-12.6,-7.1,-10.9,3.2,-10.1,-18.5,-4.9,-31.1,-4.1,-3.4,5.7,-17.6,-12.2,-11.9,-9.0,-14.6,-3.3,-13.7,-46.4,-54.8,54.1
2010-06,-32.4,-41.2,-23.7,-58.7,0.2,-16.4,-19.9,-13.3,-9.8,-12.6,3.5,-8.7,-16.0,-5.8,-29.4,-2.6,-1.7,6.6,-15.4,-10.0,-12.5,-13.8,-13.7,-7.0,-17.3,-53.1,-67.4,44.8
2010-07,-28.2,-41.3,-23.4,-59.2,20.5,-27.0,-20.4,-16.7,-13.8,-12.6,2.6,-8.1,-13.1,-6.5,-27.3,-3.6,-3.7,20.9,-15.4,-7.7,-9.4,-12.0,-8.4,-15.6,-16.9,-52.0,-60.4,52.0
2010-08,-25.8,-38.3,-20.1,-56.5,8.9,-16.5,-16.7,-12.0,-6.0,-12.1,2.7,-7.4,-15.9,-5.8,-26.2,-1.9,-0.3,13.1,-13.6,-7.0,-7.7,-7.4,-8.7,-13.1,-12.6,-45.7,-52.3,48.6
2010-09,-25.6,-38.0,-19.5,-56.5,3.5,-11.2,-21.6,-11.6,-5.1,-12.8,2.0,-6.4,-8.8,-3.8,-24.5,1.6,-4.2,11.5,-12.4,-8.0,-7.8,-3.1,-12.5,-8.3,-12.0,-45.8,-50.0,46.4
2010-10,-23.7,-37.6,-19.9,-55.4,2.0,-7.0,-19.7,-9.2,-5.7,-7.1,0.8,-4.4,-7.4,-3.9,-23.8,6.7,1.7,12.5,-12.1,-7.8,-7.5,-1.1,-13.5,-10.8,-14.6,-46.0,-49.8,53.2
2010-11,-20.4,-34.7,-15.8,-53.6,0.9,-4.8,-16.6,-7.7,-2.9,-9.3,1.9,-5.0,-9.5,-4.2,-21.6,2.6,0.4,12.7,-8.9,-4.5,-1.7,5.1,-5.6,-11.9,-13.6,-44.4,-47.2,49.9
2010-12,-18.8,-32.7,-14.3,-51.2,-3.4,-2.3,-12.7,-5.8,-3.9,-7.3,2.5,-4.3,-8.0,-5.0,-20.0,2.1,1.7,11.9,-9.1,-3.2,-0.8,6.1,-5.2,-11.7,-13.5,-45.6,-50.8,48.5
2011-01,-20.1,-30.7,-10.8,-50.6,5.1,-4.0,-9.9,-5.1,-6.9,-7.2,1.3,-4.3,-4.9,-5.6,-21.2,2.9,1.1,11.7,-11.1,-4.7,-2.8,3.6,-7.2,-10.6,-16.1,-41.4,-43.7,51.8
2011-02,-17.2,-27.1,-7.0,-47.2,9.6,8.4,-4.4,0.6,-1.1,1.2,2.2,-2.7,-0.2,0.3,-17.6,9.9,10.7,13.3,-7.3,-3.6,0.9,5.5,0.9,-2.4,-8.3,-41.4,-41.7,53.1
2011-03,-16.5,-27.1,-8.3,-45.9,18.4,-4.2,-1.6,-2.8,0.9,-0.9,2.6,-0.3,-2.2,-2.2,-17.0,14.0,7.1,16.7,-6.9,-2.4,1.0,2.2,3.1,-0.9,-1.4,-37.8,-36.4,56.4
2011-04,-14.7,-28.1,-9.5,-46.7,15.3,3.1,-6.3,-1.6,2.4,0.4,1.5,-2.3,-3.2,-1.2,-15.6,7.5,7.2,12.8,-9.6,-0.3,1.3,1.2,2.9,1.9,-0.2,-37.3,-34.8,50.9
2011-05,-13.0,-25.8,-8.1,-43.6,15.8,1.3,-7.0,-2.6,0.5,4.7,2.2,-3.0,-4.2,-3.0,-16.4,4.3,5.6,12.1,-9.3,-1.8,0.1,6.4,-4.3,-1.8,-8.2,-34.8,-35.9,56.1
2011-06,-10.2,-25.2,-8.8,-41.7,11.8,0.7,2.6,0.0,2.7,3.4,3.3,-2.6,-1.2,-1.6,-16.9,7.6,5.7,10.0,-8.5,-1.1,0.4,4.4,-2.2,-5.2,-6.4,-35.2,-35.3,51.0
2011-07,-10.6,-22.2,-6.0,-38.4,13.6,4.8,-0.3,0.8,0.6,4.4,2.2,-2.2,2.5,-2.6,-17.5,8.3,3.6,11.0,-11.0,1.3,3.2,7.8,0.4,2.8,3.1,-36.9,-41.2,53.7
2011-08,-11.7,-23.8,-8.1,-39.5,9.8,5.4,1.2,1.4,1.8,4.7,2.5,-2.8,-1.0,-1.9,-17.2,6.8,1.3,10.7,-10.6,0.7,-2.4,-6.7,-1.3,-7.2,-7.0,-31.0,-31.5,46.5
2011-09,-8.8,-22.7,-7.5,-38.0,5.5,15.7,4.2,5.7,5.8,9.0,2.8,-2.8,-0.7,-1.4,-17.5,7.8,4.3,10.2,-10.5,3.6,0.1,-2.4,-0.8,-6.7,-4.0,-34.1,-35.2,45.7
2011-10,-8.6,-21.8,-6.7,-37.0,-0.1,10.7,10.1,6.0,7.0,7.4,2.8,-3.6,0.8,-1.9,-16.8,4.2,5.0,10.0,-10.0,2.3,1.0,1.0,-0.2,-4.4,-5.1,-35.1,-39.4,47.3
2011-11,-10.7,-22.8,-8.3,-37.2,-0.5,10.4,5.8,4.7,7.3,8.8,2.2,0.0,1.5,-1.0,-15.5,14.5,6.9,4.6,-6.3,0.7,-1.6,-4.4,-1.0,-10.9,-4.4,-32.9,-35.6,42.1
2011-12,-11.6,-23.4,-8.2,-38.6,2.1,8.7,2.4,3.2,3.6,10.5,1.4,-4.0,-2.4,-0.8,-18.0,5.2,0.3,9.5,-11.9,1.0,-1.7,-0.2,-5.8,-7.9,-2.3,-33.7,-38.8,44.8
2012-01,-9.6,-22.2,-8.1,-36.3,3.9,11.1,6.6,4.8,-0.5,7.8,3.2,-2.4,-0.8,-1.9,-16.6,7.5,9.9,7.2,-13.6,5.5,4.8,6.2,2.6,-1.3,-1.2,-32.7,-36.7,44.5
2012-02,-9.9,-25.8,-13.4,-38.1,3.2,2.2,1.1,0.2,6.8,7.2,2.7,-3.8,0.8,-0.3,-17.9,6.1,-4.9,3.8,-13.5,2.4,4.0,3.8,5.9,0.6,-5.9,-32.3,-31.3,40.6
2012-03,-12.0,-24.0,-9.4,-38.7,9.2,6.0,-3.2,0.3,3.8,12.3,1.7,-3.3,1.2,-1.7,-18.6,7.1,-2.1,8.5,-15.4,-2.4,-0.1,5.2,-3.0,1.7,-3.1,-34.1,-33.0,48.5
2012-04,-11.5,-21.7,-7.9,-35.5,10.0,7.7,10.5,5.3,4.8,10.4,2.4,-2.3,0.3,-1.4,-17.1,8.6,3.6,6.4,-16.1,-0.1,1.2,3.8,-0.1,0.6,-1.3,-30.1,-30.2,44.9
