country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
2002-02,64.4,-12.3,4.8,-29.4,75.3,51.1,15.3,18.9,2.0,20.4,9.8,-0.5,-10.9,-0.5,-19.8,17.9,27.5,44.9,-1.3,,,,,,,3.2233,-17.0,-5.4,59.6,36.0395,,,32.105,,,,,,,,,,,,-1.81159420289855,-5.07880910683011,54.1954837096909,27.3730684326711,1.58450704225353,33.6523258716818,58.2828282828283,-0.160256410256403,-2.95950155763239,58.7951004082993,61.617077392236,0.517241379310345,-3.47682119205298,53.7,57.6134398418842,-1.2853470437018,0.26109660574412,32.0,38.3297288304775,15.6986917756854,18.8497340425532,4.12491781722551,34.4225839854691,10.9709271193333
2002-03,58.5,-19.2,-8.1,-30.4,75.3,44.6,16.0,17.1,2.0,21.9,9.3,-1.2,-11.3,-0.4,-19.8,15.9,26.2,46.3,-1.7,,,,,,,3.27657,-19.2,-6.2,54.6,35.59142857,,,32.83904762,,,,,,,,,,,,1.4760147601476,-1.43369175627238,54.9954170485793,-6.75909878682843,-3.23741007194245,36.9476574852292,54.3434343434343,0.802568218298556,-1.72143974960876,63.4947087742688,62.1115964724306,0.857632933104619,-1.50753768844223,58.4,58.1075516758626,1.82291666666668,1.29533678756477,36.3,39.0284478456164,17.8985084576285,19.248670212766,3.7607182997209,37.3789897841462,11.3835127831591
2002-04,79.4,-22.3,-15.1,-29.5,5.3,31.0,26.3,18.1,1.0,18.9,3.1,-5.4,-8.6,-1.2,-15.9,-1.4,30.0,44.7,4.9,,,,,,,3.31017,-18.7,-6.3,60.2,34.80545455,,,29.33545455,,,,,,,,,,,,3.63636363636364,8.9866156787763,56.9952503958004,12.639405204461,8.02139037433154,51.6268619455771,61.2121212121212,1.75159235668789,0.788643533123029,65.0945754520457,63.1995384488585,0.850340136054429,0.0,60.7,58.601663509841,3.3248081841432,7.73333333333332,39.9,40.3260688737315,19.9983334722107,20.4454787234043,19.5496866062192,79.9772802228004,13.6089538570456
2002-05,59.4,-23.3,-15.8,-30.8,39.8,29.3,21.5,15.9,1.0,19.2,3.2,-4.2,-11.4,4.7,-16.7,8.7,21.4,37.9,1.9,,,,,,,3.34909,-15.6,-7.4,59.7,33.21157895,,,29.84263158,,,,,,,,,,,,-0.877192982456152,2.54083484573502,56.4952920589951,-4.2904290429043,1.57618213660242,55.9207788965632,58.5858585858586,-8.76369327073552,-8.18897637795276,62.7947671027414,57.66092475068,-5.39629005059021,-6.65557404326123,58.9,55.4393477723791,-3.96039603960397,3.46666666666665,37.8,38.7289968391283,19.1984001333222,19.8470744680851,23.8791383312294,112.749143296734,16.8586547740027
2002-06,40.3,-27.0,-19.0,-35.1,73.3,15.7,9.1,3.9,-2.0,12.4,13.1,-3.7,-14.6,11.3,-18.0,18.1,13.4,31.8,-1.7,65.7,20.2,-2.2,-3.0,-48.4,0.0,3.339225,-20.5,-14.4,62.0,30.8635,,,27.8045,,,,,,,,,,,,5.13274336283185,8.59232175502741,59.3950504124656,0.862068965517247,2.45183887915935,61.113422651244,59.0909090909091,7.8902229845626,1.12540192926045,63.6946921089909,62.2105002884695,4.63458110516935,1.55709342560556,59.7,58.008729309067,1.54639175257735,3.95778364116096,38.2,39.3278988521045,19.5983668027664,20.3457446808511,3.64222083429211,103.655976488066,17.4726842105628
2002-07,25.1,-29.7,-14.4,-45.0,77.3,24.5,9.7,11.3,3.0,15.4,0.3,-1.2,-14.9,9.6,-19.4,25.3,13.4,41.4,-4.0,53.7,21.7,10.6,0.7,0.6,0.0,3.297904,-22.9,-16.8,62.4,29.12956522,,,24.54869565,,,,,,,,,,,,-32.6599326599327,-27.9279279279279,39.9966669444213,3.24786324786325,5.59440559440557,64.3088957310477,61.010101010101,0.635930047694761,0.158227848101277,67.1944004666278,62.6061155526251,1.02214650766608,0.508474576271187,62.7,58.601663509841,1.77664974619289,4.69973890339425,41.4,40.0266178672434,21.7981834847096,21.1436170212766,-3.1732690538869,90.9194665499289,16.9182289296256
2002-08,21.2,-23.0,-11.7,-34.4,57.3,18.1,18.6,11.6,8.0,16.9,2.0,0.5,-13.8,5.7,-16.8,24.0,18.2,32.0,-8.3,53.7,25.9,21.2,2.8,-34.4,2.0,3.30937,-18.5,-10.7,56.4,27.62227273,,,23.27363636,,,,,,,,,,,,1.99999999999998,-27.787610619469,40.7966002833097,5.62913907284768,12.1265377855888,72.9965881667637,64.4444444444444,1.42180094786729,3.0497592295345,63.1947337721857,63.4962498969752,2.02360876897133,4.49050086355787,58.9,59.7875319113893,-0.249376558603487,3.62694300518135,42.0,39.9268008650807,22.3981334888759,21.4428191489362,7.53148697119084,76.9570783639916,18.1924231372166
2002-09,6.7,-26.8,-19.3,-34.2,51.3,23.1,19.8,10.8,7.0,15.2,10.7,-0.8,-12.8,8.0,-18.2,23.7,3.4,30.5,-9.4,52.3,27.8,26.1,4.9,-35.4,0.0,3.311614,-14.2,-5.2,50.7,26.47761905,,,23.27333333,,,,,,,,,,,,3.18627450980394,-24.2805755395683,42.0964919590034,-8.15047021943572,1.91304347826088,69.4016809519847,59.1919191919192,-0.311526479750765,1.91082802547771,65.0945754520457,63.2984422648974,0.0,3.06643952299828,61.2,59.7875319113893,-0.500000000000018,2.05128205128204,41.5,39.7271668607553,22.2981418215149,21.5425531914894,17.2872036615364,107.979635656507,21.3373843759157
2002-10,1.8,-26.8,-17.0,-36.6,60.3,15.4,21.5,12.0,1.0,11.4,0.9,-0.8,-12.9,7.7,-19.9,25.2,10.4,27.2,-9.0,48.6,35.1,34.7,22.0,-34.4,-1.0,3.324222,-14.2,-4.3,50.0,24.15956522,,,20.39565217,,,,,,,,,,,,-0.950118764845605,-25.1346499102334,41.6965252895592,4.43686006825936,4.08163265306121,77.9895148539569,61.8181818181818,0.156249999999975,2.39616613418529,69.8941754853762,63.3973460809363,0.0,3.77358490566037,65.7,59.7875319113893,-0.753768844221091,2.33160621761658,43.6,39.4277158542672,23.9980001666528,21.6422872340426,6.75536163001344,132.895631480537,22.7788018528948
2002-11,-8.1,-27.8,-19.7,-36.0,58.3,11.7,22.5,11.4,0.0,11.9,0.1,0.0,-14.2,2.2,-18.2,20.3,16.8,26.1,-9.4,44.7,37.2,38.2,28.8,-0.4,1.0,3.354467,-13.7,-1.0,47.4,22.33190476,,,21.30571429,,,,,,,,,,,,4.79616306954437,-19.5211786372007,43.6963586367803,6.86274509803922,12.1783876500858,76.7912124490305,66.060606060606,0.156006240249621,3.0497592295345,68.4942921423215,63.4962498969752,0.330578512396719,5.01730103806231,64.1,59.9851766449806,1.0126582278481,1.78571428571428,42.6,39.826983862918,23.7980168319307,22.3404255319149,0.176991150442472,123.730609361841,22.8191183163512
2002-12,-12.9,-26.8,-18.3,-35.3,57.3,15.2,18.8,11.5,0.0,11.2,-0.5,-1.4,-13.7,2.9,-18.5,17.1,9.8,29.5,-10.3,44.7,27.3,6.8,30.4,-36.4,-36.0,3.365384,-11.0,3.8,51.2,20.95052632,,19.25,17.58736842,,,,,,,,,,,,1.37299771167046,-19.4545454545455,44.2963086409466,-5.19877675840979,4.37710437710439,74.8939003078971,62.6262626262626,-1.09034267912771,3.2520325203252,57.3952170652446,62.8039231847029,-1.64744645799013,4.73684210526316,52.4,58.9969529770238,-1.00250626566416,2.33160621761658,47.6,39.4277158542672,26.9977501874844,22.2406914893617,-2.14321275484803,116.137640637781,22.3300560620513
2003-01,-18.2,-22.8,-7.7,-37.9,56.3,33.4,14.1,15.1,2.0,15.4,2.0,1.3,-17.6,2.3,-20.4,26.6,-14.4,28.3,-9.0,39.9,13.6,-2.0,3.1,0.6,-36.0,3.3448,-11.0,2.8,50.0,19.784,,19.0,19.2505,,,,,,,,,,,,-0.677200902934534,-20.2898550724638,43.9963336388634,8.06451612903226,47.9028697571744,35.649496546559,67.6767676767677,-0.629921259842527,1.12179487179488,56.6952753937172,62.4083079205473,-0.167504187604703,2.75862068965517,51.3,58.8981306102281,0.25316455696202,1.79948586118251,31.9,39.5275328564299,18.2984751270728,22.5398936170213,9.24517297860724,131.527942143327,24.394508371208
2003-02,-28.6,-20.0,-0.3,-39.7,67.3,34.5,2.8,10.9,5.0,19.7,4.6,3.2,-14.9,4.2,-20.7,34.5,-3.9,25.8,-9.2,36.6,14.1,-3.5,9.0,30.6,0.0,3.288395,-14.0,-3.6,53.2,19.35,,18.5,18.953,,,,,,,,,,,,1.8181818181818,-17.3431734317343,44.7962669777518,-15.9701492537314,-2.42634315424612,32.2543063992677,56.8686868686869,-1.42630744849446,-0.160513643659722,58.195150404133,61.5181735761971,-2.01342281879195,0.17152658662092,53.4,57.7122622086799,0.757575757575757,3.90625,33.2,39.826983862918,19.2983918006833,23.1382978723404,-1.06828262635097,119.980552363393,24.1339060764946
2003-03,34.4,-16.8,3.8,-37.4,66.3,32.5,14.1,14.4,2.0,15.3,3.3,5.4,-11.3,3.4,-17.8,37.4,13.0,22.5,-8.5,34.7,19.1,10.0,12.5,34.6,1.0,3.31345,-13.9,-3.1,50.6,18.34142857,,18.5,20.69761905,,,,,,,,,,,,2.67857142857145,-16.3636363636364,45.9961669860845,-24.5115452930728,-21.003717472119,29.3584089206957,42.9292929292929,-1.28617363344051,-2.22929936305733,62.7947671027414,60.7269430478859,-1.88356164383562,-2.55102040816327,57.7,56.6252161739274,1.75438596491229,3.83631713554987,38.2,40.5257028780569,22.3981334888759,23.936170212766,-3.71822544719741,104.124627274387,23.2365530393557
2003-04,80.3,-5.1,6.1,-16.2,53.3,37.4,17.1,17.7,13.0,20.6,1.5,10.7,-6.5,0.6,-6.2,39.0,26.6,22.7,-3.0,72.1,36.6,19.3,18.6,7.6,6.0,3.370267,-14.6,-6.7,57.5,18.4547619,,18.25,19.10095238,,,,,,,,,,,,-4.78260869565218,-23.1578947368421,43.7963503041413,46.5882352941176,2.80528052805281,52.7253058167596,62.9292929292929,2.28013029315962,-1.72143974960876,62.6947754353804,62.1115964724306,2.44328097731242,-1.01180438448565,58.4,58.008729309067,2.70935960591133,3.21782178217824,40.9,41.6236899018466,24.1979835013749,24.6343085106383,4.07824992994234,77.7079855031152,24.1841977474042
2003-05,27.5,-8.4,2.1,-18.8,49.3,49.3,27.2,25.2,16.0,26.0,1.1,10.0,-9.3,0.2,-6.9,37.1,18.9,21.2,-6.2,32.3,35.3,47.9,25.7,6.6,-30.0,3.250171,-14.4,-6.1,51.4,18.38571429,,18.25,18.88761905,,,,,,,,,,,,3.19634703196346,-20.0,45.1962336471961,-0.160513643659712,7.24137931034484,58.8166763751352,62.8282828282828,-0.318471337579622,7.37564322469983,64.6946087826015,61.9137888403528,1.02214650766608,5.70409982174687,60.5,58.601663509841,1.1990407673861,8.76288659793818,40.3,42.1227749126601,23.9980001666528,25.4321808510638,-0.0555686043114382,43.372998915223,24.170758926252
2003-06,27.5,-4.2,5.3,-13.8,47.3,44.8,24.1,23.0,13.0,21.3,-0.2,9.7,-7.6,-1.8,-3.1,30.3,13.5,28.3,-1.3,52.3,49.1,47.5,47.6,-4.4,5.0,3.261643,-19.3,-10.8,57.4,19.08285714,,18.25,18.84380952,,,,,,,,,,,,2.21238938053098,-22.2222222222222,46.1961503208066,-2.2508038585209,3.93162393162394,63.9094615960722,61.4141414141414,2.07667731629393,1.58982511923688,66.0944921256562,63.1995384488585,1.51770657672852,2.55536626916525,62.1,59.4910648110022,0.0,7.10659898477158,41.3,42.1227749126601,24.6979418381802,25.4321808510638,3.69478740356067,43.4457166418218,25.0638170824042
2003-07,30.1,-4.0,7.7,-15.7,35.3,39.4,22.5,20.0,8.0,23.0,1.9,8.6,-3.9,-0.1,-3.9,29.5,24.7,23.2,2.1,41.2,30.1,23.8,25.2,23.6,-10.0,3.267661,-17.2,-6.4,54.6,19.03434783,,19.25,18.61,,,,,,,,,,,,5.41125541125542,21.75,48.6959420048329,-0.164473684210509,0.496688741721876,64.7083298660231,61.3131313131313,-1.25195618153364,-0.315955766192737,67.594367136072,62.4083079205473,-1.99335548172759,-0.505902192242834,62.7,58.305196409454,1.42180094786728,6.73316708229426,44.2,42.7216769256363,26.7977668527623,26.030585106383,1.54608972516417,50.4372962969029,25.4513261830492
2003-08,22.1,-5.1,4.5,-14.8,30.3,42.1,21.4,21.4,5.0,23.0,-0.5,10.0,-2.8,-1.2,-4.3,33.1,21.7,23.0,-1.4,44.0,35.0,29.8,31.3,8.6,13.0,3.335914,-18.2,-12.0,52.1,20.09285714,,19.25,19.22238095,,,,,,,,,,,,-3.08008213552362,15.6862745098039,47.1960669944171,2.30642504118614,-2.66457680250784,70.0008321544478,62.7272727272727,-0.475435816164814,-2.18068535825544,60.4949587534372,62.1115964724306,-0.508474576271168,-2.97520661157023,55.2,58.008729309067,1.63551401869158,8.74999999999999,45.2,43.4203959407752,27.5977001916507,26.6289893617021,-0.286872975694744,39.4993564895553,25.3783132062741
2003-09,22.8,-2.0,9.8,-13.9,29.3,34.1,21.0,18.7,9.0,22.7,-0.9,8.6,-6.8,-0.8,-2.7,27.7,10.3,19.3,-1.9,28.9,24.9,19.8,26.0,-26.4,-20.0,3.379932,-15.6,-9.6,54.0,20.82954545,,20.25,19.31454545,,,,,,,,,,,,-0.847457627118655,11.1638954869359,46.7961003249729,5.79710144927536,12.1160409556314,79.2876757926271,66.3636363636364,-1.11464968152867,-2.96875000000001,64.4946254478794,61.4192697601582,-2.0442930153322,-4.9586776859504,59.7,56.8228609075187,1.37931034482759,10.8040201005025,46.5,44.0192979537515,28.6976085326223,27.2273936170213,2.31359661094674,21.6900091551902,25.9654650005299
2003-10,17.9,-0.3,10.7,-11.3,17.3,33.9,25.7,19.6,4.0,22.5,0.9,10.2,-8.9,-2.1,-0.8,29.2,12.6,17.9,-0.8,31.4,20.9,8.9,22.4,-12.4,-14.0,3.315717,-13.1,-1.4,46.9,21.34347826,,21.25,19.96565217,,,,,,,,,,,,5.55555555555556,18.4652278177458,49.3958836763603,-1.97869101978691,5.22875816993466,83.2820171423816,65.050505050505,-0.161030595813197,-3.27613104524179,68.2943088075994,61.3203659441194,0.695652173913018,-4.29752066115703,63.4,57.2181503747015,2.49433106575964,14.4303797468354,50.0,45.1172849775412,31.2973918840097,28.2247340425532,1.18719853160883,15.3428823404191,26.2737266197416
2003-11,17.5,0.0,12.0,-12.0,19.3,35.0,21.3,18.1,8.0,25.6,1.9,6.3,-7.1,-0.5,-1.2,19.5,14.4,19.0,2.6,23.9,14.2,2.2,16.4,-13.4,-11.0,3.41088,-17.5,-7.0,52.0,21.6925,,21.25,21.284,,,,,,,,,,,,-0.809716599190283,12.1281464530892,48.9959170069161,-3.41614906832299,-4.89296636085627,72.3974369643006,62.8282828282828,0.322580645161276,-3.11526479750779,65.1945671194067,61.5181735761971,0.690846286701223,-3.9538714991763,59.9,57.6134398418842,-1.54867256637168,11.5288220551378,47.1,44.4185659624023,29.7975168735939,28.2247340425532,4.09352407970849,19.8523429626122,27.3492479455575
2003-12,13.9,-0.9,8.2,-10.1,22.3,39.9,22.0,20.5,4.0,22.8,0.4,10.2,-4.7,-1.8,-3.5,32.2,19.3,17.4,-0.7,17.1,14.2,6.8,18.8,0.6,-28.0,3.301255,-16.2,-4.2,52.4,22.1205,,21.25,20.4995,,,,,,,,,,,,-0.408163265306128,10.1580135440181,48.795933672194,5.62700964630225,5.96774193548388,79.4873928601148,66.3636363636364,0.643086816720265,-1.41732283464568,58.4951254062162,61.9137888403528,0.514579759862798,-1.84254606365158,52.9,57.9099069422713,5.39325842696628,18.7341772151899,56.5,46.8141740143071,36.3969669194234,30.0199468085106,6.86966829446213,30.8910755943813,29.2280505604473
2004-01,14.9,-13.4,0.6,-27.3,58.3,36.0,16.6,17.7,1.0,19.5,-0.6,-1.6,-9.6,2.7,-15.8,13.7,16.8,32.3,-6.0,28.8,25.0,29.1,17.0,3.6,0.0,3.25719,-8.5,-1.1,49.2,22.221,,21.25,21.053,,,,,,,,,,,,0.819672131147563,11.8181818181818,49.1959003416382,-11.8721461187215,-13.5820895522388,29.857701589415,58.4848484848485,0.638977635782755,-0.158478605388266,56.395300391634,62.3094041045084,1.02389078498294,-0.671140939597291,50.4,58.5028411430454,-0.213219616204687,18.1818181818182,37.3,46.7143570121444,24.0979918340138,30.1196808510638,9.51816652051286,31.2181602367146,32.0100250834904
2004-02,14.8,-10.8,4.7,-26.4,46.3,36.6,27.6,21.6,4.0,29.9,-0.7,5.5,-10.9,0.0,-14.7,31.3,3.5,27.8,-8.1,28.3,30.0,45.6,16.1,19.6,-9.0,3.20725,-7.8,2.5,47.3,22.4415,,21.25,21.591,,,,,,,,,,,,1.42276422764226,11.3839285714286,49.8958420131656,11.2262521588947,14.3872113676732,37.3470916202047,65.050505050505,0.317460317460303,1.60771704180064,59.6950254145488,62.5072117365862,0.337837837837806,1.71232876712328,54.7,58.7004858766367,2.13675213675214,19.7994987468672,39.5,47.7125270337714,25.6978585117907,31.1170212765957,10.8394468610011,47.0119864979678,35.4797347426085
2004-03,11.5,-10.2,5.3,-25.7,51.3,42.0,20.5,21.6,5.0,29.1,-2.3,5.0,-10.3,0.2,-14.6,29.8,1.2,26.7,-7.6,27.9,33.2,44.1,27.7,3.6,0.0,3.264557,-12.3,-1.8,46.2,22.5,,21.25,21.00347826,,,,,,,,,,,,2.40480961923848,11.0869565217391,51.0957420214982,-1.7080745341615,48.9411764705882,45.2359157859699,63.9393939393939,-0.316455696202518,2.60586319218242,67.0944087992667,62.3094041045084,-0.336700336700306,3.31588132635257,62.4,58.5028411430454,-1.88284518828453,15.5172413793103,45.0,46.8141740143071,29.3975502041497,30.8178191489362,10.809913740926,69.1949033800583,39.3150634637938
2004-04,10.8,-10.6,4.9,-26.1,53.3,34.2,23.9,19.3,8.0,27.6,0.2,6.0,-9.5,3.5,-6.1,27.6,10.3,30.7,-7.7,32.8,33.8,35.8,32.9,3.6,3.0,3.392338,-6.5,2.4,43.6,22.47190476,,21.25,20.54190476,,,,,,,,,,,,6.84931506849316,24.6575342465753,54.5954503791351,1.73775671406004,3.37078651685394,53.6240326204544,65.050505050505,-1.74603174603176,-1.43312101910829,61.7948504291309,61.2214621280804,-1.6891891891892,-0.851788756388423,57.8,57.5146174750885,0.426439232409397,12.9496402877698,46.4,47.0138080186325,30.3974668777602,30.6183510638298,1.33452208110737,64.7345596617763,39.8397316669195
2004-05,14.3,-7.0,8.1,-22.1,51.3,35.3,20.0,18.6,9.0,26.6,-0.4,2.0,-9.3,1.3,-12.4,19.6,13.7,29.4,-8.1,27.1,23.4,43.5,-0.4,6.6,4.0,3.375776,-8.4,3.7,46.8,22.43142857,,20.75,21.04428571,,,,,,,,,,,,-1.28205128205128,19.2477876106195,53.8955087076077,9.1614906832298,13.0225080385852,65.9066322709495,71.010101010101,4.36187399030693,3.19488817891372,66.5944504624615,63.8918651611308,5.67010309278349,3.70994940978077,62.8,60.7757555793461,0.212314225053074,11.8483412322275,45.4,47.1136250207952,29.8975085409549,31.5159574468085,-2.03506063103571,61.4718391397554,39.0289689722558
2004-06,14.2,-9.0,5.5,-23.5,46.3,37.9,30.6,22.6,8.0,29.1,0.5,3.9,-8.6,-0.2,-10.7,22.2,12.7,25.8,-6.6,73.1,63.8,53.3,65.2,11.6,8.0,3.356964,-7.4,6.9,46.0,21.70863636,,20.0,20.67181818,,,,,,,,,,,,0.0,16.6666666666667,53.8955087076077,-6.68563300142249,7.89473684210524,70.1006906881917,66.2626262626262,-2.47678018575849,-1.40845070422534,67.494375468711,62.3094041045084,-4.22764227642276,-2.15946843853822,63.8,58.2063740426583,1.69491525423728,13.7440758293839,48.0,47.9121610380968,31.7973502208149,31.8151595744681,5.30693238009705,63.9822451190661,41.1002099642624
2004-07,10.9,-9.7,2.3,-21.7,52.3,34.6,23.6,19.4,8.0,26.2,-0.1,6.1,-9.9,-1.8,-7.8,24.5,7.4,24.1,-5.7,55.8,45.0,43.8,35.5,13.6,20.0,3.339514,-6.1,5.7,47.7,20.78045455,,18.75,19.25,,,,,,,,,,,,-1.66975881261596,8.82956878850102,52.9955837013582,1.9817073170732,10.2141680395387,71.0992760256304,67.5757575757576,1.74603174603172,1.58478605388271,67.2943921339888,63.3973460809363,2.20713073005095,2.03389830508477,62.7,59.4910648110022,1.04166666666667,13.3177570093458,49.5,48.4112460489103,33.1972335638697,32.4135638297872,9.91616580764989,77.4987071663809,45.1757749316109
2004-08,10.6,-16.0,1.7,-33.7,40.3,41.7,26.5,22.2,14.0,30.2,1.4,4.0,-5.8,-1.2,-10.1,21.1,16.6,17.0,-4.7,42.2,34.9,35.0,27.5,-1.4,6.0,3.361309,-5.9,3.0,49.0,20.05,,18.75,19.415,,,,,,,,,,,,6.41509433962262,19.4915254237288,56.395300391634,-8.52017937219733,-1.44927536231885,69.900973620704,61.8181818181818,0.936037441497688,3.02547770700638,62.6947754353804,63.9907689771697,1.16279069767439,3.74787052810901,57.9,60.182821378572,0.824742268041233,12.4137931034483,52.0,48.8105140575611,35.0970752437297,33.0119680851064,-1.26597030121996,75.7558222057234,44.6038630376308
2004-09,9.2,-14.2,-4.6,-23.9,45.3,37.6,29.4,22.8,8.0,28.5,-1.5,6.1,-6.8,-4.7,-7.6,21.4,13.7,19.0,-3.4,46.8,36.2,41.7,20.0,6.6,8.0,3.362127,-6.7,3.9,52.1,19.18863636,,18.75,18.31318182,,,,,,,,,,,,1.9503546099291,22.8632478632479,57.4952087326056,1.79738562091504,-5.17503805175038,75.4930515103603,62.9292929292929,-2.16383307573416,1.93236714975846,67.1944004666278,62.6061155526251,-2.29885057471263,3.47826086956521,62.8,58.7993082434324,2.65848670756648,13.8321995464853,52.7,50.1081350856763,36.0969919173402,34.3085106382979,1.31543799270685,74.0411704443591,45.1905991982427
2004-10,10.4,-11.4,1.6,-24.4,38.3,37.6,33.6,23.8,8.0,31.5,-0.1,3.6,-10.9,0.9,-10.9,22.6,21.7,23.6,-0.9,39.7,33.1,29.0,30.7,5.6,6.0,3.288148,-5.9,7.7,48.2,19.0,,17.75,18.65809524,,,,,,,,,,,,-2.78260869565217,13.1578947368421,55.8953420548288,-3.69181380417336,-6.83229813664597,77.5900807189814,60.6060606060606,1.26382306477091,3.38709677419352,67.9943338055162,63.3973460809363,1.17647058823531,3.97236614853198,63.3,59.4910648110022,1.19521912350598,12.3893805309735,55.1,50.7070370986525,38.0968252645613,35.1063829787234,8.05656981859764,85.856433998977,48.8314113740918
2004-11,8.5,-11.7,-0.5,-23.0,35.3,36.4,25.9,21.3,8.0,32.3,-1.6,5.0,-10.1,-2.4,-8.9,21.4,17.0,18.8,-4.3,38.5,32.8,30.9,29.0,-0.3,11.0,3.067732,-2.6,9.4,43.6,18.78318182,,17.0,18.29045455,,,,,,,,,,,,3.75670840787117,18.3673469387755,57.9951670694109,-1.66666666666666,-5.14469453376206,70.3004077556794,59.5959595959596,-0.468018720748809,2.57234726688104,69.1942338138488,63.1006346328196,-0.166112956810644,3.08747855917668,64.2,59.3922424442065,3.74015748031497,18.4269662921348,56.8,52.6035601397438,39.5967002749771,36.7021276595745,9.94240481189356,96.2994670827339,53.686427968265
2004-12,6.1,-11.6,1.4,-24.5,30.3,36.2,29.3,21.8,7.0,30.8,0.0,5.5,-8.6,-2.7,-6.4,20.2,12.8,13.2,-2.2,31.9,30.2,31.8,27.0,-0.3,13.0,2.890977,-4.0,10.4,38.8,17.59772727,,16.5,17.72545455,,,,,,,,,,,,0.517241379310352,19.4672131147541,58.295142071494,-3.22033898305083,-13.089802130898,70.5001248231672,57.6767676767677,-0.783699059561129,1.11821086261981,62.4947921006583,62.6061155526251,0.332778702163049,2.90102389078495,57.1,59.5898871777979,0.379506641366217,12.7931769722815,64.8,52.8031941440692,45.4962086492792,36.9015957446809,9.43295922870275,101.007750100728,58.7506468298583
2005-01,6.6,-11.2,3.4,-25.7,40.4,32.9,30.1,21.1,8.1,27.4,-0.4,3.0,-9.4,3.6,-10.1,22.8,13.8,17.8,1.9,37.1,33.8,42.1,22.1,3.9,2.7,2.907614,0.6,17.2,40.9,16.50714286,,15.75,14.96571429,,,,,,,,,,,,6.51801029159521,26.2195121951219,62.0948254312141,12.4343257443082,10.8808290155441,32.753599067987,64.8484848484848,-1.26382306477093,-0.793650793650794,56.9952503958004,61.8148850243139,-5.47263681592038,-3.71621621621623,50.4,56.3287490735403,0.0,13.034188034188,42.7,52.8031941440692,29.997500208316,37.4002659574468,25.2037466749675,129.796792832565,73.5580110267606
2005-02,3.3,-13.9,-1.6,-26.1,40.3,32.9,20.2,17.0,8.0,26.2,2.0,0.8,-7.9,12.0,-10.6,25.1,8.9,19.6,-1.9,22.5,26.1,26.5,29.2,3.9,4.2,2.82443,-5.2,9.0,46.3,14.082,,14.5,10.951,,,,,,,,,,,,4.99194847020933,30.6613226452906,65.1945671194067,-4.5171339563863,-4.81366459627331,35.649496546559,61.9191919191919,-1.28000000000001,-2.37341772151899,58.195150404133,61.0236544960026,-2.63157894736842,-6.56565656565655,52.3,54.846413571605,1.13421550094518,11.9246861924686,43.9,53.4020961570454,30.8974252145655,37.8989361702128,12.9833463292989,134.241611314816,83.1083023513088
2005-03,2.4,-13.1,0.5,-26.7,37.3,37.7,19.0,18.4,8.7,28.3,1.5,1.6,-10.4,5.7,-11.9,22.4,4.7,15.5,-1.6,25.9,27.2,28.7,27.1,3.1,0.1,2.757039,-8.4,4.9,43.8,11.19478261,,12.5,7.772608696,,,,,,,,,,,,0.306748466257673,27.9843444227006,65.3945504541288,-2.77324632952692,-5.84518167456556,44.8364816509944,60.2020202020202,1.45867098865479,-0.634920634920642,65.794517123573,61.9137888403528,1.08108108108108,-5.2364864864865,60.4,55.4393477723791,3.55140186915888,18.1236673773987,53.0,55.2986191981368,37.3968835930339,39.3949468085106,-6.67131214085791,97.2879635763923,77.563888086485
2005-04,7.5,-12.6,0.3,-25.5,52.7,33.6,19.5,17.9,5.6,29.3,-0.5,-2.5,-14.1,11.6,-12.6,16.7,3.8,25.6,-2.7,26.3,23.1,22.8,20.1,4.7,3.7,2.804071,-11.0,-1.4,50.3,9.938095238,6.75,12.5,7.37952381,,,,,,,,,,,,1.83486238532109,21.978021978022,66.5944504624615,4.0268456375839,-3.72670807453417,49.3301156694682,62.6262626262626,4.31309904153355,5.49273021001616,62.9947504374636,64.5841918734031,9.80392156862745,5.84192439862543,58.7,60.8745779461418,1.26353790613719,19.1082802547771,54.6,55.9973382132757,39.1967336055329,39.9933510638298,-9.99717780540432,75.226301385107,69.8096882816943
2005-05,4.3,-15.4,-3.0,-27.9,43.2,32.0,26.0,18.9,5.7,27.6,1.2,2.4,-12.6,2.4,-6.4,16.1,10.2,17.8,-5.8,27.8,25.1,24.8,22.6,1.9,-1.9,2.850786,-10.0,-3.4,47.0,9.747142857,6.75,12.5,8.019047619,,,,,,,,,,,,5.70570570570573,30.6122448979592,70.3941338221815,-0.483870967741939,-12.2332859174964,54.8223350253807,62.3232323232323,-11.1791730474732,-10.2167182662539,60.7949337555204,57.3642133025632,-11.2012987012987,-11.0569105691057,56.9,54.0558346372396,-9.62566844919788,7.41525423728814,50.8,50.6072200964898,36.3969669194234,36.1037234042553,-1.64265627263687,75.9281806983852,68.6629550582268
