country,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU
1997-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.769230766215627,-0.684345590444029,64.9029735839433,67.305208656232,,,,,,,,,,,,,,,,
1997-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34453056864884,-0.171379607977685,65.126584167902,67.5370956743456,,,,,,,,,,,,,,,,
1997-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25751072015263,-0.428449007267617,64.9588762320005,67.3631804129044,,,,,,,,,,,,,,,,
1998-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602409633339027,0.257289883163093,65.3501947601308,67.7689827010353,,,,,,,,,,,,,,,,
1998-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,65.3501947601308,67.7689827010353,,,,,,,,,,,,,,,,
1998-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.598802390056662,-0.513698623912552,64.9588762320005,67.3631804129044,,,,,,,,,,,,,,,,
1998-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.860585195940546,0.0,65.5179027043024,67.9428979710526,,,,,,,,,,,,,,,,
1998-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.426621165740739,-0.0856164394297299,65.2383894640164,67.6530391876904,,,,,,,,,,,,,,,,
1998-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.256410259619918,65.2383894640164,67.6530391876904,,,,,,,,,,,,,,,,
1998-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.342759203278791,-0.171673809202318,65.0147788800577,67.4211521695768,,,,,,,,,,,,,,,,
1998-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.687876190862117,-1.28205128545548,64.5675576956001,66.9573781161974,,,,,,,,,,,,,,,,
1998-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519480526001141,-0.769230766215627,64.9029735839433,67.305208656232,,,,,,,,,,,,,,,,
1998-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,64.9029735839433,67.305208656232,,,,,,,,,,,,,,,,
1998-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.344530581390965,-0.686695274904294,64.6793629917145,67.0733216295422,,,,,,,,,,,,,,,,
1998-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.518582534766371,-0.946643716807747,64.3439471116413,66.7254910980838,,,,,,,,,,,,,,,,
1999-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.120014232415689,-1.65794386183299,64.2667252174093,66.6454110121168,,,,,,,,,,,,,,,,
1999-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1996007928809,-1.85423538562015,64.1384483243168,66.5123862433179,,,,,,,,,,,,,,,,
1999-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0999999972277802,-1.3617328462868,64.0743098777706,66.4458738589184,,,,,,,,,,,,,,,,
1999-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100100110229227,-2.3012508323914,64.0101714229543,66.3793614659429,,,,,,,,,,,,,,,,
1999-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501002003075919,-1.39109166783064,64.3308636639556,66.7119233965163,,,,,,,,,,,,,,,,
1999-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.199401789104847,-1.58771959526175,64.2025867708631,66.5788986277174,,,,,,,,,,,,,,,,
1999-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.24924228488565,64.2025867708631,66.5788986277174,,,,,,,,,,,,,,,,
1999-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.199800194266867,-0.76392515906354,64.0743098777706,66.4458738589184,,,,,,,,,,,,,,,,
1999-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100100110229227,-1.37559515641343,64.0101714229543,66.3793614659429,,,,,,,,,,,,,,,,
1999-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200400808982246,-1.17795105125296,64.1384483243168,66.5123862433179,,,,,,,,,,,,,,,,
1999-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.200000007349553,-1.03462918898251,64.0101714229543,66.3793614659429,,,,,,,,,,,,,,,,
1999-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300601207013488,-0.219694854176386,64.2025867708631,66.5788986277174,,,,,,,,,,,,,,,,
2000-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0999000971334161,0.0,64.2667252174093,66.6454110121168,,,,,,,,,,,,,,,,
2000-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.698602787951354,-0.499999999032928,63.8177560833155,66.1798243127445,,,,,,,,,,,,,,,,
2000-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.402010052061585,-0.800800804392506,63.5612022888604,65.9137747665706,,,,,,,,,,,,,,,,
2000-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100908170765533,-0.801603197169591,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2000-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.202020209440064,-1.49551345685267,63.3687869409516,65.7142376047961,,,,,,,,,,,,,,,,
2000-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101214572098443,-1.19880120424448,63.4329253874979,65.7807499891956,,,,,,,,,,,,,,,,
2000-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.303336695357122,-1.49850149564475,63.2405100478591,65.5812128359972,,,,,,,,,,,,,,,,
2000-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101419875484449,-1.20120120658875,63.3046484944054,65.6477252203967,,,,,,,,,,,,,,,,
2000-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101317119787716,-1.20240480221429,63.2405100478591,65.5812128359972,,,,,,,,,,,,,,,,
2000-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101419875484449,-1.49999999709884,63.1763716013128,65.5147004515977,,,,,,,,,,,,,,,,
2000-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2030456927347,-1.50300600922777,63.0480946999503,65.3816756742227,,,,,,,,,,,,,,,,
2000-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.79820179992614,63.0480946999503,65.3816756742227,,,,,,,,,,,,,,,,
2001-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101729396981,-1.9960079802819,62.983956253404,65.3151632898233,,,,,,,,,,,,,,,,
2001-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.203665982137466,-1.50753768551183,62.8556793603115,65.1821385210244,,,,,,,,,,,,,,,,
2001-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.10998990444298,62.8556793603115,65.1821385210244,,,,,,,,,,,,,,,,
2001-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.01010100812763,62.8556793603115,65.1821385210244,,,,,,,,,,,,,,,,
2001-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.204081640144567,-1.01214574708573,62.727402458949,65.0491137436494,,,,,,,,,,,,,,,,
2001-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.11223457571763,62.727402458949,65.0491137436494,,,,,,,,,,,,,,,,
2001-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.204498971843266,-1.01419878099858,62.5991255658564,64.9160889748504,,,,,,,,,,,,,,,,
2001-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102459026761964,-1.215805476644,62.5349871110401,64.8495765818749,,,,,,,,,,,,,,,,
2001-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.1156186695601,62.5349871110401,64.8495765818749,,,,,,,,,,,,,,,,
2001-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102564112953903,-0.913705584580307,62.5991255658564,64.9160889748504,,,,,,,,,,,,,,,,
2001-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102459026761964,-0.813835202081926,62.5349871110401,64.8495765818749,,,,,,,,,,,,,,,,
2001-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205128212683181,-0.610376395002963,62.6632640124027,64.9826013592499,,,,,,,,,,,,,,,,
2002-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204708285012312,-0.305498986336564,62.7915409054952,65.1156261280488,,,,,,,,,,,,,,,,
2002-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10214505631072,0.0,62.8556793603115,65.1821385210244,,,,,,,,,,,,,,,,
2002-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102040826650878,-0.102040826650878,62.7915409054952,65.1156261280488,,,,,,,,,,,,,,,,
2002-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102145043140093,-0.204081640144567,62.727402458949,65.0491137436494,,,,,,,,,,,,,,,,
2002-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,62.727402458949,65.0491137436494,,,,,,,,,,,,,,,,
2002-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.204498971843266,-0.204498971843266,62.5991255658564,64.9160889748504,,,,,,,,,,,,,,,,
2002-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307377040652681,0.307377040652681,62.7915409054952,65.1156261280488,,,,,,,,,,,,,,,,
2002-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204290099450848,0.61538462482497,62.9198178068577,65.2486509054238,,,,,,,,,,,,,,,,
2002-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101936796357455,0.717948724554247,62.983956253404,65.3151632898233,,,,,,,,,,,,,,,,
2002-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.614754094516455,62.983956253404,65.3151632898233,,,,,,,,,,,,,,,,
2002-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101832991068742,0.820512824283542,63.0480946999503,65.3816756742227,,,,,,,,,,,,,,,,
2002-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101729396980982,0.716479010740656,63.1122331464965,65.4481880586222,,,,,,,,,,,,,,,,
2003-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.510725228871197,63.1122331464965,65.4481880586222,,,,,,,,,,,,,,,,
2003-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101626013450323,0.306122440481157,63.0480946999503,65.3816756742227,,,,,,,,,,,,,,,,
2003-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.408580185731086,63.0480946999503,65.3816756742227,,,,,,,,,,,,,,,,
2003-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101729396981,0.408997956870538,62.983956253404,65.3151632898233,,,,,,,,,,,,,,,,
2003-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101832991068742,0.511247442792172,63.0480946999503,65.3816756742227,,,,,,,,,,,,,,,,
2003-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101729396980982,0.819672121618248,63.1122331464965,65.4481880586222,,,,,,,,,,,,,,,,
2003-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609756106909313,1.12359551405308,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2003-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.202020209440064,0.713557587645976,63.3687869409516,65.7142376047961,,,,,,,,,,,,,,,,
2003-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202429157247503,0.814663954810559,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2003-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.202020209440064,0.610997959542754,63.3687869409516,65.7142376047961,,,,,,,,,,,,,,,,
2003-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.508646998021945,63.3687869409516,65.7142376047961,,,,,,,,,,,,,,,,
2003-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202429157247503,0.609756106909313,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2004-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303030294623734,0.914634147260301,63.6894791819529,66.0467995353695,,,,,,,,,,,,,,,,
2004-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100704944741425,1.11902340614187,63.7536176367692,66.113311928345,,,,,,,,,,,,,,,,
2004-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201207250847129,0.915564599062908,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2004-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.403225808286011,0.610997959542754,63.3687869409516,65.7142376047961,,,,,,,,,,,,,,,,
2004-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101214572098443,0.406917601040963,63.3046484944054,65.6477252203967,,,,,,,,,,,,,,,,
2004-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101317119787716,0.203252040004333,63.2405100478591,65.5812128359972,,,,,,,,,,,,,,,,
2004-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60851926598373,0.202020196415846,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2004-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.404858301444423,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2004-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201612897644026,0.0,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2004-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202020196415846,0.404858301444423,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2004-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201612910641985,0.607287458691926,63.7536176367692,66.113311928345,,,,,,,,,,,,,,,,
2004-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.40404040585591,63.7536176367692,66.113311928345,,,,,,,,,,,,,,,,
2005-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100603631909503,0.0,63.6894791819529,66.0467995353695,,,,,,,,,,,,,,,,
2005-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100704931756486,-0.201207250847129,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2005-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2005-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201612897644026,0.202429157247503,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2005-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.303951372426935,63.4970638423141,65.8472623821711,,,,,,,,,,,,,,,,
2005-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202020196415846,0.60851926598373,63.6253407354067,65.98028715097,,,,,,,,,,,,,,,,
2005-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302419359463998,0.302419359463998,63.8177560833155,66.1798243127445,,,,,,,,,,,,,,,,
2005-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100502509775704,0.403225808286011,63.8818945298618,66.246336697144,,,,,,,,,,,,,,,,
2005-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200803207288356,0.808080798687584,64.0101714229543,66.3793614659429,,,,,,,,,,,,,,,,
2005-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400801605044694,1.00806451421601,64.2667252174093,66.6454110121168,,,,,,,,,,,,,,,,
2005-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299401202189606,1.10663983425787,64.4591405653182,66.8449481738913,,,,,,,,,,,,,,,,
2005-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0995024848047188,1.20724345319552,64.5232790118644,66.9114605582907,,,,,,,,,,,,,,,,
2006-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19880716437078,1.51057402828729,64.651555913227,67.0444853356657,,,,,,,,,,,,,,,,
2006-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.61290323314401,64.651555913227,67.0444853356657,,,,,,,,,,,,,,,,
2006-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496031745054617,2.11693549025203,64.9722481542283,67.3770472662391,,,,,,,,,,,,,,,,
2006-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0987166803802278,2.42424242211119,65.0363866007745,67.4435596506386,,,,,,,,,,,,,,,,
2006-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.197238666025468,2.22222221267112,64.908109699412,67.3105348732636,,,,,,,,,,,,,,,,
2006-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0988142392580831,2.11693549025203,64.9722481542283,67.3770472662391,,,,,,,,,,,,,,,,
2006-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394866721520945,2.2110552669005,65.2288019404133,67.6430968038369,,,,,,,,,,,,,,,,
2006-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.491642083652377,1.60642569714421,64.908109699412,67.3105348732636,,,,,,,,,,,,,,,,
2006-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988142303393065,2.40480963026822,65.5494941896847,67.9756587429864,,,,,,,,,,,,,,,,
2006-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587084145049238,2.5948103846611,65.9343248772323,68.3747330579593,,,,,,,,,,,,,,,,
2006-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486381322017704,2.7860696515115,66.2550171182336,68.7072949885326,,,,,,,,,,,,,,,,
2006-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193610836842158,2.88270377443111,66.3832940113261,68.8403197573316,,,,,,,,,,,,,,,,
2007-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.869565218257946,3.57142856183483,66.9605400467825,69.4389312340789,,,,,,,,,,,,,,,,
2007-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.574712640129148,2.97619047032764,66.575709359235,69.039856919106,,,,,,,,,,,,,,,,
2007-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385356456467834,2.86278380739806,66.83226315369,69.30590646528,,,,,,,,,,,,,,,,
2007-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0959692871671318,2.85996054928363,66.8964016002363,69.3724188496794,,,,,,,,,,,,,,,,
2007-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0958772744303058,2.96442688469703,66.83226315369,69.30590646528,,,,,,,,,,,,,,,,
2007-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19193857433428,3.06021716815854,66.9605400467825,69.4389312340789,,,,,,,,,,,,,,,,
2007-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14942529260886,3.83480826770274,67.7302014301477,70.2370798726006,,,,,,,,,,,,,,,,
2007-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66287878171587,5.03952569251796,68.1791705642416,70.702666571973,,,,,,,,,,,,,,,,
2007-09,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856067739480744,4.90215263828632,68.7628304484876,71.3079292914482,,,,,,,,,,,,,,,,
2007-10,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01669620559473,5.35019455473759,69.461939536517,72.0329143028426,,,,,,,,,,,,,,,,
2007-11,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1080332340714,6.00193610437414,70.2316009116122,72.8310629327882,,,,,,,,,,,,,,,,
2007-12,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6392694122535,6.47342995952671,70.680570053976,73.2966496407366,,,,,,,,,,,,,,,,
2008-01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36116152185712,6.99233716891513,71.64264677698,74.2943354324568,,,,,,,,,,,,,,,,
2008-02,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984780658293079,8.67052022704928,72.348169705529,75.025971678003,,,,,,,,,,,,,,,,
2008-03,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24113475173251,9.596928976574,73.2461079819867,75.9571450853237,,,,,,,,,,,,,,,,
2008-04,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875656740915717,10.4506231972399,73.8874924639894,76.6222689464704,,,,,,,,,,,,,,,,
2008-05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.173611106311473,10.3646832986597,73.7592155708968,76.4892441776715,,,,,,,,,,,,,,,,
2008-06,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434782607866952,10.6321839103174,74.0799078118982,76.8218061082449,,,,,,,,,,,,,,,,
2008-07,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55844155994938,11.079545452707,75.234399882811,78.0190290617396,,,,,,,,,,,,,,,,
2008-08,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511508948229826,10.9125117606213,75.6192305703586,78.4181033767124,,,,,,,,,,,,,,,,
