country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
2007-01,102.3103,100.4582,102.7014,101.9352,18.5979,41.00932,100.7792,101.3852
2007-02,102.4427,100.3205,103.2149,102.3034,19.04739,41.7161,100.8839,101.5742
2007-03,103.3146,100.2679,103.799,102.7221,19.53074,42.46109,100.9877,101.7614
2007-04,103.898,100.4175,104.377,103.1365,19.96792,43.21354,101.0928,101.9511
2007-05,103.3255,100.6231,104.8021,103.4413,20.22998,43.91192,101.1976,102.1401
2007-06,102.4279,100.7828,104.9636,103.557,20.23067,44.50689,101.3008,102.3262
2007-07,101.8463,100.8115,104.8356,103.4652,19.94515,44.98343,101.4004,102.5059
2007-08,101.9114,100.8112,104.5148,103.2353,19.43021,45.37898,101.4967,102.6797
2007-09,102.2074,100.7373,104.0227,102.8825,18.64648,45.69997,101.586,102.8408
2007-10,102.1009,100.6281,103.4095,102.4429,17.61978,45.96597,101.6589,102.9723
2007-11,102.2258,100.5339,102.7701,101.9845,16.45306,46.21764,101.7051,103.0557
2007-12,102.13,100.4408,102.1481,101.5385,15.22621,46.47432,101.7136,103.0711
2008-01,102.0172,100.1697,101.5153,101.0849,13.93313,46.7232,101.6742,102.9999
2008-02,102.7571,99.85904,100.8392,100.6002,12.54383,46.9489,101.5761,102.8229
2008-03,104.0475,99.68536,100.1426,100.1008,11.06963,47.16138,101.42,102.5413
2008-04,104.0136,99.59843,99.35664,99.53729,9.519878,47.32742,101.2014,102.1469
2008-05,102.1597,99.60497,98.45849,98.89339,8.021999,47.43453,100.9179,101.6355
2008-06,100.0813,99.62688,97.46855,98.18368,6.704247,47.49075,100.5709,101.0094
2008-07,98.31413,99.61336,96.44639,97.45087,5.647408,47.52383,100.1679,100.2824
2008-08,97.30919,99.45963,95.45493,96.74008,4.816223,47.56454,99.728,99.48882
2008-09,96.14605,99.15598,94.58185,96.11414,4.283405,47.65748,99.27939,98.67949
2008-10,93.53766,98.61132,93.90258,95.62717,4.083641,47.84305,98.85457,97.91309
2008-11,91.36898,97.82128,93.48357,95.32677,4.199837,48.1587,98.49122,97.25758
2008-12,91.70609,97.02348,93.35707,95.23608,4.62908,48.62566,98.22201,96.7719
2009-01,94.04426,96.52235,93.55659,95.37912,5.443485,49.26657,98.06436,96.48749
2009-02,97.00696,96.26778,94.09438,95.76467,6.698153,50.09361,98.02671,96.41956
2009-03,99.48602,96.16087,94.91602,96.35371,8.316186,51.08341,98.09843,96.54895
2009-04,100.8179,96.19977,95.91229,97.06797,10.25656,52.18158,98.25159,96.82527
2009-05,101.1893,96.33252,96.99842,97.84663,12.45947,53.34462,98.46078,97.20265
2009-06,101.2382,96.49078,98.10304,98.63856,14.8319,54.53453,98.69819,97.63097
2009-07,101.3432,96.71102,99.12309,99.36985,17.19121,55.69375,98.93881,98.06507
2009-08,101.6595,96.90369,99.94279,99.9575,19.32221,56.75506,99.16785,98.47826
2009-09,102.0988,97.03208,100.545,100.3892,21.08273,57.70498,99.37572,98.85328
2009-10,102.6066,97.13734,100.9697,100.6937,22.40596,58.56275,99.55511,99.17692
2009-11,102.978,97.24639,101.2463,100.892,23.22233,59.34227,99.70227,99.44241
2009-12,103.1128,97.41174,101.3445,100.9624,23.43853,60.02279,99.8153,99.64632
2010-01,102.6443,97.63873,101.2851,100.9198,23.03127,60.61328,99.89586,99.79165
2010-02,101.9924,97.9379,101.1134,100.7967,22.04786,61.13818,99.94481,99.87997
2010-03,102.1534,98.38827,100.8952,100.6403,20.65632,61.63536,99.97173,99.92852
2010-04,102.1278,98.65667,100.6387,100.4564,19.0246,62.10892,99.98137,99.94592
2010-05,101.3893,98.88986,100.3648,100.2601,17.29566,62.57092,99.9795,99.94255
2010-06,100.42,98.97445,100.1263,100.0891,15.62239,63.05412,99.97584,99.93595
2010-07,99.92092,98.8116,99.98038,99.98446,14.18776,63.59544,99.98361,99.94997
2010-08,100.255,98.41389,99.94085,99.95612,13.12702,64.2053,100.011,99.99931
2010-09,101.1821,97.81422,99.99378,99.99406,12.42796,64.87653,100.0611,100.0898
2010-10,101.9495,97.28204,100.1119,100.0788,12.00442,65.59286,100.1358,100.2246
2010-11,102.1462,96.76205,100.2354,100.1673,11.75127,66.31575,100.2334,100.4007
2010-12,101.6992,96.29759,100.3301,100.2352,11.6614,67.02229,100.3482,100.6077
2011-01,101.1007,96.22407,100.4107,100.293,11.72754,67.72173,100.4729,100.8327
2011-02,100.7527,96.72637,100.4826,100.3445,11.9058,68.41717,100.5958,101.0544
2011-03,100.7165,97.731,100.5405,100.386,12.11853,69.10466,100.7091,101.2589
2011-04,100.4675,98.29492,100.5557,100.3969,12.32492,69.76379,100.8073,101.436
2011-05,99.94877,98.50343,100.529,100.3778,12.50284,70.39407,100.8856,101.5773
2011-06,99.39632,98.54338,100.4568,100.326,12.58911,70.99207,100.9419,101.6788
2011-07,99.09416,98.20451,100.333,100.2373,12.51151,71.55219,100.9743,101.7372
2011-08,98.99348,97.67441,100.152,100.1075,12.24831,72.06937,100.9834,101.7537
2011-09,98.8452,96.95848,99.94502,99.95911,11.85085,72.56496,100.9714,101.732
2011-10,98.47031,96.20854,99.74845,99.81818,11.39155,73.06491,100.9409,101.6771
