country,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD
1981-06,98.4656,98.60186,99.4928,99.59746,2.784217,43.1847,100.6708,2.671363,43.70364,100.6884,43.40485
1981-07,98.36465,98.55031,99.36805,99.48935,2.550219,43.21097,100.6065,2.719583,43.75362,100.6159,43.48578
1981-08,98.24751,98.48267,99.24171,99.37943,2.244037,43.23662,100.5147,2.646623,43.78938,100.5105,43.56699
1981-09,98.02081,98.3661,99.11153,99.26467,1.92267,43.26075,100.3908,2.456732,43.80809,100.3655,43.64856
1981-10,97.7823,98.2075,98.98239,99.14942,1.644105,43.28557,100.2386,2.174414,43.81136,100.1847,43.73058
1981-11,97.6011,98.10046,98.8592,99.03822,1.434483,43.31332,100.0661,1.835719,43.80307,99.97704,43.81313
1981-12,97.54228,98.17738,98.74521,98.93439,1.285467,43.34551,99.88323,1.479378,43.78838,99.75411,43.89632
1982-01,97.53854,98.3671,98.63018,98.82896,1.159627,43.37777,99.69962,1.140575,43.7728,99.52838,43.98021
1982-02,97.53532,98.43651,98.44309,98.67934,0.9708816,43.37907,99.52274,0.8463847,43.76114,99.31016,44.06512
1982-03,97.5043,98.48934,98.23083,98.51358,0.7645515,43.36982,99.35612,0.6080805,43.75574,99.10495,44.15092
1982-04,97.42677,98.60517,98.01337,98.34872,0.5823235,43.35885,99.19504,0.4164553,43.75449,98.90772,44.23769
1982-05,97.30641,98.65865,97.80936,98.19968,0.4644773,43.3545,99.03276,0.2544397,43.75398,98.71061,44.32551
1982-06,97.21991,98.58803,97.63114,98.07664,0.4113818,43.36236,98.86571,0.1114289,43.75234,98.50919,44.41447
1982-07,97.1153,98.44559,97.49974,97.9933,0.4187653,43.39192,98.69843,-0.004024078,43.75187,98.30851,44.50466
1982-08,97.02075,98.37055,97.44044,97.96636,0.5042929,43.45466,98.54047,-0.07281999,43.7575,98.11949,44.59613
1982-09,97.01034,98.39,97.47349,98.00994,0.6914761,43.55989,98.40311,-0.07515855,43.77517,97.95522,44.68896
1982-10,97.07954,98.46664,97.60097,98.12524,0.9778923,43.70886,98.29542,-0.003613547,43.80978,97.82632,44.78322
1982-11,97.26768,98.5323,97.81198,98.30614,1.347594,43.897,98.22512,0.1426391,43.86555,97.74191,44.87896
1982-12,97.64311,98.62581,98.09683,98.54526,1.787384,44.12026,98.19716,0.3583473,43.9453,97.70782,44.97623
1983-01,98.12554,98.84624,98.43259,98.82529,2.284141,44.36857,98.21003,0.6294205,44.04831,97.72208,45.07508
1983-02,98.61164,99.23718,98.78471,99.11906,2.875576,44.62646,98.25948,0.9399356,44.17247,97.77975,45.17548
1983-03,98.90086,99.73015,99.14457,99.42065,3.50559,44.89018,98.34174,1.280246,44.31593,97.87627,45.2775
1983-04,99.07723,100.1293,99.49326,99.71434,4.13379,45.15121,98.45074,1.648439,44.47575,98.00485,45.38118
1983-05,99.27535,100.3371,99.81833,99.98836,4.727025,45.40388,98.58107,2.046459,44.64939,98.15963,45.48651
1983-06,99.54056,100.3947,100.1083,100.2322,5.259264,45.6429,98.72832,2.473979,44.83476,98.33583,45.59352
1983-07,99.84656,100.3934,100.3509,100.4359,5.693811,45.86258,98.8883,2.920603,45.02968,98.5285,45.70219
1983-08,100.0813,100.361,100.5464,100.6007,6.002117,46.06286,99.05714,3.369843,45.23205,98.73295,45.81252
1983-09,100.2825,100.3297,100.7042,100.7332,6.17088,46.24792,99.23096,3.802337,45.43965,98.94423,45.92451
1983-10,100.4958,100.3716,100.8349,100.8401,6.208449,46.4225,99.40436,4.198995,45.64935,99.15552,46.03813
1983-11,100.6991,100.5414,100.9342,100.9183,6.122387,46.58455,99.5709,4.540757,45.85738,99.3587,46.15337
1983-12,100.7759,100.7784,100.9968,100.9625,5.918299,46.73143,99.72332,4.81091,46.05947,99.54457,46.2702
1984-01,100.6259,100.9674,101.0166,100.9685,5.615709,46.86018,99.85405,5.000816,46.25108,99.70358,46.38859
1984-02,100.5294,100.9931,100.9866,100.9314,5.246676,46.96787,99.9577,5.109371,46.42941,99.82888,46.50899
1984-03,100.4763,100.9276,100.9111,100.8549,4.824205,47.05578,100.0325,5.13808,46.59291,99.9185,46.63092
1984-04,100.4638,100.7904,100.8039,100.7496,4.383016,47.1302,100.0854,5.103593,46.74562,99.98135,46.75433
1984-05,100.4271,100.6849,100.6772,100.6276,3.948541,47.19667,100.1259,5.025119,46.89307,100.0296,46.87921
1984-06,100.37,100.6306,100.538,100.4971,3.53947,47.25842,100.1604,4.916474,47.03905,100.0714,47.00551
1984-07,100.2339,100.6911,100.4042,100.3745,3.185888,47.32371,100.1886,4.782403,47.18318,100.106,47.13321
1984-08,100.0243,100.8018,100.2854,100.2677,2.896697,47.39716,100.2068,4.622975,47.32312,100.1287,47.26228
1984-09,99.83539,100.8761,100.1852,100.1799,2.665018,47.48043,100.2132,4.44089,47.45757,100.1369,47.39267
1984-10,99.74177,100.851,100.118,100.1223,2.494352,47.58044,100.2125,4.249361,47.58915,100.1363,47.52437
1984-11,99.69844,100.8343,100.0935,100.1007,2.398519,47.70189,100.2129,4.067298,47.72254,100.1368,47.65733
1984-12,99.69482,100.8489,100.1067,100.1104,2.377643,47.84254,100.2222,3.914123,47.86229,100.1481,47.79153
1985-01,99.66972,100.8979,100.1392,100.1376,2.418793,47.99363,100.2442,3.803971,48.01046,100.1743,47.92692
1985-02,99.61672,100.8686,100.1522,100.1541,2.488658,48.13674,100.2801,3.74392,48.16769,100.2165,48.06361
1985-03,99.53677,100.8341,100.1547,100.1631,2.593119,48.27599,100.3287,3.73504,48.33318,100.2734,48.20142
1985-04,99.50704,100.8255,100.1431,100.1599,2.714414,48.4095,100.3865,3.763455,48.50486,100.3404,48.34032
1985-05,99.50452,100.8298,100.1122,100.1396,2.834962,48.53468,100.4481,3.810212,48.6798,100.4115,48.48029
1985-06,99.52585,100.8725,100.0624,100.103,2.948121,48.65165,100.5069,3.859029,48.8543,100.4792,48.6213
1985-07,99.54631,100.8775,99.99329,100.0508,3.035108,48.76003,100.5549,3.901156,49.02387,100.5343,48.76331
1985-08,99.60673,100.863,99.9169,99.99334,3.098245,48.86564,100.5842,3.93194,49.18384,100.5675,48.90628
1985-09,99.72923,100.8684,99.84859,99.94198,3.149735,48.97594,100.5883,3.946319,49.3304,100.5712,49.05021
1985-10,99.83511,100.9174,99.7953,99.90159,3.18178,49.09435,100.5661,3.936354,49.46243,100.5435,49.19505
1985-11,99.87895,101.0215,99.75721,99.87238,3.184568,49.22099,100.5187,3.892883,49.58032,100.4855,49.34078
1985-12,99.83757,101.1561,99.73415,99.85512,3.163056,49.35582,100.4497,3.810078,49.68588,100.4011,49.48738
1986-01,99.77167,101.2748,99.72344,99.84608,3.133613,49.49757,100.3656,3.692058,49.78304,100.2986,49.63484
1986-02,99.72702,101.3342,99.71877,99.84012,3.128999,49.64294,100.2738,3.547064,49.87622,100.1874,49.78294
1986-03,99.66975,101.3575,99.71642,99.83473,3.136706,49.79027,100.1798,3.384484,49.96901,100.0744,49.93186
1986-04,99.6054,101.373,99.71596,99.8306,3.160148,49.93932,100.0875,3.213704,50.06367,99.96426,50.08157
1986-05,99.58392,101.3944,99.71227,99.82383,3.199451,50.08752,99.99844,3.042814,50.16104,99.85863,50.23205
1986-06,99.50031,101.4361,99.70828,99.81472,3.25714,50.23631,99.91168,2.878492,50.26057,99.75645,50.38328
1986-07,99.46333,101.4116,99.70335,99.8036,3.333265,50.38533,99.82386,2.725914,50.36022,99.65366,50.53524
1986-08,99.54355,101.3372,99.70647,99.79653,3.42468,50.53913,99.73113,2.590003,50.4577,99.54581,50.68792
1986-09,99.59047,101.256,99.71965,99.7961,3.517653,50.69875,99.63142,2.475801,50.55172,99.43047,50.84128
1986-10,99.58526,101.2112,99.74506,99.80517,3.607242,50.8653,99.52635,2.387077,50.64314,99.30942,50.9953
1986-11,99.5994,101.1277,99.79706,99.83589,3.708112,51.04615,99.4218,2.32965,50.73537,99.18946,51.14996
1986-12,99.65867,101.0458,99.88837,99.90074,3.833646,51.24795,99.32837,2.312424,50.83483,99.08315,51.30522
1987-01,99.77669,101.0247,100.0282,100.0072,3.996143,51.47556,99.26235,2.347292,50.95159,99.01,51.46106
1987-02,99.88031,101.0658,100.2026,100.1449,4.188256,51.72211,99.23973,2.445249,51.09582,98.9893,51.61752
1987-03,100.0335,101.1405,100.4019,100.3045,4.403012,51.98254,99.269,2.609179,51.27279,99.03102,51.77448
1987-04,100.1837,101.2253,100.6125,100.4735,4.626866,52.24994,99.34135,2.82325,51.47709,99.12428,51.93187
1987-05,100.341,101.2834,100.8122,100.6343,4.841914,52.51271,99.44183,3.066673,51.69931,99.25064,52.08965
1987-06,100.478,101.355,100.9748,100.7667,5.017861,52.75709,99.55753,3.32406,51.93126,99.39424,52.24776
1987-07,100.6262,101.4278,101.0746,100.8498,5.128431,52.96931,99.68378,3.593793,52.17006,99.54952,52.40614
1987-08,100.8168,101.4462,101.0976,100.8705,5.149559,53.14168,99.81915,3.878852,52.41488,99.71493,52.56473
1987-09,100.9781,101.379,101.0463,100.8305,5.081692,53.2751,99.95975,4.176727,52.66313,99.88558,52.72346
1987-10,101.0826,101.2182,100.9394,100.7455,4.941919,53.37902,100.0927,4.468732,52.90624,100.0453,52.88226
1987-11,101.1179,101.0838,100.8191,100.6499,4.759151,53.47552,100.2026,4.72734,53.1338,100.1748,53.04107
1987-12,101.1268,101.1245,100.7284,100.5784,4.564808,53.58732,100.2781,4.924483,53.33818,100.2601,53.19981
1988-01,101.0662,101.2567,100.6238,100.5171,4.304379,53.69127,100.3201,5.040716,53.51992,100.3027,53.35841
1988-02,101.0096,101.3888,100.5684,100.4948,4.05834,53.82117,100.3363,5.066179,53.68443,100.3129,53.51698
1988-03,101.0016,101.4904,100.5588,100.5059,3.833349,53.97521,100.3369,5.00377,53.83836,100.3039,53.67526
1988-04,101.0988,101.5396,100.5919,100.5458,3.639961,54.15182,100.3341,4.881373,53.98988,100.291,53.83321
1988-05,101.2654,101.6017,100.658,100.6065,3.49112,54.346,100.3396,4.733773,54.14664,100.2887,53.99075
1988-06,101.4439,101.6526,100.7396,100.6735,3.395229,54.54832,100.3622,4.588939,54.31435,100.3076,54.14781
1988-07,101.5017,101.709,100.817,100.7309,3.358011,54.74803,100.4047,4.456441,54.49499,100.3511,54.30434
1988-08,101.4782,101.7921,100.8864,100.7769,3.389666,54.943,100.4666,4.337051,54.68814,100.4184,54.46027
1988-09,101.4723,101.8198,100.9395,100.8083,3.479194,55.12864,100.5442,4.231288,54.89146,100.5052,54.61553
1988-10,101.5241,101.7846,100.9822,100.8319,3.613728,55.30799,100.6308,4.146916,55.10022,100.6028,54.77006
1988-11,101.5591,101.7461,101.016,100.8508,3.751823,55.48183,100.7174,4.092653,55.30838,100.7002,54.9238
1988-12,101.5569,101.7087,101.0318,100.8585,3.839805,55.64497,100.7944,4.070603,55.50937,100.7856,55.07669
1989-01,101.4861,101.6857,101.0248,100.8483,3.91756,55.79465,100.8521,4.067568,55.69687,100.8478,55.22867
1989-02,101.3739,101.5755,100.9992,100.8196,3.923904,55.93306,100.8831,4.063421,55.86585,100.8778,55.37971
1989-03,101.2216,101.4025,100.9535,100.7725,3.861029,56.05921,100.887,4.045583,56.01644,100.8765,55.52973
1989-04,101.0887,101.24,100.8894,100.7094,3.734025,56.17386,100.8752,4.01232,56.15613,100.8575,55.67868
1989-05,100.9428,101.1626,100.8147,100.6391,3.561174,56.28135,100.8629,3.968076,56.29522,100.8396,55.82653
1989-06,100.7983,101.1713,100.7469,100.5769,3.378632,56.3913,100.8633,3.918004,56.44239,100.8382,55.97321
1989-07,100.6614,101.2423,100.6914,100.528,3.212331,56.50671,100.8806,3.863352,56.60033,100.8582,56.11871
1989-08,100.5404,101.323,100.6507,100.4941,3.068814,56.6291,100.9141,3.803755,56.76834,100.8982,56.26299
1989-09,100.4718,101.4102,100.6248,100.4735,2.956309,56.75842,100.9606,3.739768,56.94427,100.9543,56.40601
1989-10,100.4531,101.3837,100.6133,100.4642,2.868544,56.89453,101.0158,3.675818,57.1256,101.0219,56.54774
1989-11,100.4544,101.33,100.6214,100.4697,2.809238,57.04044,101.0752,3.618578,57.30976,101.0965,56.68818
1989-12,100.466,101.3138,100.6439,100.4861,2.782281,57.19317,101.1345,3.575521,57.49412,101.1735,56.82727
1990-01,100.4885,101.3076,100.6687,100.5047,2.780348,57.34594,101.1909,3.553947,57.67631,101.2486,56.96503
1990-02,100.5292,101.2542,100.6801,100.5143,2.782603,57.48946,101.2415,3.557431,57.85324,101.3171,57.10114
1990-03,100.5551,101.2063,100.6704,100.5076,2.783432,57.61958,101.2818,3.579142,58.02134,101.3723,57.23589
1990-04,100.5337,101.1841,100.6193,100.4679,2.760498,57.72454,101.3061,3.596957,58.17604,101.4063,57.36928
1990-05,100.4461,101.1072,100.5131,100.3841,2.69181,57.79634,101.3074,3.583169,58.31237,101.4105,57.50131
1990-06,100.2994,100.9722,100.332,100.2414,2.539511,57.82336,101.2797,3.515129,58.42642,101.3784,57.63201
1990-07,100.0868,100.72,100.0754,100.0391,2.297463,57.80494,101.2218,3.388066,58.51798,101.3099,57.76138
1990-08,99.86181,100.2667,99.75555,99.78724,1.97572,57.74794,101.1351,3.206733,58.58875,101.208,57.88945
1990-09,99.62601,99.7678,99.41167,99.51659,1.614761,57.67493,101.024,2.981488,58.64206,101.0787,58.01626
1990-10,99.38204,99.42897,99.08279,99.25892,1.255006,57.60855,100.8986,2.728621,58.68435,100.9331,58.14184
1990-11,99.14085,99.33853,98.81055,99.04808,0.9339752,57.57318,100.7705,2.465604,58.72279,100.7836,58.26623
1990-12,98.90961,99.38447,98.63361,98.91353,0.6967352,57.59166,100.6499,2.208671,58.76397,100.6414,58.38949
1991-01,98.67881,99.4976,98.5634,98.86286,0.566977,57.67108,100.5427,1.969629,58.81232,100.5139,58.51165
1991-02,98.55643,99.78915,98.60586,98.89856,0.5674154,57.81566,100.4523,1.759505,58.87117,100.406,58.63309
1991-03,98.57862,100.1978,98.73085,98.99825,0.6738921,58.00787,100.3777,1.583687,58.94022,100.3177,58.75354
1991-04,98.73353,100.3443,98.89189,99.12692,0.859512,58.22069,100.3144,1.444865,59.01661,100.2438,58.87307
1991-05,98.95046,100.3402,99.05712,99.2597,1.105888,58.4355,100.2576,1.345391,59.0969,100.1783,58.99172
1991-06,99.22744,100.2919,99.2061,99.37867,1.412797,58.64029,100.2051,1.288975,59.17952,100.1183,59.10957
1991-07,99.44511,100.216,99.31275,99.46356,1.755374,58.81963,100.1603,1.279637,59.2668,100.0678,59.22666
1991-08,99.60166,100.154,99.35772,99.49906,2.102229,58.96193,100.1292,1.321334,59.3629,100.0334,59.34308
1991-09,99.62604,100.0816,99.3488,99.49121,2.421762,59.07168,100.1167,1.414199,59.47137,100.021,59.45888
1991-10,99.48002,99.86378,99.30013,99.45168,2.688183,59.15718,100.1226,1.546721,59.59203,100.0301,59.57412
1991-11,99.23987,99.56079,99.23763,99.4016,2.884412,59.23383,100.1433,1.702054,59.72229,100.056,59.68888
1991-12,99.05498,99.3514,99.19386,99.36711,3.002986,59.32113,100.1722,1.861082,59.85762,100.091,59.80323
1992-01,99.07156,99.30876,99.19163,99.36661,3.054881,59.43286,100.1996,2.004526,59.99123,100.1235,59.91721
1992-02,99.2659,99.4305,99.21638,99.38951,3.018259,59.56069,100.2152,2.114904,60.11624,100.1418,60.0311
1992-03,99.44973,99.61481,99.24669,99.41935,2.902717,59.69168,100.2129,2.185243,60.22821,100.1388,60.14475
1992-04,99.5451,99.72762,99.25389,99.43242,2.727473,59.80864,100.1933,2.221763,60.32781,100.1155,60.25824
1992-05,99.58919,99.74673,99.21064,99.40714,2.497752,59.89507,100.1602,2.235195,60.41783,100.0765,60.37162
1992-06,99.47394,99.64899,99.10754,99.33641,2.225258,59.94519,100.1169,2.232639,60.50079,100.0261,60.48499
1992-07,99.26837,99.44772,98.96199,99.23355,1.954743,59.9694,100.0642,2.211019,60.5772,99.96498,60.59842
1992-08,99.00524,99.21935,98.80084,99.11922,1.733351,59.98395,100.0012,2.162137,60.64641,99.89201,60.71198
1992-09,98.7317,99.02752,98.66022,99.02109,1.589818,60.01081,99.92713,2.079023,60.7078,99.80609,60.82574
1992-10,98.55141,98.95709,98.55946,98.95477,1.529423,60.06194,99.84318,1.964188,60.76253,99.7091,60.9398
1992-11,98.47324,99.08215,98.50494,98.92413,1.532216,60.14142,99.75182,1.825759,60.81267,99.60437,61.05422
1992-12,98.45143,99.23811,98.48615,98.91911,1.554155,60.24306,99.65617,1.675958,60.86081,99.49603,61.16908
1993-01,98.44912,99.31681,98.48321,98.92289,1.551392,60.3549,99.56017,1.531345,60.9099,99.38882,61.28445
1993-02,98.42214,99.3019,98.48512,98.92736,1.52741,60.47042,99.46806,1.408953,60.96325,99.28776,61.40057
1993-03,98.35277,99.26239,98.48278,98.92649,1.495509,60.58437,99.38328,1.3203,61.0234,99.19645,61.51773
1993-04,98.26651,99.21056,98.47904,98.92249,1.48729,60.69817,99.30806,1.265436,61.09122,99.11674,61.63562
1993-05,98.21581,99.07693,98.47961,98.92079,1.5366,60.81542,99.24494,1.241748,61.16807,99.05067,61.75432
1993-06,98.15981,98.90633,98.50076,98.93539,1.669952,60.94625,99.19752,1.248513,61.25615,99.00161,61.87389
1993-07,98.16401,98.77527,98.56483,98.98318,1.893047,61.10465,99.17049,1.290175,61.35875,98.97471,61.99438
1993-08,98.2709,98.74043,98.68066,99.07199,2.187885,61.29633,99.16873,1.373548,61.47942,98.97543,62.11584
1993-09,98.47372,98.78793,98.8428,99.19809,2.51171,61.51811,99.19493,1.502644,61.62002,99.00655,62.23833
1993-10,98.71712,98.90107,99.04046,99.35478,2.83301,61.7635,99.24527,1.670562,61.7776,99.06307,62.36189
1993-11,98.92986,99.09211,99.26132,99.53379,3.131891,62.02499,99.31322,1.865443,61.9471,99.13667,62.48656
1993-12,99.09014,99.43063,99.49976,99.73109,3.412997,62.29916,99.39136,2.07364,62.12284,99.21815,62.61237
1994-01,99.23129,99.78834,99.7383,99.93254,3.678706,62.57518,99.47184,2.280948,62.29922,99.29846,62.73936
1994-02,99.37628,100.0091,99.94681,100.1139,3.909606,62.83458,99.54759,2.475202,62.47221,99.37041,62.86802
1994-03,99.56245,100.1316,100.1371,100.2779,4.126231,63.08422,99.61801,2.653151,62.64244,99.43586,62.99784
1994-04,99.78496,100.2659,100.3134,100.4239,4.330607,63.32677,99.68177,2.813703,62.81015,99.49506,63.12891
1994-05,100.0247,100.4296,100.4805,100.5528,4.521549,63.56522,99.74133,2.960388,62.97888,99.55364,63.26125
1994-06,100.2762,100.593,100.6448,100.6679,4.688428,63.80367,99.79875,3.093497,63.1511,99.61544,63.39489
1994-07,100.5249,100.7356,100.7969,100.7657,4.797461,64.03612,99.85485,3.207842,63.32704,99.68078,63.52984
1994-08,100.7644,100.8927,100.9247,100.8423,4.826573,64.25484,99.90798,3.293369,63.50416,99.74562,63.66612
1994-09,100.9655,101.0161,101.001,100.8823,4.753537,64.4424,99.95379,3.339117,63.67759,99.8023,63.80373
1994-10,101.0997,101.0844,101.0109,100.8769,4.574802,64.58906,99.98501,3.339121,63.84043,99.84009,63.94268
1994-11,101.1533,101.096,100.9422,100.8159,4.291495,64.68678,99.99435,3.291588,63.98614,99.84885,64.083
1994-12,101.1462,101.084,100.793,100.6959,3.908225,64.73396,99.97826,3.201283,64.11157,99.82388,64.22468
1995-01,101.0997,101.0383,100.5781,100.5249,3.459301,64.73984,99.9403,3.082548,64.21963,99.76991,64.36774
1995-02,100.9553,100.8795,100.3386,100.3293,3.017453,64.73058,99.88723,2.952489,64.3167,99.69701,64.51217
1995-03,100.7095,100.6854,100.1038,100.1313,2.604248,64.72709,99.83687,2.83652,64.41931,99.62778,64.65999
1995-04,100.4259,100.5824,99.90981,99.96072,2.248603,64.75074,99.79066,2.733609,64.52713,99.56478,64.8092
1995-05,100.1381,100.5682,99.77436,99.83588,1.963319,64.81321,99.75497,2.646988,64.64593,99.51684,64.95979
1995-06,99.96556,100.6667,99.68962,99.75433,1.733449,64.90967,99.73181,2.575818,64.77776,99.48703,65.11176
1995-07,99.91291,100.754,99.64384,99.70823,1.556247,65.03268,99.71723,2.514958,64.91969,99.47072,65.26513
1995-08,99.79838,100.7461,99.61633,99.68053,1.422529,65.16888,99.70499,2.460445,65.06665,99.46006,65.41988
1995-09,99.65524,100.6181,99.5861,99.65488,1.337909,65.30457,99.69075,2.414216,65.2149,99.44935,65.576
1995-10,99.4656,100.5152,99.55319,99.63095,1.317131,65.43978,99.676,2.388461,65.36523,99.43979,65.73348
1995-11,99.26833,100.4525,99.52264,99.61234,1.377396,65.57778,99.66561,2.398915,65.52112,99.43664,65.89233
1995-12,99.11219,100.442,99.49639,99.60087,1.523009,65.71986,99.66531,2.456841,65.68669,99.44618,66.0525
1996-01,99.01102,100.4461,99.48019,99.60007,1.745401,65.86981,99.67875,2.561143,65.86439,99.472,66.214
1996-02,98.96015,100.4614,99.48801,99.61886,2.018022,66.03687,99.70737,2.702801,66.05505,99.51541,66.3767
1996-03,98.96283,100.4986,99.51791,99.65508,2.306383,66.21995,99.74938,2.852561,66.25691,99.57346,66.54073
1996-04,99.01785,100.4576,99.5636,99.70322,2.570067,66.41488,99.79719,3.001492,66.46391,99.63711,66.70598
1996-05,99.10944,100.393,99.61147,99.75217,2.776268,66.61259,99.84174,3.1296,66.66908,99.69593,66.87242
1996-06,99.26131,100.4012,99.65343,99.79478,2.924074,66.80768,99.87624,3.22582,66.86737,99.74249,67.04001
1996-07,99.35093,100.4502,99.69023,99.83058,3.02594,67.00053,99.90005,3.29486,67.05871,99.77679,67.20872
1996-08,99.45241,100.5098,99.72772,99.86385,3.109112,67.19505,99.91582,3.348702,67.24554,99.80264,67.37852
1996-09,99.53314,100.5554,99.77192,99.89937,3.20147,67.39528,99.92714,3.397906,67.43084,99.82456,67.54935
1996-10,99.61967,100.6029,99.82365,99.9377,3.303752,67.60175,99.93641,3.443398,67.61602,99.84472,67.72118
1996-11,99.74477,100.6276,99.88202,99.9789,3.40983,67.81387,99.94609,3.481738,67.80239,99.8651,67.89397
1996-12,99.89451,100.6225,99.95462,100.0289,3.525466,68.03679,99.95974,3.510074,67.99234,99.88932,68.06768
1997-01,100.0363,100.6654,100.0426,100.0906,3.645869,68.27134,99.98389,3.532923,68.19132,99.92537,68.24225
1997-02,100.1595,100.759,100.1437,100.1634,3.753987,68.51588,100.0253,3.557845,68.40519,99.98195,68.41754
1997-03,100.2873,100.8664,100.2477,100.2401,3.841098,68.76352,100.0855,3.590214,68.63567,100.0614,68.59359
1997-04,100.4101,100.9852,100.3528,100.319,3.911919,69.01297,100.1577,3.63095,68.87718,100.1553,68.77036
1997-05,100.5675,101.1281,100.4551,100.3962,3.97671,69.26159,100.2317,3.677958,69.12115,100.2514,68.94778
1997-06,100.7151,101.2801,100.5527,100.4682,4.041775,69.5079,100.2983,3.72724,69.35968,100.3383,69.12582
1997-07,100.8605,101.3968,100.6324,100.5246,4.092787,69.74272,100.3537,3.773419,69.58911,100.4108,69.30442
1997-08,100.9169,101.4359,100.6789,100.554,4.107749,69.95526,100.3957,3.809846,69.80749,100.4662,69.48354
1997-09,100.9232,101.4509,100.6907,100.556,4.078876,70.14426,100.4223,3.828946,70.01273,100.5019,69.66312
1997-10,100.9071,101.4418,100.6604,100.5262,3.997898,70.3044,100.4302,3.823819,70.20154,100.5132,69.84312
1997-11,100.8324,101.4339,100.5943,100.4694,3.872012,70.43963,100.4158,3.787621,70.37048,100.4955,70.0235
1997-12,100.7326,101.425,100.5102,100.398,3.712086,70.56237,100.3781,3.715111,70.51833,100.4474,70.20421
1998-01,100.6206,101.5023,100.4235,100.3237,3.532896,70.6833,100.3222,3.605003,70.64962,100.3757,70.38521
1998-02,100.5185,101.6015,100.337,100.2484,3.340208,70.80445,100.2565,3.459091,70.77139,100.2901,70.56665
1998-03,100.4047,101.632,100.2388,100.1635,3.132098,70.91726,100.1891,3.286008,70.89104,100.2018,70.7483
1998-04,100.2292,101.6142,100.1169,100.062,2.898114,71.01305,100.1275,3.103881,71.01505,100.1197,70.93012
1998-05,100.0303,101.5402,99.96859,99.94278,2.639518,71.08976,100.0776,2.933045,71.1485,100.0512,71.11209
1998-06,99.85416,101.4477,99.79567,99.80888,2.360299,71.14849,100.0429,2.789427,71.29442,100.0004,71.29417
1998-07,99.68178,101.3779,99.61467,99.67314,2.090772,71.20088,100.0225,2.677396,71.45229,99.9664,71.4763
1998-08,99.4665,101.2981,99.4451,99.54967,1.866297,71.26083,100.0131,2.595888,71.61961,99.94578,71.65847
1998-09,99.21615,101.2446,99.31685,99.46038,1.718728,71.34984,100.0103,2.5424,71.79273,99.93334,71.84062
1998-10,99.00158,101.2775,99.26134,99.4287,1.687408,71.49072,100.0082,2.514802,71.96696,99.92258,72.02272
1998-11,98.90006,101.4247,99.30019,99.46928,1.788475,71.69942,100.0019,2.512111,72.13827,99.90796,72.20473
1998-12,98.91338,101.5763,99.4228,99.57177,1.993134,71.96877,99.9894,2.533582,72.30497,99.88725,72.38659
1999-01,99.00867,101.7607,99.60965,99.72097,2.266036,72.285,99.97413,2.576192,72.46969,99.86416,72.56827
1999-02,99.11789,101.884,99.82625,99.88993,2.568904,72.62335,99.96308,2.638218,72.63849,99.84706,72.74975
1999-03,99.2068,101.8744,100.0419,100.0571,2.88261,72.96153,99.96363,2.717003,72.81716,99.84399,72.93094
1999-04,99.32718,101.8257,100.2454,100.215,3.208059,73.29119,99.98322,2.812037,73.01202,99.86353,73.11179
1999-05,99.49433,101.8103,100.4378,100.3646,3.549548,73.61312,100.0283,2.923706,73.22867,99.91325,73.29225
1999-06,99.65868,101.8224,100.616,100.5028,3.902214,73.92485,100.1024,3.052277,73.47052,99.99763,73.47227
1999-07,99.80796,101.8297,100.7813,100.6295,4.250444,74.22723,100.2028,3.195753,73.73573,100.114,73.65178
1999-08,100.03,101.8504,100.9383,100.7472,4.578492,74.52351,100.3235,3.351382,74.01986,100.2561,73.83075
1999-09,100.2829,101.9115,101.0929,100.8598,4.860747,74.81798,100.4572,3.516092,74.31703,100.4161,74.00911
1999-10,100.4816,101.9988,101.2481,100.9701,5.066434,75.11275,100.5956,3.686516,74.62004,100.584,74.18681
1999-11,100.634,102.127,101.4009,101.0773,5.168938,75.40553,100.731,3.858972,74.92207,100.7507,74.36378
1999-12,100.7382,102.2641,101.5365,101.1705,5.164137,75.68534,100.8584,4.029351,75.21839,100.9101,74.54
2000-01,100.8014,102.4056,101.6408,101.2389,5.058206,75.94132,100.9773,4.192749,75.50816,101.061,74.7154
2000-02,100.8602,102.4445,101.6978,101.2712,4.872751,76.1621,101.0868,4.340158,75.79111,101.2024,74.89059
2000-03,100.8997,102.416,101.713,101.2737,4.645277,76.35079,101.1858,4.460241,76.06498,101.3323,75.0649
2000-04,100.8936,102.4083,101.6881,101.2487,4.389639,76.50841,101.2674,4.534594,76.32281,101.4415,75.23827
2000-05,100.8613,102.3919,101.6236,101.1962,4.105192,76.63509,101.323,4.543914,76.55612,101.5189,75.41069
2000-06,100.8157,102.3356,101.5263,101.1211,3.802426,76.73579,101.3473,4.476132,76.75916,101.5573,75.58215
2000-07,100.7789,102.3048,101.3992,101.0248,3.482991,76.81256,101.3449,4.338899,76.93504,101.5609,75.75263
2000-08,100.7037,102.2253,101.2394,100.9039,3.139389,76.86309,101.3235,4.147528,77.08985,101.538,75.92214
2000-09,100.6067,102.0782,101.0403,100.7539,2.759052,76.88224,101.2896,3.917778,77.22861,101.4955,76.09069
2000-10,100.4816,101.9677,100.7951,100.5694,2.332344,76.86464,101.2446,3.662021,77.35264,101.435,76.25831
