country,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK
2016-11,100.2392,103.379,99.94946,99.97442,3.304161,103.0249,100.0133,99.62033,103.077
2016-12,101.2203,103.4202,99.75636,99.88009,3.040763,103.0857,100.0131,99.61998,103.3375
2017-01,102.0192,103.2724,99.57613,99.79205,2.822473,103.1603,100.0234,99.63734,103.5994
2017-02,102.0034,103.1792,99.47906,99.74464,2.708222,103.3215,100.0414,99.66767,103.8626
2017-03,100.9257,103.1174,99.52982,99.76942,2.74216,103.6375,100.0645,99.70662,104.1271
2017-04,99.90604,103.1465,99.72292,99.86375,2.900214,104.1037,100.0902,99.74997,104.3929
2017-05,99.44588,103.1862,100.0055,100.0018,3.135214,104.6658,100.1169,99.79493,104.66
2017-06,99.28271,103.1575,100.3302,100.1604,3.407407,105.2748,100.1442,99.84098,104.9283
2017-07,99.54935,103.1431,100.6699,100.3263,3.693414,105.9025,100.1737,99.89058,105.1978
2017-08,100.2714,103.1306,100.976,100.4759,3.950519,106.4979,100.207,99.94677,105.4685
2017-09,100.7673,103.2552,101.2136,100.592,4.178885,107.0235,100.2449,100.0106,105.7402
2017-10,101.0577,103.3279,101.3868,100.6766,4.429824,107.4833,100.2848,100.0778,106.0131
2017-11,100.7362,103.3658,101.5382,100.7505,4.753158,107.9219,100.3235,100.1431,106.287
2017-12,100.4773,103.3772,101.6794,100.8195,5.108094,108.3515,100.3595,100.2037,106.5619
2018-01,100.2267,103.3809,101.8018,100.8793,5.430863,108.7627,100.3949,100.2634,106.8377
2018-02,100.9923,103.2803,101.8897,100.9222,5.630107,109.1386,100.4334,100.3282,107.1145
2018-03,101.3654,103.031,101.9274,100.9407,5.620114,109.4621,100.4769,100.4015,107.3922
2018-04,101.0835,102.8836,101.9487,100.9511,5.441925,109.7689,100.5232,100.4796,107.6707
2018-05,100.424,102.9781,101.9763,100.9645,5.176157,110.0834,100.5678,100.5548,107.95
2018-06,99.88693,103.0638,102.004,100.9781,4.867624,110.3992,100.6057,100.6186,108.2302
2018-07,99.62271,103.2027,102.0486,100.9999,4.562295,110.7341,100.633,100.6645,108.5111
2018-08,99.53622,103.3418,102.1172,101.0334,4.317737,111.0962,100.6473,100.6886,108.7928
2018-09,99.6177,103.3448,102.1977,101.0727,4.156885,111.4724,100.6485,100.6907,109.0752
2018-10,99.59644,103.3093,102.2482,101.0974,4.03197,111.817,100.6405,100.6773,109.3584
2018-11,99.69159,103.2501,102.2271,101.087,3.856734,112.0841,100.6277,100.6558,109.6423
2018-12,99.66798,103.1348,102.1142,101.0319,3.598933,112.251,100.6119,100.629,109.9269
2019-01,99.34018,103.0002,101.8996,100.927,3.257652,112.3059,100.5894,100.5911,110.2123
2019-02,98.82922,103.0956,101.6331,100.7969,2.899389,112.303,100.5543,100.5321,110.4985
2019-03,97.52531,103.1916,101.3483,100.6577,2.573508,112.2791,100.5021,100.444,110.7854
2019-04,96.66302,103.2822,101.0629,100.5183,2.26365,112.2537,100.4333,100.328,111.0731
2019-05,97.19607,103.3467,100.783,100.3816,1.953294,112.2337,100.3516,100.1904,111.3617
2019-06,97.59665,103.4579,100.5436,100.2646,1.683838,112.2581,100.2625,100.0403,111.6512
2019-07,97.01793,103.4334,100.3786,100.1841,1.473126,112.3653,100.1728,99.88907,111.9415
2019-08,97.05738,103.2651,100.3145,100.1528,1.340902,112.5859,100.0893,99.74847,112.2328
2019-09,97.40828,103.1439,100.355,100.1725,1.302716,112.9246,100.0179,99.62818,112.5251
2019-10,97.28514,103.0585,100.4701,100.2287,1.369811,113.3487,99.96156,99.53317,112.8184
2019-11,97.96919,103.0015,100.6001,100.2922,1.523245,113.7914,99.92164,99.46591,113.1127
2019-12,98.53699,102.9131,100.6473,100.3153,1.684787,114.1422,99.89843,99.42679,113.4081
2020-01,98.90504,102.7945,100.5495,100.2675,1.801792,114.3294,99.88994,99.41248,113.7045
2020-02,97.69734,102.4261,100.2742,100.1331,1.791329,114.3147,99.89382,99.41904,114.0021
2020-03,94.70708,101.23,98.29475,99.1661,0.06463312,112.3517,91.72697,85.65715,114.3008
2020-04,91.00577,99.12255,89.5239,94.88155,-8.604456,102.5949,92.41925,86.82372,114.6005
2020-05,91.16772,98.10898,91.26167,95.73045,-6.569058,104.861,92.68964,87.27934,114.9014
2020-06,93.92087,98.09627,94.45038,97.28813,-3.071502,108.8101,94.11404,89.67958,115.2034
2020-07,96.54584,98.50472,94.93764,97.52615,-2.408352,109.6592,95.53353,92.07155,115.5066
2020-08,98.04877,98.96436,96.17822,98.13218,-1.06685,111.3847,96.9465,94.45254,115.8108
2020-09,98.66711,99.07734,96.32082,98.20184,-0.9569586,111.8439,96.88437,94.34782,116.116
2020-10,99.69832,98.86976,96.44943,98.26466,-0.9351444,112.2887,96.82187,94.24252,116.4224
2020-11,100.0184,98.65025,96.60503,98.34068,-0.9004265,112.7668,96.75886,94.13634,116.7298
2020-12,99.31213,98.36301,96.71766,98.39569,-0.8284113,113.1966,96.36118,93.46621,117.0382
2021-01,98.48538,97.94974,96.96495,98.51649,-0.4752485,113.786,95.9648,92.79827,117.3476
2021-02,98.30727,97.89326,97.26905,98.66505,0.1137883,114.4448,95.56981,92.13268,117.658
2021-03,99.10497,98.49139,97.8666,98.95695,2.759992,115.4526,95.76926,92.46877,117.9693
2021-04,100.4758,99.62868,98.33618,99.18634,13.37174,116.3136,95.96713,92.80222,118.2816
2021-05,100.8888,100.3206,98.72014,99.3739,11.64966,117.0769,96.16351,93.13313,118.5948
2021-06,101.2083,100.624,98.94311,99.48282,8.126103,117.6521,96.08627,93.00297,118.9089
2021-07,100.685,100.6319,99.0563,99.53812,7.696119,118.0987,96.00904,92.87283,119.2238
2021-08,99.73254,100.4836,99.14009,99.57904,6.398514,118.5117,95.93183,92.74272,119.5396
2021-09,99.01962,100.1855,99.19124,99.60403,,,,,
2021-10,98.45795,99.8451,99.21765,99.61694,,,,,
2021-11,98.38141,99.51319,99.23094,99.62342,,,,,
2021-12,98.20994,99.29657,99.23191,99.62389,,,,,
2022-01,98.02431,99.40504,99.23064,99.62328,,,,,
