country,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT
1996-01,98.09897,101.4654,98.47176,99.18061,-0.4217091,80.59148,99.22623,98.5559,81.84223
1996-02,98.02329,101.1194,98.2848,99.08024,-0.3065821,80.65601,99.25582,98.60394,82.06357
1996-03,98.04362,100.7607,98.13907,99.002,-0.1437091,80.75721,99.30128,98.67775,82.28854
1996-04,98.32436,100.53,98.04436,98.95116,0.05192898,80.90336,99.35776,98.76943,82.5171
1996-05,98.81132,100.2356,97.99659,98.92551,0.2695987,81.09135,99.41801,98.86725,82.74915
1996-06,99.2915,100.0815,97.97105,98.9118,0.4991376,81.30093,99.47361,98.95752,82.98464
1996-07,99.24684,99.99004,97.90963,98.87882,0.7217194,81.48378,99.51564,99.02576,83.22346
1996-08,99.11116,99.96944,97.83588,98.83923,0.9947733,81.65923,99.53802,99.06208,83.46553
1996-09,99.15668,99.99168,97.82747,98.83472,1.387882,81.8921,99.54158,99.06786,83.71073
1996-10,99.52757,99.82365,97.9454,98.89803,1.926397,82.23396,99.53938,99.0643,83.95898
1996-11,100.0241,99.52634,98.20603,99.03795,2.606176,82.69943,99.54768,99.07777,84.21014
1996-12,100.8557,99.40953,98.57127,99.23404,3.339311,83.25734,99.57726,99.12578,84.4641
1997-01,101.6678,99.71276,98.92924,99.42622,3.998051,83.81358,99.62381,99.20136,84.72073
1997-02,101.9702,100.1533,99.16221,99.55129,4.478194,84.26794,99.67663,99.28712,84.97989
1997-03,102.4373,100.5709,99.28841,99.61904,4.801621,84.63486,99.72574,99.36684,85.24144
1997-04,103.0041,100.9143,99.35467,99.65462,5.006052,84.95342,99.76844,99.43616,85.50521
1997-05,103.149,101.2028,99.39139,99.67433,5.127187,85.24905,99.80562,99.49652,85.77106
1997-06,102.8595,101.4906,99.43958,99.7002,5.234537,85.55666,99.83833,99.54964,86.03883
1997-07,102.4872,101.7686,99.64886,99.81255,5.548953,86.00528,99.86475,99.59251,86.30835
1997-08,102.0501,102.079,99.8943,99.94433,5.913221,86.48792,99.88304,99.62222,86.57944
1997-09,101.8767,102.451,100.2136,100.1158,6.283119,87.03748,99.89478,99.64128,86.85191
1997-10,101.9535,102.5902,100.5607,100.3021,6.542472,87.61409,99.90868,99.66384,87.12561
1997-11,102.4048,102.55,100.8797,100.4734,6.614038,88.1692,99.93574,99.70777,87.40033
1997-12,103.0756,102.4495,101.1837,100.6366,6.553625,88.71371,99.98429,99.7866,87.6759
1998-01,103.693,102.5142,101.5039,100.8085,6.515933,89.27481,100.054,99.89973,87.9521
1998-02,104.0809,102.7024,101.8761,101.0083,6.664473,89.88396,100.1396,100.0387,88.22874
1998-03,104.1905,102.9721,102.2323,101.1995,6.907889,90.48135,100.2333,100.1909,88.50562
1998-04,103.8819,103.1876,102.4696,101.3269,7.088196,90.97509,100.3257,100.3409,88.78252
1998-05,103.4282,103.348,102.5805,101.3864,7.165308,91.35741,100.4078,100.4742,89.05926
1998-06,102.9383,103.4186,102.5283,101.3584,7.056845,91.59425,100.473,100.58,89.33559
1998-07,102.7421,103.3132,102.3534,101.2645,6.644933,91.72028,100.52,100.6563,89.61134
1998-08,102.723,103.013,102.0875,101.1218,6.098825,91.76267,100.5506,100.706,89.88629
1998-09,102.6156,102.6005,101.7565,100.9441,5.40738,91.74392,100.5692,100.7362,90.16024
1998-10,102.2978,102.2758,101.413,100.7597,4.67586,91.71081,100.583,100.7586,90.43298
1998-11,102.1022,102.1762,101.1253,100.6052,4.032934,91.72501,100.5985,100.7837,90.70433
1998-12,101.84,102.2507,100.9044,100.4866,3.475389,91.79685,100.618,100.8154,90.97409
1999-01,101.371,102.5014,100.7383,100.3974,2.958115,91.91566,100.6365,100.8454,91.24207
1999-02,100.7975,102.6964,100.602,100.3243,2.419771,92.05894,100.6463,100.8613,91.50806
1999-03,100.3885,102.7343,100.5189,100.2796,1.952589,92.24808,100.6428,100.8557,91.77191
1999-04,100.2679,102.7349,100.5055,100.2725,1.67475,92.4987,100.6299,100.8347,92.03342
1999-05,100.346,102.7871,100.5249,100.2828,1.553687,92.77682,100.6153,100.8111,92.29242
1999-06,100.6451,102.8772,100.5508,100.2968,1.598583,93.05846,100.6066,100.7969,92.54874
1999-07,100.9141,102.9321,100.6018,100.3242,1.788557,93.36074,100.6073,100.7981,92.80222
1999-08,100.9775,102.8472,100.6902,100.3716,2.105728,93.69495,100.6199,100.8184,93.05268
1999-09,100.9766,102.669,100.8476,100.4561,2.558057,94.09078,100.6477,100.8636,93.29999
1999-10,101.102,102.6085,101.0881,100.5852,3.108711,94.56183,100.6969,100.9436,93.54397
1999-11,101.2881,102.5556,101.3585,100.7304,3.634233,95.05851,100.7712,101.0641,93.78449
1999-12,101.5983,102.4957,101.6388,100.8809,4.10182,95.56219,100.8645,101.2155,94.0214
2000-01,102.0391,102.467,101.9359,101.0404,4.529809,96.07926,100.9533,101.3598,94.25456
2000-02,102.5223,102.4079,102.2491,101.2086,4.942466,96.60892,101.0114,101.4541,94.48384
2000-03,102.7648,102.2087,102.5262,101.3573,5.261477,97.10168,101.0252,101.4765,94.70912
2000-04,102.9295,101.8185,102.7686,101.4874,5.470176,97.55853,101.0116,101.4543,94.9303
2000-05,103.1103,101.5865,102.9195,101.5685,5.549109,97.92511,100.9983,101.4329,95.14727
2000-06,103.1333,101.4198,103.0079,101.6159,5.555432,98.22826,101.0067,101.4464,95.35995
2000-07,103.1934,101.2993,103.113,101.6723,5.55109,98.54328,101.034,101.4908,95.56828
2000-08,103.3547,101.0915,103.2437,101.7425,5.532579,98.87869,101.0651,101.5413,95.77217
2000-09,103.32,100.7631,103.3325,101.7902,5.398008,99.16981,101.0822,101.569,95.97157
2000-10,103.257,100.5185,103.3243,101.7858,5.077544,99.36325,101.0747,101.5569,96.16642
2000-11,103.1184,100.369,103.2511,101.7465,4.661211,99.48939,101.039,101.4988,96.3567
2000-12,102.704,100.259,103.1354,101.6843,4.193268,99.56937,100.9792,101.4018,96.54239
2001-01,102.1747,100.2633,102.9966,101.6098,3.687219,99.62192,100.9116,101.2921,96.72348
2001-02,101.5809,100.4358,102.8055,101.5072,3.115208,99.61849,100.8551,101.2003,96.89996
2001-03,100.9831,100.5922,102.5368,101.363,2.505287,99.53436,100.8228,101.148,97.07187
2001-04,100.603,100.6591,102.1365,101.1481,1.80224,99.31677,100.8139,101.1335,97.23921
2001-05,100.3995,100.5883,101.6044,100.8624,1.06167,98.96475,100.822,101.1466,97.40202
2001-06,100.3804,100.5036,100.9862,100.5305,0.2995168,98.52248,100.8425,101.1799,97.56033
2001-07,100.2954,100.4871,100.3132,100.1692,-0.5307752,98.02024,100.879,101.2392,97.7142
2001-08,99.99545,100.4738,99.67908,99.82878,-1.344137,97.54962,100.9367,101.3329,97.86369
2001-09,99.55202,100.3165,99.17863,99.5601,-1.982426,97.20384,101.0147,101.4595,98.00885
2001-10,99.14823,100.1773,98.85485,99.38628,-2.352408,97.02582,101.0974,101.5937,98.14978
2001-11,99.07948,100.164,98.71552,99.31148,-2.477957,97.02409,101.1629,101.7,98.28655
2001-12,99.03322,100.2085,98.71606,99.31177,-2.424186,97.15563,101.1914,101.7464,98.41927
2002-01,98.9071,100.2933,98.83526,99.37576,-2.230111,97.40024,101.1753,101.7201,98.54807
2002-02,98.95737,100.4783,99.03955,99.48544,-1.900395,97.72535,101.1133,101.6195,98.67305
2002-03,99.10746,100.6498,99.28619,99.61785,-1.451941,98.08918,101.009,101.4502,98.79438
2002-04,99.00004,100.6201,99.45493,99.70844,-0.9501903,98.37308,100.8717,101.2273,98.91222
2002-05,98.86864,100.1221,99.45756,99.70985,-0.4801524,98.48957,100.7117,100.9676,99.02673
2002-06,98.72552,99.6447,99.27325,99.6109,-0.1064353,98.41761,100.5377,100.6851,99.1381
2002-07,98.3567,99.3903,98.87695,99.39815,0.1139578,98.13194,100.3562,100.3904,99.24653
2002-08,98.07832,99.18295,98.36843,99.12514,0.1861286,97.73119,100.1721,100.0914,99.3522
2002-09,97.70879,98.93627,97.89796,98.87257,0.1655139,97.36472,99.99033,99.79641,99.45531
2002-10,97.222,98.57632,97.53653,98.67852,0.08011179,97.10355,99.81766,99.51608,99.55608
2002-11,96.77612,98.35937,97.33476,98.57021,-0.02619026,96.99867,99.6599,99.25995,99.6547
2002-12,96.65543,98.1177,97.33614,98.57095,-0.06328259,97.09415,99.51904,99.03127,99.75138
2003-01,96.79661,97.73737,97.48311,98.64984,-0.06874955,97.33327,99.38928,98.82061,99.8463
2003-02,96.77306,97.35246,97.64091,98.73457,-0.1467001,97.58199,99.26443,98.61793,99.93964
2003-03,96.57347,97.18011,97.743,98.78937,-0.321436,97.77389,99.14461,98.42339,100.0316
2003-04,96.59132,97.36039,97.86724,98.85607,-0.3924824,97.98698,99.04248,98.25758,100.1223
2003-05,97.10909,97.7729,98.03913,98.94835,-0.2462852,98.247,98.97495,98.14796,100.212
2003-06,97.80365,98.11737,98.21967,99.04527,0.09906635,98.51511,98.95366,98.11338,100.3008
2003-07,98.31838,98.28333,98.38376,99.13337,0.64641,98.76627,98.97303,98.14484,100.3888
2003-08,98.55645,98.47977,98.53787,99.2161,1.305467,99.00704,99.02086,98.22248,100.4761
2003-09,98.67699,98.87953,98.69694,99.3015,1.938872,99.2525,99.08578,98.32788,100.5629
2003-10,98.55045,99.30433,98.88776,99.40395,2.498575,99.52975,99.16283,98.45296,100.6492
2003-11,98.48967,99.46506,99.03698,99.48406,2.851951,99.76503,99.25044,98.59521,100.7351
2003-12,98.79726,99.50885,99.09457,99.51498,2.897918,99.90785,99.34676,98.75156,100.8207
2004-01,99.04308,99.45538,99.12624,99.53198,2.764824,100.0244,99.44495,98.911,100.906
2004-02,99.2212,99.36642,99.23798,99.59197,2.704991,100.2216,99.5358,99.05849,100.9911
2004-03,99.50416,99.32816,99.41634,99.68772,2.773979,100.4861,99.60994,99.17885,101.0761
2004-04,99.82637,99.42171,99.62039,99.79727,2.847136,100.7768,99.66079,99.2614,101.1608
2004-05,100.2484,99.6428,99.84194,99.91621,2.889064,101.0854,99.68394,99.29898,101.2455
2004-06,100.6686,99.90299,100.0127,100.0079,2.870352,101.3428,99.67818,99.28963,101.33
2004-07,100.9465,100.022,100.099,100.0542,2.782851,101.5148,99.6485,99.24145,101.4144
2004-08,101.0271,100.0129,100.125,100.0682,2.644867,101.6256,99.60344,99.16829,101.4988
2004-09,100.9019,99.915,100.0973,100.0533,2.447696,101.6819,99.55405,99.08811,101.5831
2004-10,100.7321,99.73283,99.98058,99.99065,2.127766,101.6475,99.51407,99.0232,101.6673
2004-11,100.4976,99.60442,99.76241,99.87352,1.748721,101.5096,99.4955,98.99305,101.7514
2004-12,100.0981,99.53337,99.41299,99.68592,1.330997,101.2376,99.50356,99.00613,101.8354
2005-01,99.86024,99.58836,99.01752,99.47361,0.8933972,100.918,99.53008,99.0492,101.9193
2005-02,99.7793,99.73706,98.68188,99.29342,0.4360138,100.6585,99.56055,99.09866,102.0031
2005-03,99.92699,99.95717,98.37867,99.13064,-0.05439565,100.4315,99.57968,99.12971,102.0866
2005-04,100.0557,99.99286,98.10827,98.98547,-0.5355039,100.2371,99.57684,99.12512,102.1699
2005-05,99.58701,99.63245,97.84412,98.84366,-1.025826,100.0485,99.54652,99.0759,102.2529
2005-06,98.9477,98.93349,97.63118,98.72933,-1.412476,99.9114,99.49032,98.98464,102.3355
2005-07,98.74399,98.34612,97.52325,98.67139,-1.609309,99.8811,99.4209,98.87193,102.4177
2005-08,99.10657,98.06081,97.57561,98.69951,-1.585406,100.0145,99.35555,98.76584,102.4994
2005-09,99.79211,98.05067,97.77331,98.80564,-1.362583,100.2964,99.31072,98.69306,102.5806
2005-10,100.3998,98.23803,98.05569,98.95724,-0.9666398,100.6649,99.29639,98.66982,102.661
2005-11,100.5031,98.45735,98.36393,99.12273,-0.4432108,101.0597,99.31783,98.70461,102.7406
2005-12,100.2685,98.59964,98.649,99.27576,0.1903322,101.4303,99.37511,98.79762,102.8194
2006-01,100.0456,98.70129,98.89615,99.40845,0.8356457,101.7613,99.46021,98.93576,102.8971
2006-02,99.9546,98.82555,99.16254,99.55147,1.443287,102.1113,99.56126,99.09982,102.9737
2006-03,99.80225,98.88969,99.47481,99.71912,2.06737,102.5077,99.66504,99.2683,103.049
2006-04,99.82053,98.84892,99.85278,99.92204,2.727319,102.9709,99.75821,99.41956,103.1227
2006-05,100.0693,98.89307,100.3011,100.1627,3.455453,103.5056,99.83083,99.53745,103.1949
2006-06,100.3502,99.08428,100.7806,100.4202,4.163695,104.0714,99.8806,99.61826,103.2653
2006-07,100.6386,99.31294,101.2213,100.6568,4.720261,104.5958,99.91871,99.68012,103.3337
2006-08,100.6671,99.65163,101.6185,100.87,5.05835,105.0735,99.9616,99.74976,103.4
2006-09,100.7948,99.96053,101.9882,101.0685,5.209227,105.5211,100.0237,99.85054,103.464
2006-10,100.9911,100.0939,102.3235,101.2485,5.231224,105.931,100.1097,99.99024,103.5256
2006-11,101.3553,100.0892,102.6305,101.4133,5.194484,106.3093,100.2182,100.1663,103.5844
2006-12,101.5793,100.0334,102.9202,101.5688,5.162913,106.6671,100.3426,100.3684,103.6405
2007-01,101.9803,99.87798,103.1954,101.7166,5.154967,107.0071,100.4721,100.5785,103.6936
2007-02,102.5276,99.75599,103.443,101.8495,5.096448,107.3154,100.595,100.7781,103.7435
2007-03,102.85,99.71037,103.6714,101.9721,4.968304,107.6006,100.7031,100.9537,103.7901
2007-04,102.9486,99.76864,103.8886,102.0887,4.758444,107.8707,100.7964,101.1051,103.8331
2007-05,102.9431,99.87003,104.0745,102.1885,4.443483,108.1048,100.8795,101.2399,103.8725
2007-06,102.7002,99.8546,104.2221,102.2678,4.058581,108.2952,100.96,101.3707,103.9081
2007-07,102.4186,99.76479,104.3324,102.327,3.678008,108.4428,101.0475,101.5126,103.9398
2007-08,102.3945,99.57645,104.3923,102.3591,3.293255,108.5339,101.149,101.6775,103.9673
2007-09,102.5203,99.38345,104.4192,102.3736,2.904861,108.5863,101.2647,101.8653,103.9908
2007-10,102.615,99.13566,104.4086,102.3679,2.515109,108.5952,101.3822,102.0562,104.0099
2007-11,102.8434,98.80814,104.3566,102.34,2.113904,108.5565,101.4842,102.2218,104.0246
2007-12,102.9401,98.36462,104.2533,102.2845,1.680713,108.4598,101.5556,102.3376,104.035
2008-01,102.8328,97.94267,104.0978,102.201,1.212158,108.3042,101.5923,102.3972,104.0408
2008-02,102.6815,97.68097,103.9196,102.1053,0.749835,108.1201,101.5962,102.4035,104.0421
2008-03,102.3053,97.47753,103.7425,102.0103,0.308388,107.9325,101.5721,102.3644,104.0388
2008-04,101.6734,97.32246,103.534,101.8983,-0.1512828,107.7076,101.5275,102.292,104.0311
2008-05,101.1119,96.97994,103.2249,101.7324,-0.6766995,107.3733,101.4672,102.1942,104.0188
2008-06,100.8788,96.52257,102.7064,101.454,-1.365196,106.8168,101.3892,102.0674,104.0021
2008-07,100.807,96.53159,101.9155,101.0294,-2.277782,105.9727,101.282,101.8934,103.981
2008-08,100.2296,96.87133,100.8047,100.4331,-3.447673,104.792,101.1304,101.6472,103.9555
2008-09,98.59765,97.13051,99.36818,99.66187,-4.896676,103.2692,100.9221,101.3091,103.9258
2008-10,96.36377,96.94621,97.71718,98.77551,-6.514941,101.5203,100.6591,100.8822,103.892
2008-11,94.33188,96.52702,96.09367,97.9039,-8.068877,99.79725,100.3542,100.3871,103.8541
2008-12,92.68938,96.07873,94.71563,97.16409,-9.34287,98.32658,100.0312,99.86277,103.8124
2009-01,91.64249,95.77315,93.71153,96.62502,-10.21437,97.24158,99.72935,99.3727,103.7669
2009-02,91.25349,95.6512,93.15038,96.32375,-10.64237,96.61354,99.49017,98.98439,103.7178
2009-03,91.39758,95.80998,93.07047,96.28086,-10.60919,96.4817,99.34428,98.74755,103.6652
2009-04,91.43666,96.24022,93.45066,96.48496,-10.10518,96.8235,99.29368,98.6654,103.6092
2009-05,91.98267,96.90458,94.26152,96.92029,-9.094934,97.60777,99.32604,98.71794,103.55
2009-06,92.57635,97.80521,95.36501,97.51272,-7.607338,98.69087,99.42197,98.87369,103.4875
2009-07,93.28712,98.65121,96.66238,98.20922,-5.664306,99.97009,99.55622,99.09164,103.4219
2009-08,94.2557,99.23812,98.02776,98.94225,-3.31806,101.3149,99.70605,99.33489,103.3533
2009-09,95.28984,99.57376,99.30779,99.62944,-0.6801842,102.5668,99.85719,99.58025,103.2817
2009-10,95.95166,99.59948,100.3938,100.2125,2.061967,103.6136,100.0088,99.82642,103.2072
2009-11,96.43099,99.49459,101.2723,100.6841,4.654144,104.442,100.1667,100.0827,103.1298
2009-12,96.84945,99.41354,101.9607,101.0537,6.858304,105.0701,100.3361,100.3578,103.0496
2010-01,97.22395,99.42493,102.4418,101.312,8.473159,105.481,100.5146,100.6475,102.9667
2010-02,97.62729,99.16583,102.7313,101.4674,9.395714,105.6911,100.6951,100.9406,102.8811
2010-03,97.98392,98.70749,102.8826,101.5486,9.612506,105.756,100.8692,101.2232,102.7929
2010-04,98.2457,98.19809,102.9135,101.5652,9.161881,105.6944,101.0294,101.4834,102.7021
2010-05,98.30775,97.75221,102.8642,101.5387,8.134645,105.5478,101.1696,101.7109,102.6089
2010-06,98.35971,97.53352,102.8182,101.514,6.800488,105.4023,101.2847,101.8978,102.5133
2010-07,98.55132,97.27618,102.8401,101.5258,5.355721,105.3242,101.374,102.0427,102.4155
2010-08,98.80415,96.90651,102.9292,101.5736,3.945644,105.3125,101.4376,102.146,102.3155
2010-09,99.09682,96.20773,103.0763,101.6526,2.721198,105.3578,101.476,102.2084,102.2135
2010-10,99.28038,95.16591,103.2516,101.7468,1.752851,105.4298,101.4911,102.2328,102.1096
2010-11,99.53489,94.62131,103.4378,101.8467,1.023281,105.5107,101.4849,102.2228,102.0041
2010-12,99.81128,94.67904,103.5663,101.9157,0.4386192,105.531,101.4603,102.1829,101.897
2011-01,100.0196,94.89806,103.5414,101.9023,-0.08302306,105.3934,101.4231,102.1225,101.7887
2011-02,99.92284,95.08681,103.3541,101.8018,-0.5689862,105.0897,101.3786,102.0502,101.6792
2011-03,99.47389,94.91833,103.023,101.624,-1.055878,104.6394,101.329,101.9697,101.569
2011-04,99.11636,94.59473,102.5841,101.3884,-1.527509,104.0799,101.2718,101.8768,101.4581
2011-05,98.59872,94.58914,102.007,101.0785,-2.05303,103.3809,101.2012,101.7622,101.3469
2011-06,98.1152,94.61805,101.2735,100.6847,-2.730068,102.5248,101.1114,101.6164,101.2356
2011-07,97.59725,94.35806,100.4742,100.2556,-3.532159,101.604,100.9995,101.4348,101.1245
2011-08,96.51576,93.86736,99.67403,99.82607,-4.39435,100.6847,100.8658,101.2177,101.0139
2011-09,95.69341,93.32424,98.92309,99.42291,-5.258541,99.81753,100.7144,100.9719,100.9042
2011-10,95.59306,93.13851,98.24014,99.05627,-6.078098,99.0217,100.5563,100.7152,100.7956
2011-11,95.43709,93.04861,97.57589,98.69965,-6.883755,98.2476,100.4026,100.4658,100.6884
2011-12,95.35134,93.06589,96.98913,98.38464,-7.558344,97.55458,100.2592,100.2329,100.583
2012-01,95.39716,93.25636,96.4895,98.11641,-8.009097,96.95237,100.1196,100.0062,100.4797
2012-02,95.48678,93.51012,96.08348,97.89843,-8.223658,96.44749,99.97258,99.76759,100.3788
2012-03,95.6781,93.75377,95.7746,97.7326,-8.214787,96.04346,99.80841,99.50106,100.2807
2012-04,95.81262,93.93377,95.59882,97.63823,-7.978057,95.77631,99.62575,99.20451,100.1857
2012-05,95.69878,94.15203,95.5199,97.59586,-7.517039,95.6097,99.42783,98.88319,100.094
2012-06,95.6246,94.24891,95.51679,97.5942,-6.82976,95.52258,99.21983,98.54551,100.0061
2012-07,95.41562,94.03527,95.54268,97.60809,-6.038871,95.46825,99.00715,98.20022,99.9221
2012-08,95.29251,93.55125,95.56882,97.62213,-5.230614,95.41824,98.79766,97.86013,99.84244
2012-09,95.02413,92.87683,95.58131,97.62883,-4.46675,95.35893,98.60415,97.54596,99.76734
2012-10,94.9703,92.56856,95.67642,97.67989,-3.671013,95.3866,98.4462,97.28953,99.69709
2012-11,95.22614,92.65084,95.92397,97.8128,-2.724455,95.57088,98.34457,97.12453,99.6319
2012-12,95.74405,92.87685,96.31927,98.02502,-1.688827,95.90705,98.31284,97.07302,99.57203
2013-01,96.0097,93.07289,96.78508,98.27509,-0.6540651,96.31824,98.34482,97.12494,99.51765
2013-02,96.22726,93.22063,97.22598,98.5118,0.2718207,96.70965,98.42532,97.25564,99.46895
2013-03,96.47464,93.21355,97.58325,98.70361,1.02009,97.02319,98.53605,97.4354,99.42606
2013-04,96.69038,93.20709,97.77402,98.80602,1.462197,97.17676,98.65772,97.63294,99.38914
2013-05,96.93713,93.15158,97.81937,98.83037,1.654594,97.19166,98.77483,97.82304,99.35829
2013-06,97.04965,93.2254,97.83337,98.83789,1.736601,97.18143,98.87933,97.99271,99.33361
2013-07,97.17154,93.44009,97.9377,98.8939,1.88414,97.26701,98.97466,98.14747,99.31519
2013-08,97.54049,93.92213,98.246,99.05941,2.245983,97.56131,99.06721,98.29774,99.30309
2013-09,97.95768,94.53228,98.75612,99.33327,2.834875,98.06224,99.15841,98.44579,99.29738
2013-10,98.44064,95.21321,99.44254,99.70179,3.520355,98.74454,99.2364,98.5724,99.2981
2013-11,99.07861,95.80605,100.2486,100.1345,4.165729,99.55211,99.28558,98.65224,99.30528
2013-12,99.68577,96.29395,101.0751,100.5783,4.670896,100.3868,99.29688,98.67059,99.31895
2014-01,100.0148,96.61218,101.7754,100.9542,4.967487,101.1028,99.27972,98.64273,99.33913
2014-02,100.1376,96.824,102.1819,101.1725,4.98842,101.5339,99.25123,98.59648,99.36583
2014-03,100.3206,97.06316,102.278,101.2241,4.782582,101.6634,99.22723,98.55751,99.39906
2014-04,100.3908,97.25098,102.091,101.1237,4.467454,101.5181,99.21366,98.5355,99.43879
2014-05,100.3026,97.40238,101.7346,100.9323,4.135207,101.2107,99.21178,98.53243,99.48502
2014-06,100.1353,97.46178,101.3497,100.7257,3.807078,100.8812,99.22214,98.54925,99.53771
2014-07,100.0451,97.57839,101.0168,100.547,3.436479,100.6096,99.24757,98.59054,99.59684
2014-08,100.092,97.7386,100.8006,100.4309,2.97136,100.4602,99.29151,98.66188,99.66235
2014-09,100.2619,98.24206,100.6987,100.3762,2.41554,100.431,99.35496,98.76488,99.73417
2014-10,100.4535,98.83026,100.6553,100.3529,1.743689,100.4663,99.43181,98.88966,99.81226
2014-11,100.615,99.15504,100.624,100.3361,0.9720991,100.5199,99.51288,99.02126,99.89651
2014-12,100.7229,99.42295,100.5932,100.3195,0.1924988,100.58,99.58866,99.1443,99.98687
2015-01,100.825,99.71497,100.5894,100.3175,-0.4250447,100.6731,99.65158,99.24645,100.0832
2015-02,101.0344,99.83706,100.6554,100.3529,-0.6813601,100.8421,99.69598,99.31854,100.1855
2015-03,101.3594,99.92899,100.7729,100.416,-0.5849141,101.0688,99.71885,99.35565,100.2935
2015-04,101.6984,99.93922,100.9072,100.4881,-0.19691,101.3182,99.72148,99.35994,100.4073
2015-05,101.89,99.86481,101.0064,100.5414,0.3237401,101.5384,99.70756,99.33733,100.5267
2015-06,101.8162,99.76497,101.0162,100.5466,0.7862231,101.6743,99.68223,99.2962,100.6515
2015-07,101.586,99.69318,100.9396,100.5055,1.112326,101.7287,99.65229,99.2476,100.7817
2015-08,101.2681,99.74965,100.8066,100.4341,1.265141,101.7312,99.62418,99.20196,100.9171
2015-09,101.1556,99.89234,100.6822,100.3673,1.310421,101.747,99.60212,99.16615,101.0577
2015-10,101.1638,100.0465,100.5582,100.3008,1.295745,101.7681,99.58592,99.13985,101.2032
2015-11,101.2156,100.1277,100.4101,100.2212,1.24281,101.7691,99.57347,99.11964,101.3535
2015-12,101.3351,100.2673,100.3316,100.1791,1.257821,101.8451,99.56257,99.10194,101.5085
2016-01,101.5282,100.3042,100.3525,100.1903,1.344352,102.0265,99.55228,99.08523,101.6681
2016-02,101.4583,100.1197,100.4025,100.2172,1.388037,102.2418,99.54384,99.07153,101.832
2016-03,101.241,100.0981,100.4703,100.2536,1.396097,102.4798,99.54133,99.06746,102.0001
2016-04,101.1737,100.1498,100.544,100.2931,1.391451,102.728,99.55199,99.08476,102.1722
2016-05,101.2371,100.1358,100.5714,100.3078,1.373352,102.9329,99.58356,99.13602,102.3481
2016-06,101.2653,100.0768,100.566,100.3049,1.409966,103.1079,99.64054,99.22853,102.5276
2016-07,101.1203,100.0251,100.5331,100.2873,1.503498,103.2582,99.71872,99.35544,102.7106
2016-08,101.0387,100.0285,100.4763,100.2568,1.627576,103.3869,99.81047,99.5044,102.8968
2016-09,101.2657,100.1822,100.4213,100.2272,1.742814,103.5203,99.90842,99.66342,103.086
2016-10,101.6599,100.4831,100.4077,100.22,1.897371,103.6991,100.0079,99.82493,103.278
2016-11,101.9432,100.8185,100.4624,100.2493,2.143899,103.951,100.1055,99.98339,103.4725
2016-12,102.0901,101.0204,100.586,100.3157,2.387563,104.2767,100.1974,100.1326,103.6693
2017-01,102.2147,101.0285,100.7593,100.4087,2.578156,104.6569,100.2776,100.2627,103.8682
2017-02,102.2871,101.0907,100.9716,100.5227,2.776047,105.0801,100.3401,100.3643,104.0689
2017-03,102.3501,101.3045,101.2547,100.6747,3.024806,105.5796,100.3822,100.4326,104.2713
2017-04,102.4463,101.6031,101.6162,100.8688,3.344458,106.1637,100.408,100.4745,104.4751
2017-05,102.419,101.967,102.0364,101.0944,3.768374,106.8118,100.425,100.5021,104.68
2017-06,102.3953,102.2927,102.4498,101.3163,4.216363,107.4553,100.4403,100.5269,104.8859
2017-07,102.2679,102.4306,102.7584,101.482,4.583848,107.9914,100.4586,100.5566,105.0924
2017-08,102.2645,102.4053,102.8695,101.5416,4.772528,108.3211,100.4824,100.5953,105.2995
2017-09,102.5294,102.4666,102.7759,101.4913,4.748124,108.4356,100.5125,100.6441,105.5069
2017-10,102.8549,102.5943,102.558,101.3744,4.551003,108.4184,100.5472,100.7005,105.7142
2017-11,102.9954,102.6256,102.309,101.2407,4.248338,108.3671,100.5845,100.761,105.9215
2017-12,103.0228,102.4835,102.0912,101.1238,3.903973,108.3477,100.622,100.8219,106.1283
2018-01,102.8799,102.3587,101.9499,101.0479,3.584239,108.4081,100.6586,100.8813,106.3346
2018-02,102.6254,102.3776,101.904,101.0232,3.319844,108.5686,100.6933,100.9377,106.5401
2018-03,102.3041,102.419,101.9363,101.0406,3.061172,108.8116,100.7251,100.9893,106.7447
2018-04,101.963,102.4506,101.9445,101.045,2.697723,109.0277,100.7523,101.0335,106.948
2018-05,101.8366,102.4167,101.9739,101.0608,2.296884,109.2651,100.7736,101.068,107.1501
2018-06,101.9044,102.2774,102.0455,101.0992,1.946044,109.5465,100.7887,101.0925,107.3506
2018-07,101.9492,102.1614,102.0537,101.1036,1.636038,109.7581,100.8004,101.1115,107.5494
2018-08,101.8978,102.1258,101.8967,101.0193,1.35615,109.7901,100.8127,101.1315,107.7464
2018-09,101.6745,102.1538,101.5464,100.8313,1.083713,109.6107,100.8297,101.1591,107.9415
2018-10,101.5587,102.1427,101.0738,100.5775,0.8089342,109.2954,100.854,101.1986,108.1343
2018-11,101.5227,102.0181,100.5661,100.305,0.526944,108.9382,100.8868,101.2518,108.3249
2018-12,101.4153,101.7213,100.0658,100.0364,0.2185909,108.5845,100.9271,101.3172,108.5131
2019-01,101.2031,101.3816,99.64144,99.80857,-0.09129412,108.3091,100.9704,101.3875,108.6988
2019-02,101.0085,101.115,99.3557,99.65517,-0.3575968,108.1804,101.0113,101.4539,108.8819
2019-03,100.71,100.9845,99.26855,99.60838,-0.5027227,108.2645,101.0457,101.5098,109.0623
