country,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL
2019-09,98.73557,98.15834,96.71678,98.19904,-2.105361,104.5693,99.93781,99.68735,108.1191
2019-10,98.03816,97.32973,96.58566,98.12705,-1.941693,104.5777,99.54053,99.04508,108.2746
2019-11,96.70554,96.33626,96.5178,98.0898,-1.691797,104.6551,99.21907,98.52537,108.4309
2019-12,96.09763,95.95004,96.55324,98.10925,-1.252289,104.8453,99.03372,98.22572,108.5881
2020-01,96.59866,95.93687,96.6692,98.17292,-0.6922494,105.1241,98.97248,98.12671,108.7462
2020-02,97.12982,95.76193,96.9561,98.33044,0.05695665,105.5905,98.9906,98.15601,108.9055
2020-03,96.57282,94.93429,95.30173,97.4221,-1.229802,103.9417,96.48936,94.1123,109.0659
2020-04,95.33087,93.86728,92.24687,95.7448,-4.005309,100.759,93.98403,90.06197,109.2276
2020-05,95.04327,93.21828,94.83448,97.16555,-0.9543413,103.7399,91.4614,85.98367,109.3905
2020-06,95.94489,93.06261,96.71821,98.19983,1.283382,105.9594,92.29793,87.33607,109.5547
2020-07,97.31123,93.42611,98.61313,99.24026,3.457795,108.1986,93.11599,88.65862,109.7203
2020-08,98.85581,94.16734,99.92524,99.96069,4.990335,109.8051,93.91757,89.95453,109.8872
2020-09,100.3943,94.88672,100.9632,100.5306,6.260171,111.1155,94.9489,91.62186,110.0555
2020-10,101.2996,95.48496,101.9684,101.0825,7.474786,112.3947,95.97386,93.2789,110.2251
2020-11,101.5854,95.76677,102.3649,101.3002,7.980132,113.0067,97.00266,94.94213,110.396
2020-12,101.5695,95.87276,102.446,101.3447,8.037876,113.2726,97.67253,96.02511,110.5681
2021-01,102.0043,95.88375,102.4608,101.3529,7.935863,113.4666,98.38191,97.17195,110.7415
2021-02,102.4541,95.80592,102.4008,101.3199,7.565444,113.5789,99.00401,98.17768,110.916
2021-03,102.5858,95.45115,102.2912,101.2598,9.327547,113.6369,99.41858,98.84792,111.0916
2021-04,102.3656,95.27244,102.1462,101.1801,12.79995,113.6561,99.72171,99.33798,111.2681
2021-05,102.6852,95.86959,102.0143,101.1077,9.59174,113.6904,100.1437,100.0203,111.4455
2021-06,103.3514,96.86045,101.915,101.0532,7.363154,113.7613,100.6778,100.8837,111.6237
2021-07,104.3237,97.78703,101.8337,101.0085,5.225492,113.8525,101.2846,101.8647,111.8025
2021-08,104.8792,98.21006,101.7348,100.9543,3.751549,113.9244,101.9175,102.8879,111.9817
2021-09,104.6932,98.00768,101.6009,100.8807,,,,,
2021-10,103.9028,97.53778,101.4386,100.7916,,,,,
2021-11,102.8987,97.39262,101.271,100.6996,,,,,
2021-12,102.1411,97.76246,101.1177,100.6154,,,,,
2022-01,101.8027,98.19302,100.9929,100.5469,,,,,
