country,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE
1982-12,98.19014,98.24007,98.73962,99.0866,1.233539,49.23196,99.17329,0.6857517,49.26918,98.81427,49.86039
1983-01,98.43859,98.50663,98.93868,99.24767,1.427684,49.4082,99.19883,0.7842159,49.36177,98.84571,49.9382
1983-02,98.64562,98.87848,99.13499,99.40591,1.641506,49.58482,99.23676,0.9190426,49.46299,98.89141,50.01748
1983-03,98.77168,99.26198,99.33128,99.56184,1.906257,49.76315,99.28003,1.087935,49.56897,98.9437,50.09816
1983-04,98.83353,99.40871,99.50981,99.70093,2.223428,49.9343,99.32612,1.287049,49.67857,99.00018,50.18028
1983-05,98.88026,99.38431,99.66882,99.82228,2.583329,50.09741,99.376,1.512221,49.79262,99.06245,50.26387
1983-06,98.95231,99.35092,99.8175,99.9336,2.968629,50.25708,99.43266,1.758284,49.91305,99.1342,50.34897
1983-07,99.05041,99.3546,99.95325,100.0351,3.335497,50.41201,99.50005,2.017447,50.04209,99.21981,50.43559
1983-08,99.16833,99.3591,100.0736,100.1265,3.63424,50.56092,99.58045,2.278545,50.18086,99.32132,50.52375
1983-09,99.29725,99.32041,100.1746,100.2051,3.824237,50.70184,99.6717,2.526322,50.32772,99.4354,50.61348
1983-10,99.4395,99.33564,100.2707,100.2802,3.906015,50.84206,99.76337,2.740656,50.47608,99.54892,50.7048
1983-11,99.57168,99.4921,100.364,100.3525,3.902389,50.98262,99.84125,2.900363,50.61703,99.64433,50.7977
1983-12,99.67272,99.69271,100.4403,100.4106,3.827435,51.11628,99.89151,2.98944,50.74205,99.70494,50.89222
1984-01,99.73792,99.79969,100.4807,100.44,3.694252,51.23346,99.90576,3.007172,50.84616,99.72116,50.98834
1984-02,99.78286,99.73396,100.4797,100.436,3.522098,51.33125,99.8823,2.963259,50.92871,99.69169,51.08621
1984-03,99.81036,99.55466,100.4392,100.4007,3.310433,51.41052,99.82965,2.876735,50.99494,99.62729,51.18571
1984-04,99.83362,99.35029,100.3716,100.3447,3.090305,51.47742,99.77229,2.780576,51.05992,99.5575,51.28686
1984-05,99.88468,99.16714,100.2922,100.2814,2.879249,51.53984,99.73746,2.7068,51.14041,99.51498,51.38966
1984-06,99.95927,99.07079,100.2198,100.2253,2.686653,51.60732,99.74227,2.672485,51.24697,99.52005,51.49411
1984-07,99.99009,99.13224,100.1698,100.1875,2.530839,51.68785,99.77909,2.663615,51.37502,99.56356,51.60022
1984-08,99.97128,99.26926,100.1463,100.1702,2.418337,51.78365,99.82888,2.654426,51.51287,99.62265,51.70799
1984-09,99.93455,99.42879,100.1262,100.1558,2.329237,51.8828,99.87201,2.624139,51.64839,99.67381,51.81741
1984-10,99.90147,99.53493,100.0995,100.1377,2.238542,51.98018,99.89806,2.573601,51.77513,99.70469,51.92848
1984-11,99.87859,99.66147,100.0733,100.1204,2.151134,52.07932,99.90432,2.517644,51.89138,99.71214,52.04119
1984-12,99.89008,99.80446,100.0474,100.1038,2.08152,52.18027,99.89525,2.47889,51.99989,99.70158,52.15553
1985-01,99.65768,99.92417,100.0187,100.086,2.045215,52.2813,99.88311,2.482092,52.10821,99.68761,52.2715
1985-02,99.66407,99.90866,99.96912,100.0592,2.029275,52.3729,99.88169,2.54497,52.22483,99.68648,52.38908
1985-03,99.66754,99.87988,99.92502,100.0349,2.058642,52.46888,99.9,2.667643,52.3553,99.70871,52.50826
1985-04,99.72595,99.89561,99.89523,100.0188,2.129984,52.57389,99.9353,2.816088,52.49781,99.75068,52.62902
1985-05,99.81194,99.91991,99.88114,100.0118,2.229017,52.68867,99.97895,2.945638,52.64682,99.8018,52.75137
1985-06,99.87547,99.95588,99.87732,100.01,2.331253,52.81041,100.0209,3.022771,52.79604,99.85014,52.87528
1985-07,99.88861,100.017,99.88118,100.0129,2.41819,52.93776,100.0538,3.048229,52.94105,99.88737,53.00074
1985-08,99.92804,100.1035,99.89618,100.0239,2.489044,53.07257,100.0721,3.039895,53.07881,99.90794,53.12772
1985-09,100.0132,100.254,99.92388,100.0445,2.569001,53.21568,100.0731,3.019047,53.20768,99.90887,53.25621
1985-10,100.0888,100.4829,99.96073,100.0718,2.664585,53.36523,100.0576,2.999125,53.32793,99.89086,53.3862
1985-11,100.1176,100.674,99.9949,100.0968,2.756555,53.51492,100.0288,2.986796,53.44128,99.8573,53.51764
1985-12,100.0713,100.8339,100.0252,100.1176,2.843626,53.66409,99.99255,2.982858,53.55098,99.81441,53.65054
1986-01,99.98579,100.9956,100.0548,100.1352,2.932273,53.81433,99.95711,2.982198,53.66218,99.77189,53.78487
1986-02,99.96783,101.1084,100.0982,100.1584,3.056055,53.97344,99.93066,2.978102,53.78014,99.73967,53.92051
1986-03,99.92197,101.1896,100.1569,100.1876,3.189412,54.14233,99.91696,2.964718,53.90749,99.72246,54.05752
1986-04,99.84343,101.2381,100.2243,100.2189,3.316391,54.31744,99.9119,2.941698,54.04214,99.7163,54.19589
1986-05,99.80769,101.2942,100.2841,100.2418,3.418691,54.48994,99.90733,2.911104,54.17942,99.7126,54.33559
1986-06,99.7774,101.3843,100.3312,100.2542,3.496653,54.65701,99.89436,2.875282,54.31408,99.70171,54.47657
1986-07,99.79198,101.4748,100.3544,100.2519,3.541226,54.81241,99.86638,2.835017,54.44194,99.67613,54.61883
1986-08,99.842,101.5493,100.3642,100.2396,3.55966,54.96177,99.81833,2.789669,54.55953,99.6297,54.76232
1986-09,99.88538,101.577,100.3624,100.2191,3.552137,55.10597,99.74696,2.737388,54.66418,99.55776,54.907
1986-10,99.90459,101.5882,100.3547,100.1952,3.528359,55.24815,99.65173,2.675075,54.75449,99.45805,55.05285
1986-11,99.94047,101.5815,100.352,100.1761,3.511511,55.3941,99.53716,2.602956,54.83233,99.33425,55.19982
1986-12,99.9754,101.5296,100.3707,100.1747,3.519963,55.55304,99.41638,2.529542,54.90557,99.20087,55.34787
1987-01,100.0011,101.476,100.4293,100.2042,3.56948,55.73522,99.31618,2.478082,54.99198,99.09007,55.49696
1987-02,100.0857,101.4683,100.516,100.2572,3.632835,55.93421,99.2655,2.475476,55.11145,99.03749,55.64706
1987-03,100.2186,101.4746,100.6292,100.3319,3.706616,56.14918,99.2804,2.537463,55.27537,99.06319,55.79809
1987-04,100.3345,101.489,100.7493,100.413,3.777401,56.36923,99.35046,2.656455,55.47774,99.15592,55.95
1987-05,100.4604,101.4903,100.8575,100.4861,3.84264,56.58379,99.45412,2.815352,55.70477,99.29065,56.10273
1987-06,100.5715,101.5004,100.9441,100.5442,3.897563,56.7873,99.57108,2.999153,55.94304,99.44334,56.2562
1987-07,100.6886,101.5065,100.9911,100.5742,3.935251,56.96941,99.69234,3.203975,56.18624,99.60276,56.41033
1987-08,100.8478,101.51,100.9908,100.571,3.936842,57.12553,99.81422,3.430532,56.43121,99.76339,56.56506
1987-09,100.979,101.4997,100.9498,100.539,3.907119,57.25903,99.93234,3.676311,56.67381,99.91804,56.72029
1987-10,101.0704,101.4122,100.8768,100.4846,3.849067,57.37469,100.0352,3.926726,56.90455,100.0503,56.87597
1987-11,101.1144,101.3067,100.8028,100.4292,3.783364,57.48986,100.1102,4.15975,57.11322,100.1424,57.03199
1987-12,101.1363,101.2547,100.763,100.3978,3.729065,57.62465,100.1507,4.350599,57.29429,100.1854,57.18828
1988-01,101.1884,101.2377,100.6237,100.3331,3.529508,57.7024,100.1636,4.475368,57.45307,100.1889,57.34476
1988-02,101.2504,101.2832,100.525,100.3004,3.342003,57.80353,100.1622,4.515768,57.60015,100.1713,57.50166
1988-03,101.3074,101.3685,100.4822,100.3049,3.183315,57.93658,100.1616,4.471604,57.74707,100.1535,57.65856
1988-04,101.4032,101.4678,100.4938,100.3426,3.071973,58.10088,100.1721,4.369166,57.90166,100.1492,57.81539
1988-05,101.5424,101.5505,100.5516,100.4059,3.018658,58.29186,100.2004,4.243804,58.06877,100.1668,57.97206
1988-06,101.676,101.6068,100.6428,100.4846,3.019739,58.50213,100.2489,4.123697,58.24996,100.209,58.12849
1988-07,101.7876,101.6452,100.7542,100.5698,3.08019,58.72418,100.3135,4.015365,58.44233,100.2706,58.28458
1988-08,101.8961,101.692,100.8734,100.6552,3.194993,58.95068,100.3875,3.91558,58.64082,100.3432,58.44027
1988-09,102.0226,101.7323,100.9842,100.7327,3.341229,59.17218,100.4633,3.822172,58.83998,100.4173,58.59546
1988-10,102.1494,101.7798,101.076,100.7972,3.499021,59.38224,100.5343,3.744061,59.03509,100.4851,58.75008
1988-11,102.1965,101.8323,101.1474,100.849,3.635451,59.57988,100.5949,3.692786,59.22229,100.5403,58.90403
1988-12,102.2047,101.7935,101.195,100.8845,3.710792,59.76299,100.641,3.673289,59.39888,100.5785,59.05724
1989-01,102.1714,101.7032,101.226,100.906,3.870128,59.93555,100.6717,3.674945,59.56444,100.5992,59.20964
1989-02,102.1138,101.5798,101.2658,100.9263,3.994194,60.11232,100.6884,3.679958,59.71982,100.6046,59.36094
1989-03,102.0139,101.4311,101.3107,100.948,4.064303,60.2913,100.6946,3.673461,59.86838,100.6001,59.51127
1989-04,101.9377,101.3366,101.3628,100.9743,4.083815,60.47361,100.6975,3.650527,60.01537,100.5948,59.66054
1989-05,101.9336,101.3329,101.4112,100.9991,4.05005,60.65271,100.7058,3.613282,60.16695,100.599,59.80868
1989-06,101.9453,101.3906,101.4512,101.0195,3.971756,60.82569,100.727,3.5684,60.32856,100.622,59.95562
1989-07,101.8981,101.4647,101.4766,101.0309,3.8563,60.98876,100.7656,3.525937,60.50296,100.6683,60.1013
1989-08,101.7509,101.5039,101.4845,101.0301,3.713771,61.13998,100.8236,3.496418,60.69115,100.7395,60.24564
1989-09,101.5794,101.5093,101.4741,101.0168,3.560094,61.27876,100.9,3.488007,60.89232,100.8341,60.3886
1989-10,101.4697,101.4508,101.4578,100.9999,3.419002,61.41252,100.9891,3.502636,61.10288,100.9463,60.5301
1989-11,101.4133,101.4661,101.4529,100.9919,3.309342,61.55158,101.0829,3.537867,61.31749,101.0671,60.67009
1989-12,101.3619,101.5282,101.4562,100.9914,3.231112,61.69399,101.1721,3.586868,61.52943,101.1856,60.80851
1990-01,101.2936,101.5327,101.4586,100.9929,3.167939,61.83427,101.247,3.636635,61.73058,101.2885,60.94531
1990-02,101.1935,101.4375,101.4503,100.9899,3.083786,61.96605,101.2992,3.672874,61.91325,101.3638,61.08023
1990-03,101.1009,101.2978,101.4353,100.9847,2.986764,62.09206,101.3241,3.680919,62.07209,101.4027,61.21345
1990-04,101.0124,101.2683,101.4058,100.9718,2.866832,62.20729,101.3249,3.653935,62.20829,101.4074,61.34492
1990-05,100.8959,101.2918,101.3394,100.9362,2.712688,62.29803,101.3088,3.589708,62.32677,101.3862,61.47462
1990-06,100.7619,101.3169,101.2112,100.8603,2.503781,62.34863,101.285,3.491414,62.43488,101.3512,61.60253
1990-07,100.5704,101.2418,101.0113,100.7369,2.236756,62.35293,101.2638,3.370702,62.54234,101.3182,61.72864
1990-08,100.3288,100.9601,100.7473,100.5698,1.922149,62.31518,101.2539,3.240231,62.65768,101.3011,61.85294
1990-09,100.0736,100.5276,100.4363,100.3685,1.57814,62.24583,101.2588,3.107888,62.78479,101.3059,61.97542
1990-10,99.80754,100.3078,100.1085,100.1536,1.222793,62.16347,101.2745,2.97302,62.91948,101.326,62.09609
1990-11,99.54858,100.2682,99.79465,99.94621,0.8701976,62.0872,101.2926,2.830878,63.05331,101.3475,62.21496
1990-12,99.26377,100.2467,99.52324,99.76441,0.5525084,62.03486,101.3029,2.678106,63.17726,101.356,62.33203
1991-01,98.91655,100.0997,99.32568,99.62775,0.3104458,62.02624,101.2952,2.516944,63.2843,101.3403,62.44733
1991-02,98.64722,100.1339,99.24731,99.56528,0.2009465,62.09057,101.2618,2.354217,63.37082,101.2937,62.56146
1991-03,98.48981,100.3807,99.27045,99.5689,0.2006388,62.21664,101.2002,2.197273,63.43598,101.216,62.67388
1991-04,98.45543,100.5226,99.34894,99.61063,0.2709773,62.37585,101.1188,2.054429,63.48632,101.1176,62.78462
1991-05,98.44035,100.5335,99.44431,99.66592,0.3952214,62.54424,101.031,1.932832,63.53144,101.0139,62.89373
1991-06,98.47234,100.3712,99.53033,99.71679,0.5721703,62.70538,100.9512,1.836919,63.58175,100.9214,63.00127
1991-07,98.53339,100.1693,99.59854,99.7576,0.8035071,62.85394,100.8926,1.765491,63.64652,100.8545,63.10729
1991-08,98.59645,100.1252,99.64686,99.78535,1.08071,62.98862,100.8653,1.715966,63.73287,100.8242,63.21185
1991-09,98.58911,100.2364,99.67688,99.80052,1.389018,63.11044,100.8735,1.686733,63.8438,100.8352,63.31502
1991-10,98.53701,100.276,99.68913,99.80395,1.699139,63.21971,100.9106,1.676819,63.97453,100.8794,63.41685
1991-11,98.46127,100.2137,99.6864,99.79901,1.982767,63.31824,100.9636,1.684464,64.11543,100.9415,63.51744
1991-12,98.3819,100.1154,99.67051,99.78762,2.212255,63.40723,101.0149,1.703417,64.25343,101.0007,63.61684
1992-01,98.3905,100.0951,99.64938,99.77489,2.36272,63.49174,101.0432,1.719721,64.37262,101.0319,63.71514
1992-02,98.50508,100.1557,99.61254,99.75254,2.375216,63.56535,101.0295,1.716911,64.45885,101.0127,63.8126
1992-03,98.66986,100.1691,99.54283,99.7074,2.250699,63.61695,100.9635,1.684223,64.50439,100.9314,63.90912
1992-04,98.82117,100.1136,99.43198,99.633,2.028651,63.64124,100.854,1.622634,64.51647,100.7994,64.00481
1992-05,98.8914,100.0146,99.26495,99.51844,1.733711,63.62858,100.7168,1.536994,64.50792,100.6368,64.09975
1992-06,98.73599,99.85074,99.03506,99.3592,1.386235,63.57462,100.5659,1.428424,64.48997,100.461,64.19405
1992-07,98.42193,99.62049,98.76048,99.16792,1.013534,63.49099,100.4063,1.288276,64.46646,100.2778,64.28785
1992-08,98.06379,99.30614,98.45627,98.95454,0.6330335,63.38736,100.2378,1.105057,64.43716,100.0869,64.38124
1992-09,97.70366,98.95686,98.15528,98.74165,0.2765547,63.28497,100.0598,0.8734452,64.40144,99.88692,64.47434
1992-10,97.3129,98.6357,97.88224,98.54615,-0.03134624,63.19989,99.87572,0.6062248,64.36235,99.68263,64.56727
1992-11,96.92509,98.41537,97.65477,98.38127,-0.2756316,63.14372,99.69227,0.3274486,64.32537,99.48225,64.66015
1992-12,96.66704,98.32258,97.48827,98.25928,-0.4424698,63.12667,99.518,0.06835743,64.29735,99.29619,64.75309
1993-01,96.56535,98.3366,97.3809,98.1792,-0.5416765,63.14782,99.36249,-0.1355521,64.28536,99.1351,64.84621
1993-02,96.63118,98.32666,97.33142,98.14136,-0.5640253,63.20683,99.23508,-0.2522671,64.29623,99.00899,64.9398
1993-03,96.78169,98.32694,97.33289,98.14131,-0.4976972,63.30033,99.14153,-0.2636844,64.3343,98.92276,65.03488
1993-04,96.93533,98.39417,97.37751,98.17383,-0.3438154,63.42243,99.07954,-0.1871708,64.39571,98.87187,65.13047
1993-05,97.01959,98.40699,97.45347,98.23155,-0.09889866,63.56565,99.04402,-0.05034269,64.47544,98.84829,65.22666
1993-06,97.00163,98.31647,97.55595,98.31209,0.2397213,63.72702,99.02917,0.121224,64.56815,98.84359,65.32355
1993-07,97.01081,98.31322,97.69634,98.42231,0.6664925,63.91415,99.02925,0.314778,64.66939,98.85076,65.42123
1993-08,97.17801,98.39439,97.87497,98.56135,1.167572,64.12746,99.04012,0.5260192,64.77611,98.86497,65.51978
1993-09,97.49962,98.47926,98.08091,98.72075,1.698666,64.35997,99.05979,0.7533485,64.8866,98.88348,65.61926
1993-10,97.83776,98.47411,98.29877,98.89053,2.218088,64.60172,99.08813,0.9909916,65.00018,98.90507,65.71976
1993-11,98.13053,98.46618,98.5215,99.06779,2.699343,64.84818,99.12566,1.229508,65.11626,98.92877,65.82135
1993-12,98.31544,98.58741,98.75008,99.25428,3.126129,65.10009,99.1716,1.455735,65.23335,98.95222,65.92409
1994-01,98.50273,98.81052,98.97771,99.4452,3.492131,65.35303,99.22115,1.65264,65.34776,98.96974,66.02802
1994-02,98.73068,99.02612,99.19498,99.63128,3.788286,65.60129,99.26711,1.80324,65.45565,98.97477,66.13367
1994-03,99.06448,99.21951,99.4221,99.81918,4.040259,65.85783,99.31061,1.905879,65.56043,98.97314,66.24063
1994-04,99.46003,99.49377,99.6739,100.0126,4.27318,66.13259,99.35562,1.978847,65.67001,98.97671,66.34895
1994-05,99.87472,99.86864,99.9616,100.2148,4.511081,66.43315,99.409,2.046484,65.79492,99.00127,66.45867
1994-06,100.3264,100.2702,100.2886,100.4273,4.762346,66.76192,99.47634,2.128736,65.94263,99.05785,66.56982
1994-07,100.8085,100.5874,100.6309,100.639,4.989478,67.10313,99.56004,2.234653,66.11452,99.14835,66.68243
1994-08,101.2735,100.8429,100.9563,100.8363,5.158258,67.43532,99.65829,2.362472,66.30643,99.26628,66.79652
1994-09,101.6301,101.0307,101.2219,100.9969,5.235774,67.72971,99.76504,2.502877,66.51064,99.39999,66.91212
1994-10,101.8855,101.1151,101.4013,101.105,5.2116,67.96851,99.86882,2.640305,66.71638,99.53326,67.02924
1994-11,102.0611,101.1035,101.4883,101.1547,5.087357,68.14724,99.95721,2.759271,66.91299,99.65018,67.14789
1994-12,102.1911,101.0154,101.4825,101.1428,4.862104,68.26533,100.0216,2.850925,67.0931,99.73988,67.26808
1995-01,102.232,100.961,101.3947,101.0739,4.554817,68.32974,100.0622,2.92062,67.25632,99.8019,67.38982
1995-02,102.201,100.8481,101.2658,100.9727,4.216078,68.36709,100.0831,2.97855,67.40528,99.84114,67.51253
1995-03,102.0633,100.7144,101.1158,100.8544,3.854266,68.39616,100.099,3.042337,67.555,99.87228,67.64139
1995-04,101.8587,100.646,100.9644,100.7337,3.466985,68.42539,100.1058,3.088748,67.69839,99.89172,67.77177
1995-05,101.617,100.6653,100.8306,100.6277,3.06255,68.4677,100.1059,3.104186,67.83732,99.90228,67.90368
1995-06,101.3506,100.7705,100.6907,100.5194,2.613951,68.50705,100.0993,3.077513,67.97202,99.90434,68.03712
1995-07,101.1296,100.8309,100.5343,100.4023,2.135794,68.53632,100.0842,3.004553,68.10097,99.89568,68.17208
1995-08,100.9101,100.8026,100.3592,100.2745,1.658864,68.55398,100.0585,2.889205,68.22215,99.87347,68.30859
1995-09,100.6609,100.6998,100.163,100.1345,1.223218,68.5582,100.0212,2.742796,68.33488,99.83675,68.44662
1995-10,100.3606,100.5909,99.95988,99.99129,0.8683057,68.55868,99.97557,2.586753,68.44217,99.79001,68.5862
1995-11,100.0202,100.4894,99.76019,99.8517,0.6093262,68.56248,99.92642,2.444318,68.54855,99.73992,68.7273
1995-12,99.70479,100.3823,99.57076,99.7202,0.4526291,68.57431,99.87892,2.33315,68.65849,99.69298,68.86993
1996-01,99.45934,100.2882,99.4033,99.60448,0.3988625,68.60228,99.83674,2.257338,68.77453,99.65288,69.01409
1996-02,99.23373,100.1716,99.27383,99.51599,0.4255247,68.658,99.80302,2.215838,68.89887,99.6221,69.16023
1996-03,99.02252,100.0609,99.17237,99.44847,0.494664,68.7345,99.77751,2.184164,69.03052,99.59948,69.30811
1996-04,98.84987,99.91993,99.09415,99.39997,0.5888189,68.82829,99.75761,2.169174,69.16689,99.58162,69.45748
1996-05,98.78625,99.80565,99.03732,99.36811,0.6872257,68.93822,99.73978,2.163918,69.30527,99.56462,69.60832
1996-06,98.89369,99.75511,99.00308,99.35188,0.8146927,69.06517,99.72046,2.164618,69.44336,99.54521,69.76063
1996-07,99.08623,99.75198,98.99547,99.35252,0.9859484,69.21205,99.69711,2.172122,69.58021,99.52205,69.91436
1996-08,99.28675,99.80991,99.01795,99.37095,1.206952,69.38139,99.66936,2.190653,69.71666,99.49644,70.0695
1996-09,99.43411,99.88293,99.06519,99.40277,1.475188,69.56956,99.6405,2.226051,69.85606,99.47316,70.22604
1996-10,99.51079,99.97453,99.13535,99.44688,1.774628,69.77534,99.61774,2.281808,70.00389,99.46008,70.38391
1996-11,99.52816,100.0822,99.22587,99.50231,2.092296,69.99701,99.61021,2.360605,70.16672,99.46644,70.54311
1996-12,99.61288,100.2047,99.34708,99.57811,2.431865,70.24194,99.62518,2.463037,70.34957,99.49931,70.70358
1997-01,99.83773,100.327,99.50201,99.67812,2.784323,70.51239,99.66565,2.587844,70.55431,99.56116,70.8653
1997-02,100.0842,100.3811,99.67306,99.7916,3.11424,70.79618,99.73152,2.731424,70.78079,99.65139,71.0284
1997-03,100.3217,100.377,99.84547,99.90893,3.416241,71.08263,99.81648,2.886659,71.02319,99.76197,71.19265
1997-04,100.5174,100.3607,100.015,100.0262,3.690846,71.36864,99.90942,3.043827,71.2722,99.87981,71.35797
1997-05,100.7348,100.4173,100.1791,100.1399,3.937112,71.6524,99.9995,3.193929,71.51882,99.99232,71.52431
1997-06,100.9714,100.5561,100.3419,100.2522,4.157775,71.93674,100.0805,3.333099,71.75798,100.0926,71.69162
1997-07,101.208,100.7353,100.4979,100.3588,4.342554,72.21762,100.155,3.466844,71.99244,100.1845,71.85984
1997-08,101.3884,100.9431,100.6368,100.4544,4.477029,72.48762,100.229,3.601689,72.22764,100.2759,72.02891
1997-09,101.4976,101.1479,100.7509,100.5338,4.558545,72.74091,100.3059,3.737221,72.46674,100.3711,72.19877
1997-10,101.4719,101.2988,100.8236,100.5847,4.571952,72.96544,100.3811,3.859409,72.70563,100.4646,72.36937
1997-11,101.384,101.38,100.8566,100.6077,4.521616,73.16201,100.4461,3.947307,72.93642,100.5456,72.54065
1997-12,101.3185,101.407,100.8684,100.6145,4.416184,73.34396,100.4925,3.981975,73.15087,100.6028,72.71255
1998-01,101.2691,101.4316,100.8717,100.613,4.265864,73.52036,100.5159,3.954751,73.34455,100.6305,72.88502
1998-02,101.2763,101.5164,100.8731,100.6081,4.0962,73.69614,100.5149,3.863962,73.51573,100.6262,73.05827
1998-03,101.2843,101.6252,100.8585,100.5925,3.908211,73.86069,100.4895,3.717787,73.66368,100.5895,73.23198
1998-04,101.1924,101.6711,100.8035,100.5517,3.681327,73.99596,100.4434,3.535246,73.79185,100.5255,73.40611
1998-05,101.0637,101.6736,100.6981,100.4792,3.40799,74.09431,100.3812,3.33597,73.90467,100.4404,73.5806
1998-06,100.9611,101.6531,100.5367,100.372,3.078479,74.1513,100.3069,3.132994,74.00615,100.3399,73.75544
1998-07,100.8078,101.6713,100.3258,100.2331,2.705444,74.17142,100.2239,2.926931,74.09961,100.2286,73.93058
1998-08,100.545,101.6768,100.0819,100.0718,2.316304,74.16665,100.1355,2.71434,74.18814,100.1109,74.10597
1998-09,100.2041,101.7504,99.83787,99.90936,1.952451,74.16115,100.0462,2.496195,74.27564,99.992,74.28159
1998-10,99.8624,101.8821,99.63411,99.77179,1.671363,74.18495,99.96289,2.286684,74.36817,99.88019,74.45738
1998-11,99.70844,102.012,99.518,99.69066,1.519359,74.2736,99.89314,2.105417,74.47203,99.78387,74.63333
1998-12,99.67191,102.0751,99.50095,99.67293,1.489012,74.43606,99.84206,1.969395,74.5915,99.70874,74.80939
1999-01,99.56356,102.1138,99.56841,99.70995,1.552686,74.6619,99.80891,1.88333,74.72587,99.65373,74.98552
1999-02,99.43993,102.0993,99.68929,99.78093,1.671819,74.9282,99.79183,1.846904,74.8735,99.61652,75.16173
1999-03,99.34069,101.9906,99.8346,99.87012,1.831315,75.21331,99.79076,1.860701,75.03434,99.59705,75.33791
1999-04,99.36406,101.8475,99.98745,99.96841,2.038759,75.50455,99.8101,1.925277,75.21255,99.60076,75.51403
1999-05,99.49455,101.7386,100.1475,100.0772,2.304276,75.80164,99.85638,2.042942,75.41451,99.63599,75.69003
1999-06,99.66937,101.7324,100.3198,100.1987,2.63938,76.10844,99.93468,2.21545,75.64572,99.70986,75.86583
1999-07,99.89415,101.7733,100.5069,100.3314,3.040827,76.42685,100.0431,2.437847,75.90604,99.82199,76.0414
1999-08,100.1938,101.846,100.7134,100.4756,3.49717,76.76038,100.1762,2.701401,76.19226,99.96797,76.21667
1999-09,100.5145,101.9561,100.94,100.6286,3.975799,77.10964,100.3264,2.992938,76.49866,100.1402,76.39158
1999-10,100.794,102.1398,101.1766,100.7838,4.424009,77.4669,100.484,3.292438,76.8167,100.3274,76.56606
1999-11,101.0217,102.3005,101.4146,100.9368,4.782331,77.82561,100.6392,3.578462,77.13698,100.5173,76.74004
1999-12,101.1967,102.4546,101.6439,101.0823,5.02682,78.17783,100.7838,3.834162,77.45146,100.6995,76.91345
2000-01,101.3339,102.5616,101.8535,101.2147,5.160821,78.51506,100.9135,4.054287,77.75547,100.8682,77.08624
2000-02,101.4876,102.6031,102.0315,101.3294,5.204751,78.82803,101.0251,4.23654,78.04555,101.0187,77.25855
2000-03,101.6384,102.6049,102.1615,101.4173,5.172518,79.10374,101.1177,4.3785,78.31972,101.1489,77.43011
2000-04,101.7291,102.5895,102.2297,101.4701,5.067993,79.33112,101.1908,4.471984,78.57604,101.2567,77.60086
2000-05,101.8129,102.5479,102.2398,101.4887,4.895739,79.5127,101.2445,4.506339,78.81293,101.34,77.77077
2000-06,101.8443,102.4639,102.2022,101.4776,4.661431,79.65617,101.2804,4.474322,79.03035,101.3992,77.93981
2000-07,101.8219,102.3937,102.1324,101.4459,4.378941,79.77354,101.3044,4.382196,79.2324,101.4396,78.10793
2000-08,101.7779,102.2845,102.033,101.3946,4.046492,79.86649,101.3225,4.240958,79.42355,101.4672,78.27512
2000-09,101.7082,102.1209,101.8937,101.3171,3.653469,79.92682,101.338,4.061808,79.6059,101.4846,78.44136
2000-10,101.6119,102.1322,101.7089,101.2103,3.205349,79.94999,101.3494,3.853934,79.77716,101.4891,78.60665
2000-11,101.5109,102.2233,101.4694,101.0682,2.702,79.92846,101.3518,3.623857,79.93231,101.4743,78.77099
2000-12,101.4091,102.3266,101.1731,100.8873,2.152199,79.86037,101.3387,3.37568,80.06598,101.4336,78.93439
2001-01,101.1984,102.3615,100.8312,100.6721,1.578398,79.75434,101.3038,3.10991,80.1736,101.3613,79.09686
2001-02,100.818,102.3385,100.4709,100.437,1.019329,79.63155,101.2411,2.827454,80.25225,101.2541,79.25829
2001-03,100.5512,102.2855,100.1215,100.2,0.5203885,79.51538,101.151,2.534028,80.30437,101.115,79.41888
2001-04,100.5029,102.1805,99.81219,99.9794,0.1236321,79.4292,101.0405,2.243066,80.33855,100.9549,79.57866
2001-05,100.4449,102.0557,99.54647,99.78056,-0.1718518,79.37605,100.9187,1.969394,80.36507,100.7868,79.73769
2001-06,100.2468,101.939,99.30239,99.59396,-0.3986172,79.33865,100.7933,1.722534,80.39168,100.6204,79.89602
2001-07,99.93591,101.7807,99.0754,99.42007,-0.5766267,79.31355,100.6685,1.501581,80.42213,100.4602,80.05372
2001-08,99.44726,101.5768,98.87826,99.26843,-0.6954056,79.31109,100.5461,1.301693,80.4574,100.3074,80.21085
2001-09,98.89497,101.402,98.72336,99.14796,-0.7323506,79.34148,100.4277,1.12129,80.49851,100.163,80.36749
2001-10,98.58504,101.2688,98.646,99.08376,-0.6461323,79.4334,100.3169,0.9677107,80.54918,100.0316,80.52369
2001-11,98.52525,101.2516,98.66617,99.09069,-0.406668,79.60342,100.2185,0.8538526,80.61482,99.91977,80.67955
2001-12,98.59998,101.3504,98.76688,99.15934,-0.02760734,79.83833,100.1377,0.7931133,80.70099,99.83407,80.83512
2002-01,98.7541,101.4567,98.91785,99.26857,0.4510096,80.11404,100.0782,0.7945451,80.81062,99.77792,80.99049
2002-02,99.05489,101.5533,99.08308,99.3919,0.9661697,80.40092,100.0413,0.8615923,80.9437,99.75197,81.14496
2002-03,99.3831,101.6044,99.22534,99.50073,1.451476,80.66953,100.0265,0.9889862,81.09856,99.75307,81.29932
