country,POL,POL,POL,POL,POL,POL,POL,POL,POL
2017-04,100.9238,101.4926,100.9347,100.7847,4.022617,108.3874,99.77377,99.58657,107.3837
2017-05,101.0071,101.5203,100.7874,100.6612,3.867234,108.5942,99.7767,99.58984,107.7458
2017-06,101.1017,101.5379,100.6683,100.5614,3.685834,108.832,99.80108,99.61701,108.1095
2017-07,101.1769,101.5955,100.6032,100.5068,3.563514,109.129,99.85532,99.67748,108.4747
2017-08,101.2669,101.769,100.5851,100.4916,3.513713,109.4779,99.94308,99.77533,108.8411
2017-09,101.3963,102.019,100.5972,100.5018,3.497008,109.8608,100.0619,99.90778,109.2086
2017-10,101.5381,102.1005,100.6015,100.5054,3.476619,110.2361,100.1991,100.0608,109.577
2017-11,101.7233,102.1072,100.5917,100.4972,3.4424,110.5967,100.3394,100.2172,109.9461
2017-12,101.9954,102.181,100.5835,100.4903,3.41057,110.9595,100.4705,100.3634,110.3158
2018-01,102.2973,102.317,100.5948,100.4998,3.451725,111.3443,100.5891,100.4956,110.6859
2018-02,102.3664,102.3739,100.6186,100.5197,3.553175,111.7431,100.6967,100.6155,111.0561
2018-03,102.2719,102.3758,100.6082,100.511,3.647089,112.104,100.7964,100.7267,111.4263
2018-04,102.1779,102.4771,100.5608,100.4713,3.723629,112.4234,100.8911,100.8323,111.7964
2018-05,102.2219,102.584,100.4906,100.4124,3.795914,112.7163,100.9825,100.9342,112.166
2018-06,102.2976,102.6921,100.3931,100.3307,3.809103,112.9776,101.0707,101.0325,112.5351
2018-07,102.2746,102.6749,100.2425,100.2044,3.709729,113.1774,101.154,101.1253,112.9036
2018-08,102.114,102.531,100.0641,100.0548,3.531168,113.3438,101.2314,101.2117,113.2711
2018-09,101.9394,102.4431,99.8824,99.90236,3.316252,113.504,101.306,101.2949,113.6377
2018-10,101.9105,102.3578,99.73051,99.77499,3.138488,113.6958,101.3878,101.386,114.003
2018-11,101.9896,102.3034,99.60346,99.66845,2.999092,113.9136,101.4866,101.4962,114.3671
2018-12,101.9228,102.2661,99.48215,99.56673,2.862426,114.1357,101.6043,101.6274,114.7298
2019-01,101.6642,102.3906,99.37512,99.47697,2.719038,114.3718,101.7258,101.7628,115.091
2019-02,101.4669,102.6209,99.26982,99.38867,2.563357,114.6075,101.83,101.8791,115.4505
2019-03,101.3261,102.6586,99.14745,99.28605,2.423553,114.8209,101.9011,101.9583,115.8083
2019-04,101.2012,102.5064,98.98647,99.15107,2.280282,114.9869,101.9401,102.0018,116.1643
2019-05,101.1082,102.5343,98.78746,98.98418,2.119759,115.1056,101.9548,102.0182,116.5184
2019-06,100.981,102.7549,98.5539,98.78832,1.95004,115.1807,101.9519,102.0149,116.8708
2019-07,100.8606,102.8784,98.31142,98.58498,1.824021,115.2418,101.9305,101.9911,117.2212
2019-08,100.8058,102.8445,98.07377,98.3857,1.730353,115.305,101.8866,101.9421,117.5697
2019-09,100.8231,102.6987,97.8381,98.18808,1.641416,115.3671,101.8177,101.8654,117.9163
2019-10,100.8723,102.4804,97.62269,98.00744,1.542609,115.4497,101.7306,101.7683,118.2611
2019-11,100.874,102.389,97.46731,97.87715,1.480654,115.6003,101.634,101.6606,118.6042
2019-12,100.78,102.3132,97.40167,97.82211,1.506271,115.8549,101.5337,101.5487,118.9455
2020-01,100.428,102.089,97.46402,97.87439,1.651036,116.2601,101.4278,101.4306,119.2851
2020-02,99.58694,101.4926,97.69308,98.06647,1.968635,116.8637,101.3095,101.2988,119.6233
2020-03,97.95052,100.339,97.15647,97.61649,1.504934,116.5489,99.70003,99.50435,119.96
2020-04,95.92961,98.61868,95.77409,96.45727,0.1956103,115.2118,94.4749,93.67886,120.2954
2020-05,95.37829,97.96461,93.57765,94.61542,-1.931418,112.8825,91.80646,90.70381,120.6297
2020-06,96.0547,98.25399,94.87702,95.70502,-0.3599657,114.7661,93.65582,92.76567,120.963
2020-07,97.08308,98.76373,96.86642,97.37326,1.954789,117.4945,95.47652,94.79557,121.2954
2020-08,97.85911,98.86298,98.51211,98.75328,3.913494,119.8175,97.27301,96.79847,121.6272
2020-09,98.21969,98.56895,99.09782,99.24443,4.759587,120.8581,96.93053,96.41665,121.9584
2020-10,98.26614,98.25959,99.3093,99.42178,5.19267,121.4446,96.58434,96.03067,122.2893
2020-11,98.14736,98.0066,99.72311,99.76879,5.778701,122.2805,96.23936,95.64605,122.62
2020-12,98.27705,98.03101,100.151,100.1276,6.285063,123.1364,96.4469,95.87743,122.9507
2021-01,98.51775,98.22496,100.2263,100.1907,6.279403,123.5605,96.67055,96.12679,123.2816
2021-02,98.89006,98.67046,100.3155,100.2656,6.108917,124.0028,96.92647,96.41211,123.6127
2021-03,99.54753,99.23657,100.4205,100.3536,6.79255,124.4656,97.31275,96.84277,123.9443
2021-04,100.3565,99.92773,100.5242,100.4406,8.433215,124.9279,97.76104,97.34258,124.2764
2021-05,100.7417,100.4431,100.6079,100.5107,11.05954,125.3667,98.14192,97.76722,124.6092
2021-06,100.6991,100.5298,100.6514,100.5472,9.576537,125.7567,98.481,98.14526,124.9428
2021-07,100.482,100.4708,100.6643,100.5581,7.332153,126.1094,98.69918,98.3885,125.2771
2021-08,100.3087,100.4963,100.66,100.5545,5.528338,126.4414,98.97361,98.69447,125.6123
2021-09,100.2914,100.5087,100.6516,100.5473,4.890766,126.769,99.27469,99.03014,125.9484
2021-10,100.3705,100.4123,100.6418,100.5392,4.653321,127.0958,99.58556,99.37672,126.2853
2021-11,100.4273,100.1632,100.6223,100.5228,4.195788,127.4111,99.89898,99.72617,126.6232
2021-12,100.349,99.82475,100.5841,100.4908,,,,,
2022-01,100.0674,99.4605,100.5324,100.4474,,,,,
2022-02,99.78149,99.20178,100.4766,100.4006,,,,,
