country,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE
2017-04,100.361,103.6737,100.6057,100.3581,3.61055,106.5795,100.7444,100.9737,105.9379
2017-05,100.317,103.4832,100.5834,100.345,3.783871,106.8518,100.9313,101.2911,106.232
2017-06,100.419,103.3943,100.5535,100.3273,3.970413,107.1143,101.0612,101.5117,106.5247
2017-07,100.5697,103.4026,100.5646,100.3339,4.154236,107.4186,101.136,101.6388,106.8155
2017-08,100.8132,103.5707,100.6594,100.3899,4.292799,107.8105,101.1685,101.6938,107.1042
2017-09,101.1076,103.9012,100.8057,100.4764,4.358777,108.256,101.1728,101.7012,107.3907
2017-10,101.388,104.2276,100.9705,100.5738,4.365889,108.7196,101.1589,101.6776,107.6747
2017-11,101.3477,104.4461,101.1326,100.6696,4.331798,109.1785,101.1329,101.6335,107.9559
2017-12,101.1022,104.5436,101.2754,100.7541,4.272649,109.6145,101.0993,101.5764,108.2341
2018-01,100.8719,104.6746,101.3587,100.8033,4.193778,109.9835,101.0635,101.5156,108.5092
2018-02,100.8453,104.8867,101.3881,100.8207,4.108846,110.2909,101.0307,101.4599,108.7809
2018-03,100.976,105.0782,101.3804,100.8162,4.027336,110.5545,101.0041,101.4147,109.0491
2018-04,100.9836,105.0812,101.362,100.8053,3.962307,110.8025,100.9839,101.3803,109.3137
2018-05,100.8349,105.0619,101.3738,100.8123,3.956832,111.0797,100.9687,101.3546,109.5744
2018-06,100.5837,104.9558,101.4353,100.8486,4.008019,111.4075,100.9577,101.3359,109.8311
2018-07,100.2386,104.7823,101.5505,100.9168,4.070012,111.7905,100.9512,101.3249,110.0837
2018-08,100.1163,104.5738,101.7115,101.0119,4.09035,112.2203,100.9508,101.3242,110.332
2018-09,100.2179,104.46,101.8785,101.1107,4.061789,112.6532,100.9583,101.3369,110.576
2018-10,100.3511,104.286,101.9864,101.1745,3.952498,113.0168,100.9748,101.3649,110.8155
2018-11,100.3602,104.1687,102.0026,101.184,3.751506,113.2744,101.0009,101.4092,111.0505
2018-12,100.222,104.2869,101.9114,101.1301,3.460587,113.4078,101.0359,101.4686,111.2808
2019-01,100.0374,104.289,101.7471,101.033,3.156035,113.4546,101.0769,101.5384,111.5065
2019-02,99.8628,104.1506,101.5497,100.9163,2.872362,113.4588,101.1203,101.612,111.7274
2019-03,99.66584,103.8468,101.3057,100.772,2.578427,113.405,101.1623,101.6834,111.9434
2019-04,99.39771,103.5795,101.0359,100.6125,2.26885,113.3165,101.2005,101.7483,112.1547
2019-05,99.13921,103.4899,100.7563,100.4472,1.918598,113.2109,101.2336,101.8044,112.3611
2019-06,98.93542,103.601,100.5257,100.3109,1.568069,113.1544,101.2616,101.8521,112.5627
2019-07,98.87566,103.7588,100.3737,100.221,1.243644,113.1808,101.2872,101.8954,112.7594
2019-08,98.88939,103.6991,100.2523,100.1493,0.9054697,113.2364,101.3133,101.9398,112.9514
2019-09,98.90791,103.4806,100.1026,100.0607,0.5339913,113.2547,101.342,101.9886,113.1386
2019-10,98.7487,103.338,99.85626,99.91508,0.1252142,113.1583,101.3732,102.0415,113.3212
2019-11,98.60674,103.368,99.51349,99.71243,-0.2890281,112.947,101.4041,102.094,113.4991
2019-12,98.49994,103.4059,99.05563,99.44173,-0.7130721,112.5992,101.4292,102.1366,113.6726
2020-01,98.18147,103.1141,98.50758,99.11771,-1.156246,112.1428,101.4404,102.1557,113.8418
2020-02,97.45065,102.4761,97.92265,98.7719,-1.604512,111.6384,101.4277,102.1341,114.0067
2020-03,95.78292,101.4675,94.82462,96.94029,-4.537773,108.259,94.2485,89.94223,114.1676
2020-04,93.64717,100.3394,86.14838,91.81074,-13.08521,98.48877,93.87798,89.31302,114.3246
2020-05,92.89852,100.3311,89.73252,93.92975,-9.263247,102.7239,93.68609,88.98714,114.4779
2020-06,93.71261,100.6896,94.13938,96.53516,-4.634837,107.9099,94.80904,90.89417,114.6278
2020-07,95.94616,100.9245,96.03127,97.65368,-2.616582,110.2193,95.92267,92.78534,114.7744
2020-08,97.53249,100.6857,97.41656,98.47269,-1.136675,111.9493,97.02853,94.66331,114.9181
2020-09,98.18887,100.0312,97.89443,98.75522,-0.5458753,112.6365,97.1104,94.80235,115.0591
2020-10,98.28918,99.07467,98.21048,98.94207,-0.01951164,113.1362,97.19044,94.93829,115.1977
2020-11,98.15652,98.58109,98.39328,99.05014,0.4728196,113.481,97.26998,95.07336,115.3341
2020-12,98.34533,98.6762,98.82083,99.30292,1.339172,114.107,97.12337,94.82439,115.4686
2021-01,98.65221,98.66048,98.86639,99.32986,1.91565,114.291,96.9788,94.57887,115.6015
2021-02,99.15098,98.7171,98.86819,99.33092,2.494473,114.4232,96.83733,94.33862,115.733
2021-03,99.7328,99.18871,98.89995,99.34969,5.847045,114.5889,97.01925,94.64756,115.8635
2021-04,100.6273,100.2547,99.28411,99.57681,16.92974,115.1627,97.20678,94.96603,115.993
2021-05,101.3109,101.1345,99.36156,99.62261,12.32108,115.3806,97.40186,95.29732,116.122
2021-06,101.3714,101.6228,99.43538,99.66625,7.120902,115.594,97.65771,95.7318,116.2504
2021-07,100.3601,101.7421,99.48804,99.69738,5.047579,115.7828,97.92206,96.18073,116.3786
2021-08,99.10793,101.7274,99.51752,99.71481,3.568729,115.9445,98.15606,96.57812,116.5066
2021-09,98.00881,101.2857,99.53938,99.72775,3.072598,116.0973,98.22257,96.69106,116.6346
2021-10,97.71062,100.4092,99.57356,99.74795,2.76526,116.2647,98.23119,96.7057,116.7626
2021-11,98.30207,99.2255,99.62733,99.77974,2.620868,116.4552,98.25006,96.73775,116.8908
2021-12,99.101,98.49031,99.70474,99.8255,,,,,
2022-01,100.0262,98.05103,99.79182,99.87698,,,,,
