country,EST,EST,EST,EST,EST,EST,EST,EST,EST
2016-12,100.4894,102.6488,102.7397,100.9575,5.323225,108.9473,99.80724,99.48444,106.0421
2017-01,100.8111,102.8855,102.5611,100.8952,5.293517,109.0926,99.91432,99.76349,106.3684
2017-02,101.3062,103.0081,102.4133,100.8436,5.272202,109.2709,100.0228,100.0463,106.6961
2017-03,101.6227,102.9628,102.3505,100.8217,5.226372,109.5406,100.1224,100.3057,107.025
2017-04,101.9442,102.904,102.3521,100.8222,5.112592,109.88,100.2035,100.517,107.3549
2017-05,101.9756,102.9047,102.4528,100.8574,4.997248,110.3271,100.2592,100.6623,107.6858
2017-06,102.1433,103.0154,102.6149,100.9139,4.821036,110.842,100.2886,100.7389,108.0174
2017-07,102.2009,103.0955,102.801,100.9789,4.531422,111.3844,100.3011,100.7713,108.3495
2017-08,102.0441,103.0042,103.0025,101.0492,4.252542,111.9453,100.3093,100.7928,108.6821
2017-09,102.16,102.8896,103.1328,101.0946,4.06693,112.4302,100.3231,100.8288,109.015
2017-10,102.1993,102.8102,103.0783,101.0756,3.876679,112.714,100.3436,100.8821,109.3479
2017-11,102.2867,102.5483,102.836,100.9911,3.679705,112.7915,100.3669,100.9429,109.6809
2017-12,102.2526,102.0577,102.4298,100.8494,3.432415,112.6868,100.3879,100.9976,110.0137
2018-01,102.0211,101.9941,101.9458,100.6805,3.117309,112.4934,100.4028,101.0364,110.3463
2018-02,101.8027,102.4289,101.5591,100.5455,2.867167,112.4039,100.4094,101.0536,110.6784
2018-03,101.6285,102.8794,101.2176,100.4264,2.575344,112.3617,100.4073,101.0483,111.01
2018-04,101.4414,103.0472,100.9429,100.3305,2.28504,112.3908,100.3991,101.0267,111.341
2018-05,101.2389,103.1387,100.6632,100.2329,1.88953,112.4118,100.3887,100.9996,111.6712
2018-06,101.1337,103.2613,100.4203,100.1482,1.470076,112.4714,100.3815,100.981,112.0006
2018-07,101.0799,103.4326,100.1887,100.0674,1.038514,112.5412,100.3839,100.9871,112.3292
2018-08,101.0426,103.4912,99.97337,99.99223,0.6087496,112.6267,100.4014,101.0328,112.6567
2018-09,101.1144,103.3951,99.90054,99.96682,0.3920051,112.8709,100.4373,101.1264,112.9833
2018-10,101.1408,103.1292,99.9244,99.97514,0.4516135,113.223,100.4892,101.2616,113.3087
2018-11,101.2506,102.9355,100.0296,100.0118,0.7758129,113.6665,100.5512,101.4231,113.6329
2018-12,100.974,103.043,100.1289,100.0465,1.256569,114.1028,100.6152,101.5899,113.956
2019-01,100.3683,103.2574,100.3002,100.1063,1.891183,114.6208,100.6711,101.7356,114.2778
2019-02,99.66151,103.4578,100.4127,100.1455,2.373008,115.0713,100.7096,101.8361,114.5983
2019-03,99.03312,103.4821,100.355,100.1254,2.637786,115.3255,100.7257,101.8778,114.9176
2019-04,98.37034,103.3629,100.0837,100.0307,2.617041,115.3321,100.7225,101.8697,115.2356
2019-05,97.70622,103.3701,99.57555,99.85342,2.357552,115.0619,100.7068,101.8288,115.5524
2019-06,97.05828,103.2918,98.90529,99.61954,1.892206,114.5996,100.684,101.7694,115.868
2019-07,96.55376,103.3995,98.19956,99.3733,1.376907,114.0908,100.6556,101.6954,116.1825
2019-08,96.19005,103.5206,97.58147,99.15763,0.9338894,113.6786,100.6198,101.6021,116.496
2019-09,95.89539,103.2661,97.17504,99.01581,0.5651818,113.5088,100.5731,101.4803,116.8086
2019-10,95.57567,103.1497,97.11387,98.99447,0.456695,113.7401,100.5121,101.3213,117.1203
2019-11,95.4724,103.3337,97.25721,99.04448,0.4785647,114.2105,100.4331,101.1153,117.4314
2019-12,95.94367,103.578,97.43306,99.10584,0.540452,114.7195,100.3326,100.8535,117.7418
2020-01,96.42619,103.5589,97.58636,99.15933,0.5075104,115.2025,100.2094,100.5326,118.0519
2020-02,96.35881,103.0942,97.49805,99.12852,0.2859824,115.4004,100.0627,100.1502,118.3617
2020-03,94.63654,101.8601,97.24652,99.04076,0.06785569,115.4038,98.70631,96.61541,118.6714
2020-04,91.48473,100.1582,86.9786,95.45796,-10.26943,103.4881,97.62724,93.80334,118.9812
2020-05,90.1814,99.14364,89.07052,96.1879,-7.655586,106.2533,97.09992,92.42915,119.2912
2020-06,91.04831,98.27,92.23824,97.29321,-3.735791,110.3184,97.45382,93.35142,119.6016
2020-07,92.91275,98.21452,95.4442,98.41187,0.3145373,114.4496,97.83621,94.34793,119.9126
2020-08,94.64977,98.46674,97.18845,99.02049,2.784678,116.8441,98.23858,95.39649,120.2243
2020-09,95.94856,98.59071,97.95214,99.28696,4.016957,118.0684,98.5397,96.18121,120.5368
2020-10,97.06531,98.2074,98.79644,99.58157,4.972475,119.3958,98.80966,96.88474,120.8503
2020-11,98.0949,97.34006,99.53801,99.84032,5.598883,120.605,99.00751,97.40032,121.1648
2020-12,99.09044,97.09917,100.2132,100.0759,6.119129,121.7393,99.17673,97.84132,121.4803
2021-01,99.79435,97.13074,100.7145,100.2508,6.479453,122.667,99.39274,98.40424,121.7968
2021-02,100.3863,97.23151,101.1086,100.3884,6.991159,123.4682,99.62389,99.00662,122.1144
2021-03,101.5082,97.25037,101.449,100.5071,7.628129,124.2069,99.84135,99.57333,122.433
2021-04,103.3238,97.5909,101.753,100.6132,20.69441,124.9044,100.0258,100.0539,122.7525
2021-05,104.8403,98.35455,101.9724,100.6898,18.11443,125.5004,100.1657,100.4187,123.073
2021-06,105.6114,99.43585,102.1288,100.7443,14.23402,126.0211,100.2585,100.6605,123.3944
2021-07,105.7739,100.161,102.1625,100.7561,10.4346,126.392,100.3139,100.8048,123.7166
2021-08,105.6251,100.7206,102.1617,100.7558,8.453139,126.7211,100.3462,100.8888,124.0397
2021-09,105.7461,101.3105,102.1959,100.7677,,,,,
2021-10,105.9773,101.0356,102.1445,100.7498,,,,,
2021-11,106.1533,100.6051,102.0532,100.7179,,,,,
2021-12,105.9988,100.1272,101.9357,100.6769,,,,,
2022-01,105.6497,99.43844,101.8082,100.6325,,,,,
